transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,97.72,93.86,74.99,0.136604,93.32,85.95,56.8,0.140759,97.35,89.55,38.83,0.072922,99.55,97.95,73.9,0.147421,98.29,93.95,43.75,0.137122,98.59,93.35,63.45,0.153117,99.31,97.41,47.03,0.110119,92.56,87.11,65.11,0.108025,94.44,92.74,61.25,0.118957,94.61,82.41,14.83,0.15273,96.09,90.57,68.77,0.15817,99.0,90.06,65.78,0.127161,89.66,71.11,46.69,0.138063,95.93,91.25,65.38,0.152414,91.96,82.13,40.04,0.094566,95.89,89.29,55.11,0.129877
noise_level 1,89.58,66.7,37.13,0.172745,93.48,84.51,58.93,0.142123,96.43,83.95,37.43,0.075782,99.47,97.65,73.91,0.147633,98.13,93.42,43.16,0.144934,98.42,91.37,62.81,0.154964,99.3,97.49,47.24,0.110411,82.58,75.71,46.45,0.113062,88.2,86.99,51.53,0.130875,86.56,68.95,11.81,0.157743,95.83,89.96,68.99,0.159196,98.84,86.59,65.98,0.129433,85.95,66.12,37.29,0.150717,95.4,90.48,63.36,0.1486,72.4,47.58,10.51,0.119526,92.04,81.83,47.77,0.137183
noise_level 2,87.69,59.38,31.67,0.154129,92.72,82.84,59.45,0.143043,95.98,81.7,33.85,0.080811,99.46,97.69,73.07,0.149414,98.21,94.02,43.53,0.139236,98.15,90.85,60.91,0.156679,99.34,97.48,48.38,0.116408,79.56,69.72,41.91,0.116186,85.6,82.25,41.91,0.138687,79.15,58.9,9.67,0.161569,95.69,89.62,68.74,0.16242,98.67,83.92,64.62,0.129322,84.23,63.22,33.82,0.155268,95.14,84.84,61.47,0.144335,64.49,40.45,8.72,0.116242,90.27,78.46,45.45,0.137583
noise_level 3,86.1,55.74,30.04,0.157399,92.57,82.44,59.42,0.144425,95.91,79.76,34.21,0.08476,99.42,97.41,72.99,0.15101,97.55,91.84,43.17,0.139529,97.56,88.71,56.38,0.157737,99.28,97.32,46.78,0.117861,76.83,64.42,38.4,0.118662,83.46,75.43,30.05,0.143741,74.14,51.62,8.86,0.163801,95.02,88.58,68.33,0.16502,98.65,83.15,64.5,0.132757,83.36,60.57,30.16,0.15906,94.01,81.31,59.74,0.141404,56.57,35.21,7.69,0.114473,88.7,75.57,43.38,0.139443
noise_level 4,83.46,48.69,27.9,0.163478,91.89,82.12,58.55,0.147527,95.62,77.59,32.59,0.089176,99.39,96.83,72.05,0.15349,96.31,88.95,41.31,0.140958,96.92,86.5,50.9,0.160437,99.16,97.11,45.08,0.121155,72.42,54.7,32.5,0.121432,80.24,66.13,20.43,0.147731,66.83,39.54,7.63,0.170905,94.08,86.03,67.28,0.170052,98.37,79.72,63.73,0.136695,81.69,56.24,26.89,0.167344,90.75,73.99,54.82,0.143328,46.75,28.56,5.86,0.123516,86.26,70.85,40.5,0.143815
blur_level 1,94.31,83.03,57.97,0.158831,86.91,70.17,40.53,0.153666,93.66,76.93,30.36,0.078377,93.32,72.23,50.82,0.163304,96.39,89.7,39.81,0.134741,97.03,89.6,49.18,0.157814,98.83,96.69,45.8,0.117037,87.77,76.37,51.88,0.111091,91.88,83.07,45.64,0.135272,88.99,64.18,9.02,0.157434,88.46,73.17,53.43,0.175347,97.9,82.63,55.13,0.135812,79.98,59.32,30.8,0.155796,89.53,66.01,53.03,0.171125,74.95,35.72,10.02,0.157848,90.66,74.59,41.56,0.144233
blur_level 2,93.42,80.34,54.94,0.159496,85.11,64.46,35.46,0.156059,92.38,71.43,24.97,0.080762,92.54,68.34,47.83,0.166767,94.54,84.09,38.51,0.139243,96.47,88.06,46.26,0.158321,97.98,94.01,41.92,0.118628,85.69,71.15,47.59,0.113012,90.49,76.49,36.37,0.138566,88.03,61.21,7.94,0.160858,85.99,64.88,47.6,0.179842,97.05,79.32,45.1,0.139194,75.69,52.21,25.46,0.166185,88.85,62.33,50.69,0.172387,72.45,31.92,8.29,0.076508,89.11,70.02,37.26,0.141722
blur_level 3,92.45,78.02,55.5,0.160783,84.5,63.42,32.32,0.156734,92.87,72.67,20.07,0.080605,94.6,76.19,54.45,0.168054,93.1,81.54,38.95,0.138031,95.51,84.98,41.21,0.159696,97.47,92.11,37.37,0.123966,82.85,64.92,42.59,0.112484,88.49,69.76,28.78,0.145335,88.32,62.35,7.51,0.162453,85.26,63.41,48.54,0.183099,95.48,74.67,28.71,0.141759,74.42,49.4,22.98,0.168925,88.65,59.67,48.62,0.173952,70.05,33.23,7.15,0.119897,88.27,68.42,34.32,0.146385
blur_level 4,91.34,75.14,52.95,0.162706,83.56,61.07,29.53,0.158306,92.55,69.61,17.61,0.087035,94.47,76.83,54.98,0.170286,92.38,81.11,38.31,0.14328,95.22,84.34,38.69,0.161683,97.35,91.08,35.25,0.127971,81.52,63.83,40.67,0.114064,87.64,66.12,27.17,0.14701,88.74,62.31,7.03,0.165447,83.77,60.25,48.02,0.185441,94.44,70.22,24.14,0.1477,72.22,43.77,19.17,0.173165,87.29,57.66,46.71,0.17402,68.77,33.38,7.21,0.125512,87.42,66.45,32.5,0.149575
photometric_level 1,95.11,88.23,70.79,0.152906,92.87,85.16,56.53,0.141373,96.04,85.13,33.47,0.0755,99.53,97.59,74.01,0.147465,97.88,92.94,42.58,0.137896,98.37,93.26,62.18,0.153303,99.33,97.74,48.01,0.103172,92.57,86.45,65.39,0.110729,92.64,90.71,58.34,0.124237,94.19,81.49,14.83,0.153264,95.48,89.39,67.83,0.156766,99.05,90.11,65.87,0.128348,89.49,71.06,47.15,0.141753,95.6,89.62,64.82,0.148146,85.9,69.59,21.5,0.094596,94.94,87.23,52.89,0.131297
photometric_level 2,94.35,86.71,70.57,0.156908,92.75,84.2,56.79,0.142296,94.32,79.92,30.77,0.077077,99.52,97.57,73.9,0.148933,97.66,92.85,42.27,0.132098,98.31,92.65,61.81,0.154684,99.31,97.57,47.12,0.102212,91.87,85.91,64.2,0.112786,91.8,89.49,56.06,0.127923,90.95,73.72,14.2,0.154759,94.9,88.58,67.28,0.158203,99.02,89.54,65.67,0.129724,89.01,70.21,46.4,0.146367,95.1,88.25,63.51,0.146396,83.59,64.87,21.45,0.131952,94.16,85.47,52.13,0.134821
photometric_level 3,93.29,84.1,69.89,0.160402,92.28,83.11,56.42,0.144546,90.26,66.68,24.31,0.084507,99.5,97.36,73.97,0.149952,97.34,92.39,41.75,0.132499,98.18,91.37,60.14,0.154571,99.23,97.4,45.0,0.098369,90.45,84.0,61.04,0.115642,90.28,86.71,52.53,0.132972,84.84,58.83,13.64,0.161806,94.09,87.52,66.04,0.160281,98.91,88.16,65.37,0.130273,87.83,67.78,43.92,0.152146,93.45,84.13,60.77,0.142461,78.79,57.86,20.51,0.132484,92.58,81.83,50.35,0.136861
photometric_level 4,91.09,78.23,64.95,0.166591,88.04,73.16,50.52,0.152955,82.74,45.47,10.65,0.097642,99.27,96.53,73.6,0.152173,96.87,90.88,40.69,0.134385,97.88,89.34,59.12,0.155661,97.65,93.52,39.36,0.110717,86.66,77.71,50.86,0.119543,85.66,78.89,33.75,0.139961,83.52,58.35,13.08,0.165558,89.96,81.16,59.53,0.168805,98.41,83.27,62.1,0.129273,83.53,60.5,36.54,0.163642,88.2,72.46,56.72,0.142463,67.33,34.13,16.41,0.14709,89.12,74.24,44.53,0.143097
geometric_level 1,94.88,86.23,59.65,0.146827,91.31,81.52,49.45,0.142761,95.97,86.99,35.67,0.07702,99.05,95.09,69.35,0.153489,97.36,92.54,43.06,0.143987,98.43,93.17,64.43,0.154206,99.12,96.5,47.04,0.116365,90.57,83.66,60.54,0.109609,94.65,91.98,56.7,0.123217,89.63,67.51,3.71,0.137383,93.84,84.83,57.5,0.163213,98.79,86.38,65.19,0.129119,83.81,63.96,35.19,0.141635,96.04,89.01,65.68,0.154421,82.94,59.84,15.49,0.102689,93.76,83.95,48.58,0.133063
geometric_level 2,93.35,83.46,55.2,0.146992,90.15,79.42,46.46,0.143458,94.83,82.43,34.26,0.079889,98.4,92.37,53.92,0.155494,97.07,92.18,39.82,0.150531,98.27,91.57,64.25,0.154221,98.54,94.89,34.37,0.120524,90.32,83.25,60.04,0.109871,92.89,89.91,51.46,0.125056,89.53,66.54,3.48,0.136876,92.14,80.27,51.95,0.160339,98.45,81.6,65.04,0.133392,78.61,58.31,27.14,0.142361,95.6,87.44,64.04,0.155843,79.94,55.49,14.05,0.102497,92.54,81.28,44.37,0.13449
geometric_level 3,93.01,81.84,53.39,0.148569,88.92,77.01,44.33,0.146096,94.73,84.73,33.49,0.082755,97.44,89.12,43.95,0.155856,96.18,89.9,38.43,0.150251,98.06,91.12,62.85,0.15412,98.09,93.27,28.61,0.115254,90.14,83.64,59.98,0.111089,93.07,89.06,50.77,0.126339,89.38,62.82,3.36,0.13801,91.14,76.19,50.05,0.161421,98.37,79.28,62.15,0.133483,78.13,55.34,25.85,0.143851,94.53,85.6,60.44,0.157517,78.3,50.71,12.19,0.094031,91.97,79.31,41.99,0.134576
geometric_level 4,92.71,81.8,53.93,0.152342,89.15,77.57,45.78,0.147047,95.59,80.9,33.15,0.083094,96.72,86.31,37.81,0.155735,95.7,88.75,38.99,0.154885,97.96,92.09,62.21,0.152988,97.57,91.27,25.43,0.120602,90.41,81.46,60.67,0.112104,92.67,88.81,50.47,0.129543,88.95,60.53,3.35,0.139556,90.21,75.71,48.24,0.158901,98.42,84.35,61.39,0.131235,79.32,53.77,26.37,0.144309,94.63,84.8,59.6,0.161039,78.14,49.7,12.15,0.098024,91.88,78.52,41.3,0.136094
