transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
impulse_noise_level 2,77.23,77.08,73.81,0.063808,71.97,84.2,79.45,0.089908,92.99,96.63,91.18,0.073563,98.86,99.49,96.97,0.085827,93.18,97.22,90.32,0.025671,78.97,81.95,75.32,0.098821,74.01,78.43,71.87,0.173585,91.92,91.68,85.33,0.121249,75.76,78.22,72.46,0.028805,68.32,75.26,69.05,0.062344,97.25,97.07,92.96,0.075189,96.21,98.42,93.55,0.14521,84.72,87.97,82.69,0.086998
impulse_noise_level 3,48.76,54.37,68.09,0.066849,70.15,82.56,78.05,0.088906,92.23,95.88,91.67,0.074749,96.59,98.48,92.54,0.08807,90.34,95.34,88.52,0.025466,85.67,86.85,80.0,0.104733,69.61,70.7,72.09,0.172957,90.36,90.11,85.71,0.129149,80.35,79.69,78.05,0.029273,68.04,74.9,68.97,0.064969,96.79,96.71,94.12,0.079413,94.51,97.69,92.31,0.145543,81.95,85.27,82.51,0.089173
impulse_noise_level 4,41.97,47.88,67.37,0.074092,67.88,80.31,80.49,0.092024,92.99,96.13,94.29,0.079072,87.12,94.59,87.5,0.096859,88.07,93.1,91.43,0.02553,84.76,87.99,77.78,0.11761,63.09,64.85,67.39,0.180366,87.79,86.03,86.11,0.135563,68.04,69.17,70.42,0.034073,63.54,65.61,68.13,0.070899,95.04,95.21,88.24,0.085288,75.95,89.4,80.6,0.154167,76.35,80.86,79.98,0.095462
defocus_blur_level 1,95.07,95.66,87.18,0.050916,64.12,79.91,79.07,0.083563,99.48,99.74,98.55,0.061916,97.4,99.02,96.97,0.075026,94.64,97.37,92.96,0.02583,85.12,85.67,80.0,0.086691,74.83,78.12,75.32,0.166969,95.5,93.91,92.96,0.125338,77.77,79.88,72.97,0.025748,75.26,81.64,71.87,0.058435,94.46,94.24,90.91,0.069544,99.83,99.92,98.55,0.130141,87.79,90.42,86.44,0.08001
defocus_blur_level 2,94.72,95.49,87.1,0.055388,60.88,77.93,78.16,0.083333,99.65,99.83,98.55,0.06236,96.71,98.76,96.97,0.076756,95.16,97.53,94.29,0.026491,86.16,86.83,81.08,0.085157,73.96,77.06,75.32,0.167123,95.24,93.8,91.18,0.12618,78.11,80.56,73.56,0.025027,74.57,80.95,70.73,0.057083,93.69,92.62,91.67,0.069189,99.83,99.92,98.55,0.129005,87.39,90.11,86.43,0.080258
defocus_blur_level 3,87.37,89.67,80.0,0.058606,56.32,76.99,77.27,0.086538,99.13,99.59,97.06,0.064822,95.5,98.23,94.12,0.077774,91.52,95.68,90.67,0.02793,89.88,90.67,84.93,0.08802,68.94,71.79,72.29,0.167587,94.03,92.8,88.31,0.122167,70.93,74.53,70.59,0.027347,70.93,77.28,67.8,0.065079,94.64,92.88,94.12,0.076057,100.0,100.0,100.0,0.136032,84.93,88.34,84.76,0.083163
defocus_blur_level 4,79.58,83.07,74.19,0.060234,57.65,78.42,77.27,0.090053,98.62,99.37,95.65,0.066438,91.18,96.3,88.52,0.085956,88.75,94.57,88.31,0.028972,88.84,89.38,83.54,0.087955,64.71,64.88,71.26,0.168405,93.34,91.84,88.57,0.133189,75.43,74.8,77.11,0.027056,74.39,80.11,71.64,0.076598,91.18,89.58,86.49,0.072494,99.83,99.92,98.55,0.138696,83.62,86.85,83.42,0.086337
motion_blur_level 1,95.78,96.9,92.06,0.054663,78.64,86.29,83.33,0.085252,97.15,98.54,94.29,0.060805,97.15,98.8,95.24,0.077167,88.41,93.94,88.24,0.025377,84.3,87.05,77.78,0.084642,76.31,80.33,74.16,0.161513,92.01,91.97,84.93,0.124726,73.65,79.12,71.05,0.025022,84.22,86.15,77.61,0.057572,98.13,97.96,94.29,0.066036,97.15,98.67,94.12,0.134965,88.58,91.31,85.59,0.079812
motion_blur_level 2,95.04,96.67,93.55,0.054942,70.45,81.91,81.01,0.085521,94.3,97.14,91.43,0.062524,95.9,98.21,93.55,0.078652,87.7,93.91,87.67,0.025003,86.04,88.43,80.0,0.086579,79.61,83.38,77.65,0.163242,91.74,92.3,84.93,0.124561,74.1,77.22,71.79,0.025106,81.37,82.39,77.61,0.058402,99.02,98.91,97.06,0.067373,96.08,98.29,94.12,0.136982,87.61,90.73,85.86,0.080741
motion_blur_level 3,95.87,97.18,95.24,0.05535,65.61,78.86,81.48,0.086093,91.09,95.66,90.41,0.063892,92.51,96.88,92.31,0.078367,78.43,89.3,81.97,0.027494,86.23,88.52,77.61,0.090106,72.82,77.81,71.05,0.168291,91.18,91.89,84.06,0.127742,69.33,72.59,68.49,0.027634,85.83,85.65,81.69,0.062896,98.66,98.65,95.52,0.069814,96.08,98.34,94.12,0.139932,85.3,89.28,84.5,0.083134
motion_blur_level 4,94.95,95.84,89.55,0.056616,65.61,78.99,79.01,0.089,86.81,94.15,84.51,0.071627,93.76,96.99,90.91,0.081642,72.73,84.88,80.49,0.025775,86.04,87.03,81.16,0.090818,80.72,82.76,76.06,0.172459,88.15,88.38,83.12,0.130981,63.45,68.67,69.66,0.029697,68.09,70.69,69.23,0.070883,96.79,97.08,93.94,0.074868,96.08,98.33,95.24,0.148178,82.76,86.98,82.74,0.086879
zoom_blur_level 1,61.52,64.17,68.13,0.078559,49.09,61.26,76.74,0.102612,77.84,89.39,84.06,0.098255,82.95,92.84,85.25,0.123432,73.11,86.01,82.86,0.036395,82.09,83.93,77.92,0.09659,61.71,60.99,68.13,0.180944,65.38,70.29,69.47,0.149292,57.3,62.05,68.82,0.088644,73.83,76.72,71.43,0.133948,70.71,71.89,74.67,0.137452,96.97,98.73,95.24,0.163234,71.04,76.52,76.89,0.11578
zoom_blur_level 2,56.66,55.71,67.47,0.088181,42.42,57.79,76.74,0.110228,72.92,86.99,81.16,0.107314,86.55,93.87,86.49,0.124355,68.75,84.54,82.5,0.044299,77.04,78.02,74.67,0.103387,69.05,64.85,76.54,0.190088,73.83,73.84,72.97,0.164358,52.98,56.53,67.35,0.110039,75.94,78.62,73.33,0.156195,66.76,69.92,71.91,0.160037,95.83,98.06,92.96,0.160793,69.89,74.9,77.01,0.126606
zoom_blur_level 3,44.54,44.78,67.35,0.085425,39.7,55.42,76.74,0.120569,75.57,87.58,81.69,0.114019,82.39,92.48,82.35,0.134516,72.73,85.33,85.71,0.051764,70.52,71.85,71.74,0.105967,64.19,58.85,71.91,0.19224,70.25,76.53,70.42,0.170687,43.8,47.59,67.35,0.121291,55.19,56.74,68.97,0.16147,31.4,41.84,66.67,0.167428,94.32,97.49,91.43,0.164542,62.05,68.04,75.19,0.132493
zoom_blur_level 4,42.7,43.49,66.67,0.088167,39.39,54.9,76.74,0.130761,66.29,83.36,81.48,0.115399,83.14,93.1,87.1,0.14041,72.16,85.42,84.93,0.054443,69.24,70.69,69.57,0.111847,65.2,65.31,70.21,0.192788,59.87,67.87,66.67,0.169245,48.76,47.98,68.04,0.137956,33.06,40.27,68.75,0.163965,31.22,41.53,66.67,0.171021,92.61,96.63,90.41,0.165339,58.64,65.88,74.77,0.136778
brightness_level 1,90.76,91.8,83.33,0.053294,77.53,85.66,81.82,0.086319,91.44,95.94,88.29,0.067856,92.88,97.14,93.75,0.083745,91.68,96.29,90.0,0.02521,86.28,88.63,81.25,0.089822,70.76,76.12,68.57,0.161298,91.8,92.05,85.71,0.128751,80.2,83.23,78.1,0.027656,86.43,89.34,79.17,0.060191,97.14,96.78,92.31,0.071029,95.92,97.69,94.85,0.144201,87.74,90.89,84.76,0.083281
brightness_level 2,88.28,89.79,81.42,0.052805,76.0,85.57,80.99,0.085692,71.76,86.66,80.99,0.072612,84.96,92.54,85.19,0.091847,90.56,95.71,88.66,0.025969,86.24,88.76,80.41,0.092318,71.76,76.48,71.07,0.168086,91.04,91.25,85.42,0.128886,76.68,80.37,74.75,0.030554,85.29,87.96,78.35,0.06201,96.0,95.41,90.2,0.077474,93.28,95.36,93.2,0.154671,84.32,88.82,82.55,0.08691
brightness_level 3,83.56,84.29,79.66,0.054215,77.0,85.55,80.77,0.088168,59.76,78.3,80.0,0.076991,78.4,89.01,82.35,0.103299,87.12,93.81,85.98,0.025477,85.2,87.65,80.0,0.09228,70.2,73.94,72.73,0.168652,91.48,91.54,86.02,0.130797,73.48,79.45,70.83,0.033149,82.59,84.92,75.0,0.063463,88.39,88.04,83.33,0.086772,91.52,94.95,91.26,0.16185,80.73,85.95,80.66,0.090426
brightness_level 4,79.4,80.11,76.52,0.056733,59.53,72.23,78.12,0.093411,49.68,71.57,80.0,0.0811,74.08,87.18,82.46,0.103839,83.44,91.71,85.44,0.027012,85.32,87.72,80.73,0.094249,66.64,70.36,71.07,0.169579,88.68,89.31,81.72,0.132589,72.4,77.86,70.71,0.03636,81.92,84.32,75.0,0.064539,80.0,78.35,76.19,0.090993,88.48,94.04,88.07,0.167772,75.8,82.06,78.84,0.093181
contrast_level 1,87.56,90.96,82.22,0.06198,80.33,89.56,80.41,0.089453,94.0,97.13,92.31,0.065298,90.64,95.29,88.66,0.089306,83.12,92.18,83.64,0.027273,79.24,81.12,75.73,0.080083,77.32,80.09,73.21,0.166897,95.44,95.75,88.89,0.127573,72.44,76.09,72.38,0.031369,76.76,75.25,76.52,0.072999,98.32,98.22,95.24,0.07242,99.2,99.63,97.96,0.143679,86.2,89.27,83.93,0.085694
contrast_level 2,83.68,87.55,77.67,0.067376,79.8,89.07,81.36,0.089738,93.36,96.84,90.57,0.068451,82.56,91.45,84.11,0.091213,74.8,88.12,80.0,0.026819,75.12,79.03,75.93,0.078947,77.04,79.04,75.0,0.168604,95.24,95.54,88.07,0.12932,79.08,82.25,73.5,0.033544,78.12,76.56,74.78,0.079804,97.44,96.72,95.24,0.075567,99.04,99.56,96.97,0.14417,84.61,88.48,82.77,0.087796
contrast_level 3,80.0,81.77,73.85,0.073767,78.47,88.47,81.08,0.094599,84.0,91.74,85.98,0.074081,75.6,88.41,81.63,0.099882,56.0,77.23,80.0,0.031212,71.56,77.29,69.9,0.081078,67.16,70.51,69.23,0.169744,94.36,95.02,86.49,0.131597,87.56,89.79,80.0,0.041309,77.12,76.18,73.27,0.091628,95.72,95.16,90.74,0.079329,97.12,98.77,96.0,0.146253,80.39,85.86,80.68,0.092873
contrast_level 4,69.8,74.32,70.15,0.082395,71.53,84.45,77.52,0.104116,50.48,73.41,80.0,0.084422,68.0,85.43,80.0,0.10605,41.28,64.5,80.0,0.042965,62.24,67.42,68.03,0.084511,56.56,55.95,67.11,0.176181,93.16,93.26,87.62,0.140989,91.64,93.55,83.72,0.052179,79.28,78.95,75.79,0.106295,87.28,88.34,82.35,0.091017,86.64,94.29,83.93,0.14964,71.49,79.49,78.02,0.10173
rotation_level 1,82.87,88.56,81.25,0.059051,57.21,70.38,78.16,0.090033,83.04,91.78,84.37,0.070612,90.31,95.78,90.14,0.080393,86.85,94.13,87.32,0.028042,76.47,76.42,75.56,0.096159,49.13,47.44,70.1,0.180743,79.5,82.43,74.19,0.141921,69.46,71.96,71.58,0.027082,68.86,71.17,70.59,0.064458,95.24,95.69,87.18,0.072817,96.37,98.33,92.75,0.149269,77.94,82.01,80.27,0.088382
rotation_level 2,84.08,87.49,80.6,0.059892,50.29,67.02,77.27,0.090131,79.41,88.76,85.71,0.071587,91.52,96.43,89.23,0.085818,84.26,91.26,88.0,0.027699,65.22,71.8,68.04,0.096179,48.36,58.31,68.0,0.186099,76.12,80.0,72.09,0.13969,69.81,73.52,70.45,0.0301,43.08,51.39,67.33,0.062382,89.71,90.91,82.86,0.074042,90.48,96.25,89.55,0.153555,72.7,79.43,78.26,0.089765
rotation_level 3,78.63,77.66,77.92,0.059934,55.88,72.41,77.27,0.09069,73.01,81.67,84.62,0.070798,92.91,96.87,91.18,0.086847,84.78,92.35,85.71,0.028533,63.41,61.9,67.65,0.102865,51.73,49.14,68.97,0.208456,89.88,88.95,86.49,0.144026,58.13,65.48,67.33,0.027726,48.7,52.2,66.67,0.062168,91.96,93.57,86.96,0.073723,92.39,96.67,89.55,0.155706,73.45,77.41,79.19,0.092623
rotation_level 4,80.88,84.87,76.71,0.060408,53.97,70.95,78.16,0.094638,78.03,86.82,85.71,0.072525,88.24,93.25,90.14,0.086434,81.31,90.42,87.18,0.027713,65.4,65.94,70.21,0.099893,60.29,58.0,66.67,0.174379,78.98,79.92,80.52,0.144111,60.21,66.83,66.67,0.026745,57.44,66.36,66.67,0.062422,89.62,89.8,86.15,0.074453,91.35,96.0,90.91,0.158083,73.81,79.1,78.81,0.09015
zooming_level 1,93.94,95.6,90.32,0.055316,75.15,86.94,79.37,0.088036,95.72,97.95,93.94,0.06198,96.79,98.69,96.87,0.075431,92.16,96.39,90.91,0.026311,84.85,86.26,78.79,0.088866,69.97,75.34,69.88,0.166078,94.86,95.57,87.88,0.127892,76.86,78.41,72.5,0.025505,86.1,87.69,82.86,0.058036,97.68,96.59,95.65,0.069794,100.0,100.0,100.0,0.140855,88.67,91.29,86.58,0.082008
zooming_level 2,91.37,93.72,86.67,0.056841,67.88,82.18,77.65,0.085112,98.4,99.22,95.38,0.062715,99.47,99.75,98.46,0.076427,90.73,95.28,88.52,0.027839,78.51,81.52,74.16,0.08407,77.13,80.86,73.24,0.169705,96.42,96.93,90.0,0.133528,75.76,80.01,72.73,0.026114,83.78,87.28,77.61,0.06004,96.97,96.13,93.94,0.073537,99.47,99.74,97.06,0.138276,87.99,91.05,85.45,0.08285
zooming_level 3,92.01,93.73,86.96,0.057549,71.36,83.91,79.52,0.086145,97.15,98.54,95.65,0.061913,97.33,98.76,93.75,0.077879,89.3,94.78,88.89,0.027712,89.16,89.23,84.93,0.092013,75.11,75.89,78.12,0.173526,94.95,95.31,89.23,0.134727,75.76,72.76,77.11,0.026414,82.53,87.21,77.97,0.061683,96.61,96.04,91.18,0.072842,99.64,99.83,98.46,0.146361,88.41,90.5,86.81,0.084897
zooming_level 4,91.37,93.44,85.25,0.061265,70.91,82.8,79.52,0.087761,96.43,98.45,93.94,0.062943,95.19,98.12,95.24,0.081284,92.16,96.61,89.23,0.028229,89.72,90.92,84.06,0.094169,76.49,77.9,74.67,0.172005,96.6,97.07,92.31,0.136789,74.84,72.56,75.29,0.026394,81.28,85.17,78.12,0.062313,95.01,93.65,92.06,0.077512,99.47,99.72,98.51,0.145663,88.29,90.53,86.52,0.086361
shifting_level 1,91.64,93.26,84.06,0.056842,62.12,76.58,79.01,0.091146,89.39,95.41,86.84,0.064831,95.64,98.05,93.75,0.080021,84.66,93.33,84.06,0.026266,76.4,79.44,74.16,0.086696,76.31,73.56,80.0,0.175869,83.93,83.93,80.52,0.132339,77.5,78.73,75.32,0.026767,73.65,76.88,71.87,0.063913,98.26,98.0,95.65,0.071257,98.3,99.24,95.38,0.139324,83.98,87.2,83.38,0.084606
shifting_level 2,90.27,92.44,85.29,0.056811,63.18,76.96,76.74,0.091936,90.15,95.09,90.14,0.067428,93.75,97.3,90.0,0.083114,84.66,93.78,88.89,0.027264,72.91,75.64,72.97,0.090793,52.07,53.18,69.47,0.175144,82.83,84.1,78.05,0.134728,77.32,80.96,74.29,0.028319,71.9,75.91,69.7,0.065773,96.88,96.95,92.75,0.072109,93.75,97.34,94.12,0.139607,80.81,84.97,81.87,0.086086
shifting_level 3,82.46,84.1,77.92,0.056884,56.97,73.02,78.05,0.094362,88.07,94.7,87.5,0.069674,89.02,95.55,88.52,0.084047,86.93,94.35,86.96,0.028113,71.72,74.48,70.27,0.092316,59.78,59.98,68.82,0.181507,85.95,86.59,81.69,0.138947,77.23,80.77,73.53,0.028566,77.13,80.05,77.11,0.064488,95.96,96.06,92.54,0.07259,94.13,97.29,91.43,0.141824,80.45,84.74,81.19,0.087776
shifting_level 4,89.26,91.38,81.36,0.059736,49.09,65.03,77.11,0.094001,84.85,93.51,84.37,0.07152,94.13,97.71,93.75,0.085797,78.6,89.98,84.62,0.02663,64.65,67.85,70.21,0.089496,52.07,60.16,67.35,0.17662,91.0,89.32,85.71,0.139137,73.55,72.79,71.91,0.026668,69.79,71.16,72.94,0.064898,98.07,97.79,95.38,0.072558,90.72,95.65,91.43,0.144876,77.98,82.69,81.34,0.087661
