transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,93.0,93.64,86.73,0.067748,78.4,87.83,79.45,0.097899,94.28,97.24,91.63,0.077491,98.08,99.15,95.83,0.168256,90.84,95.65,88.99,0.035897,84.4,85.6,77.06,0.01924,81.88,84.99,76.71,0.178588,90.44,90.8,84.82,0.119462,71.64,73.81,69.44,0.020313,82.61,84.54,76.28,0.0752,91.68,90.25,85.59,0.093957,98.44,99.35,96.94,0.174329,87.97,90.24,84.12,0.094032
noise_level 1,89.16,89.99,81.31,0.074017,77.43,87.84,78.79,0.101903,89.78,95.01,87.13,0.081811,94.64,97.76,92.15,0.179338,92.34,96.52,89.0,0.036484,76.6,76.44,73.68,0.02509,80.6,83.91,74.07,0.179756,89.86,89.91,84.21,0.118485,70.37,72.81,68.73,0.02091,79.14,81.15,74.24,0.076487,90.18,88.61,85.59,0.096511,98.48,99.33,95.96,0.174352,85.71,88.27,82.07,0.097095
noise_level 2,74.39,75.29,72.41,0.079499,75.22,86.85,77.95,0.09911,89.66,94.98,87.18,0.086288,93.34,97.1,90.0,0.183979,93.7,97.08,89.13,0.037792,78.15,77.73,75.45,0.028627,76.79,81.26,70.64,0.17973,89.49,89.13,84.21,0.119028,66.89,70.48,68.66,0.022639,76.46,80.18,71.77,0.08066,90.68,89.29,85.05,0.099146,97.1,98.84,96.91,0.179089,83.49,86.52,80.78,0.099632
noise_level 3,59.68,63.22,68.36,0.082018,75.5,86.68,77.34,0.100224,88.46,94.51,87.2,0.087685,90.5,95.66,88.24,0.187835,88.92,94.57,86.54,0.03694,75.31,76.89,73.21,0.031997,74.45,78.72,71.32,0.180565,88.3,87.35,82.05,0.122002,68.38,71.45,67.86,0.023641,78.9,80.94,73.68,0.083192,90.1,89.43,84.44,0.100696,96.36,98.37,93.47,0.17954,81.24,84.82,79.48,0.101361
noise_level 4,49.39,53.96,66.89,0.08509,68.05,77.86,77.82,0.103017,88.32,94.4,87.25,0.09326,83.48,91.22,85.09,0.190509,72.8,85.2,82.55,0.037842,68.04,71.87,70.0,0.035328,67.64,67.02,69.37,0.187332,82.3,80.09,79.65,0.130569,66.29,70.19,68.31,0.028248,78.58,78.64,74.65,0.092337,85.99,85.81,80.37,0.105932,83.28,91.51,86.14,0.186068,74.51,78.98,77.34,0.106294
blur_level 1,70.26,62.43,80.0,0.068253,62.73,68.44,77.63,0.098326,74.62,82.51,88.57,0.079427,91.7,95.99,89.52,0.169051,75.5,83.84,85.96,0.036005,68.52,67.35,73.48,0.017907,73.45,74.79,71.6,0.177195,68.81,62.08,77.78,0.11763,60.19,57.34,68.77,0.021556,66.25,62.26,71.76,0.07365,71.17,66.17,78.84,0.094552,95.18,97.71,93.72,0.177367,73.2,73.41,79.8,0.094243
blur_level 2,68.64,58.56,78.45,0.068498,61.1,66.05,77.55,0.096956,74.1,81.59,88.89,0.079425,88.24,94.19,88.15,0.165268,72.26,81.12,86.38,0.038315,67.67,65.48,72.96,0.019407,70.54,69.32,70.97,0.178205,69.37,65.49,77.78,0.118593,58.39,54.88,69.2,0.020504,65.85,62.01,71.37,0.076504,70.32,66.25,76.99,0.095646,92.14,96.12,90.23,0.175921,71.55,71.76,79.08,0.094437
blur_level 3,65.06,54.89,75.44,0.071952,61.1,65.21,77.6,0.098788,73.72,82.02,87.11,0.080248,84.06,91.33,87.5,0.169027,69.42,80.21,83.11,0.039689,68.29,64.19,75.72,0.020513,66.73,61.59,70.77,0.178874,69.19,66.21,77.47,0.119694,54.51,52.16,67.12,0.022526,64.5,58.34,72.58,0.081073,65.89,58.6,75.61,0.097648,90.08,95.02,90.32,0.17239,69.38,69.15,78.36,0.096035
blur_level 4,62.26,53.28,73.19,0.074336,59.0,65.3,76.92,0.098388,71.94,80.36,86.49,0.086788,82.04,90.23,86.49,0.163481,67.54,79.7,81.65,0.041664,64.67,61.43,71.2,0.02234,65.32,60.84,70.2,0.182846,68.56,64.43,76.92,0.127177,53.51,51.74,66.9,0.024487,59.6,52.82,70.23,0.089721,65.5,55.36,77.17,0.098552,88.96,94.28,88.89,0.173971,67.41,67.48,77.19,0.098646
photometric_level 1,75.28,78.91,74.02,0.067575,74.55,85.71,78.66,0.098272,88.16,94.11,86.54,0.082686,96.0,98.38,94.36,0.170466,86.68,93.76,85.32,0.036994,68.81,72.58,70.33,0.016692,78.15,81.27,72.48,0.178578,89.55,89.74,84.58,0.119422,70.41,72.92,70.83,0.023914,65.32,64.72,71.64,0.075763,89.56,88.48,84.82,0.097936,96.2,98.16,94.12,0.175131,81.56,84.9,80.64,0.095286
photometric_level 2,67.35,71.28,72.09,0.067139,71.45,83.75,77.64,0.098785,76.54,86.63,84.3,0.085031,90.36,95.08,88.48,0.170338,80.2,90.42,82.91,0.037458,62.4,69.14,67.58,0.01656,75.3,78.4,72.16,0.177174,88.64,88.87,83.41,0.122217,69.93,74.77,68.18,0.024887,65.04,65.84,71.85,0.077757,89.01,87.37,83.05,0.101076,89.66,94.39,88.56,0.186278,77.16,82.16,78.35,0.097058
photometric_level 3,64.24,67.98,70.82,0.069448,66.4,79.82,78.05,0.098581,69.02,81.09,83.33,0.090261,81.5,88.85,87.56,0.180508,68.88,83.24,82.4,0.038619,60.84,67.47,67.37,0.01808,73.05,75.33,74.6,0.17948,87.77,88.06,82.88,0.12405,67.45,75.12,66.89,0.023804,64.43,65.14,71.27,0.079647,84.82,82.57,77.95,0.110697,80.38,88.28,87.0,0.182262,72.4,78.58,77.51,0.09962
photometric_level 4,61.57,65.02,67.9,0.071586,59.15,74.76,78.71,0.106883,56.26,74.13,80.0,0.095722,71.24,81.02,83.72,0.187723,56.54,70.43,82.55,0.04006,63.62,69.68,68.18,0.022971,66.76,69.8,69.5,0.1808,82.86,83.33,76.92,0.128459,66.46,75.65,66.9,0.027171,64.3,66.48,71.11,0.082677,75.68,74.41,73.91,0.11585,69.54,80.33,85.96,0.178865,66.17,73.75,75.45,0.103231
geometric_level 1,82.97,85.11,78.15,0.069457,66.18,77.12,78.4,0.097398,83.48,92.34,83.54,0.077195,91.02,95.88,88.66,0.184148,82.7,91.36,83.64,0.03759,80.34,79.01,77.39,0.019318,67.58,59.86,70.94,0.178488,88.02,86.2,83.72,0.126119,67.64,66.65,69.41,0.023285,69.21,67.52,70.89,0.080147,90.4,88.71,83.87,0.09828,98.26,99.19,96.04,0.175763,80.65,82.41,80.39,0.097266
geometric_level 2,84.37,87.01,76.92,0.071201,62.23,74.63,79.03,0.098145,81.6,90.67,84.03,0.07804,89.96,95.32,88.89,0.180698,80.44,89.19,83.87,0.038053,72.58,70.64,72.66,0.018455,61.41,57.86,70.41,0.182394,87.41,86.66,81.39,0.126513,68.59,67.16,70.64,0.023411,59.4,54.46,69.53,0.080035,89.34,88.61,82.24,0.0993,93.72,97.02,91.24,0.170358,77.59,79.94,79.24,0.097217
geometric_level 3,81.1,82.96,75.12,0.073134,63.63,76.5,78.71,0.099132,76.98,85.53,83.62,0.080612,85.92,93.13,85.59,0.170853,83.22,91.35,85.02,0.039766,76.51,77.52,71.94,0.018571,62.51,56.72,70.29,0.180891,88.86,87.98,83.19,0.128574,61.8,60.49,70.76,0.022566,59.76,55.92,71.43,0.080032,87.29,87.56,79.4,0.100252,96.74,98.42,92.89,0.178281,77.03,79.51,79.0,0.097722
geometric_level 4,84.5,87.07,76.19,0.074408,58.92,71.96,79.03,0.100149,78.48,87.45,83.26,0.080314,83.9,91.66,85.22,0.172863,81.76,90.63,83.84,0.040328,70.28,68.62,71.32,0.018243,59.65,55.93,70.18,0.17984,87.31,85.46,82.25,0.129136,61.75,61.36,68.36,0.022575,59.45,59.36,68.66,0.080606,82.95,82.33,76.58,0.099781,94.18,97.25,91.24,0.176979,75.26,78.26,78.01,0.097935
