transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,97.12,93.16,73.66,0.145586,93.28,81.88,49.37,0.129348,96.33,85.25,40.24,0.111627,99.53,97.76,72.54,0.150397,98.26,95.08,43.67,0.142098,98.21,93.4,58.76,0.168958,99.31,98.65,59.7,0.194343,93.96,88.04,70.77,0.099853,93.8,91.46,60.04,0.131909,94.0,78.88,18.06,0.076329,96.2,90.98,68.53,0.164491,98.69,90.11,60.96,0.112216,86.57,65.92,42.18,0.154534,95.33,91.41,64.71,0.172258,94.89,86.52,37.9,0.085506,95.7,88.57,54.74,0.135964
gaussian_noise_level 1,93.74,75.95,63.6,0.171028,93.03,79.43,48.85,0.131355,94.1,71.39,30.11,0.116054,99.61,97.45,74.37,0.152119,98.39,94.22,42.88,0.143463,97.98,95.39,59.62,0.17102,99.46,98.41,50.71,0.195213,90.24,81.37,58.12,0.102681,89.78,83.84,55.23,0.140271,94.39,79.85,24.15,0.082079,96.35,90.85,70.18,0.168905,98.9,93.85,50.74,0.118215,82.32,65.58,33.61,0.156169,93.77,88.04,59.32,0.164876,82.46,59.33,22.14,0.130734,93.63,83.66,49.58,0.142945
gaussian_noise_level 2,91.95,70.13,54.31,0.178953,92.79,78.12,50.23,0.132526,93.93,70.28,24.64,0.122502,99.53,97.56,73.01,0.152787,98.46,94.68,44.54,0.145405,97.9,95.0,60.29,0.171798,99.44,98.21,48.77,0.198509,88.31,75.59,51.62,0.103186,87.69,79.27,49.77,0.148099,93.26,77.25,25.51,0.083668,96.13,89.75,70.23,0.170938,98.62,92.74,50.68,0.118865,80.93,63.52,32.2,0.16188,93.5,83.17,57.7,0.166554,78.46,53.25,15.0,0.138081,92.73,81.23,47.23,0.14625
gaussian_noise_level 3,90.63,65.03,49.57,0.184108,92.85,79.21,50.18,0.132966,93.86,69.0,23.11,0.127198,99.43,97.18,73.21,0.155488,97.95,92.46,41.16,0.144441,97.71,94.24,59.68,0.173328,99.42,97.88,49.53,0.201086,86.13,65.96,45.37,0.105905,86.05,72.01,41.25,0.156779,92.9,77.33,23.99,0.088733,95.03,87.75,69.32,0.174402,98.01,90.27,49.36,0.119577,80.38,60.94,28.5,0.169628,91.75,77.68,56.82,0.166493,71.03,44.12,10.86,0.147662,91.54,78.07,44.79,0.149853
gaussian_noise_level 4,88.74,60.38,44.55,0.189844,92.83,80.85,50.73,0.134209,94.37,70.37,30.04,0.136614,99.53,95.92,72.37,0.15891,95.41,84.66,41.64,0.15105,97.06,92.98,52.32,0.177349,99.4,97.69,49.92,0.207029,82.3,55.7,37.57,0.106059,83.8,65.32,32.39,0.163873,90.82,72.13,21.88,0.090738,94.23,84.92,66.85,0.17562,96.98,85.74,49.99,0.120439,78.19,56.82,24.21,0.174176,89.55,71.79,53.74,0.168058,59.45,33.72,6.3,0.096518,89.51,73.93,42.3,0.150032
shot_noise_level 1,90.57,72.91,54.35,0.181224,93.28,79.34,48.05,0.132898,96.14,81.95,35.06,0.125636,99.38,98.23,73.97,0.147837,98.75,97.82,45.69,0.138148,98.24,90.32,62.66,0.170798,98.94,98.84,60.19,0.195869,88.67,84.69,55.7,0.098504,89.11,84.59,39.66,0.146351,94.7,82.79,18.12,0.08129,95.88,90.35,72.35,0.164653,98.87,85.36,71.03,0.111633,85.96,61.71,42.18,0.156654,95.45,90.59,68.95,0.171329,80.4,46.09,10.58,0.059619,93.62,83.04,50.57,0.13883
shot_noise_level 2,88.6,65.82,47.07,0.186842,92.57,78.77,47.35,0.133325,95.34,78.23,32.18,0.12886,99.36,98.12,73.38,0.150056,98.64,97.35,46.4,0.13851,98.15,91.18,61.77,0.171838,98.92,98.8,62.04,0.199888,87.02,82.05,51.44,0.099066,87.87,78.18,33.02,0.15578,94.05,81.86,14.35,0.082793,95.81,89.96,72.33,0.167752,98.8,85.92,70.32,0.110107,85.56,60.78,40.62,0.160589,95.1,84.25,67.91,0.169695,77.6,40.23,9.53,0.061764,92.89,80.77,48.65,0.141124
shot_noise_level 3,86.71,61.33,40.89,0.191327,92.75,80.73,48.46,0.134397,94.64,74.68,31.13,0.134802,99.28,97.93,72.65,0.152338,97.86,95.93,45.06,0.142862,97.86,90.15,61.37,0.174299,98.96,98.61,59.62,0.20062,84.71,75.96,46.41,0.100136,85.94,69.13,27.85,0.162682,92.77,77.88,12.9,0.083619,95.14,89.25,72.45,0.171619,98.49,81.01,67.56,0.109577,84.09,57.84,35.71,0.165903,93.91,80.23,64.86,0.168581,73.66,36.65,8.08,0.066379,91.78,77.82,46.33,0.143943
shot_noise_level 4,83.15,52.21,28.56,0.196857,92.2,79.44,47.28,0.136016,93.69,69.18,25.78,0.138764,99.31,97.97,73.03,0.154209,96.35,93.61,40.8,0.145771,97.34,88.71,54.11,0.179058,98.47,98.25,53.66,0.203244,82.67,69.94,41.97,0.10374,83.22,57.27,16.37,0.171346,80.38,51.81,6.67,0.091992,94.61,87.44,72.49,0.176518,97.38,70.16,56.48,0.11609,83.26,53.52,32.2,0.171808,88.23,62.76,54.09,0.172233,60.55,28.77,6.06,0.090515,88.72,70.74,40.64,0.149877
impulse_noise_level 1,86.5,65.12,37.21,0.177056,96.34,88.29,58.88,0.134114,96.64,87.05,39.28,0.123344,99.36,97.37,70.32,0.152614,97.96,93.08,44.28,0.149575,98.38,90.49,57.04,0.169672,99.37,98.41,60.84,0.19415,87.27,80.15,54.82,0.101928,89.19,89.7,53.11,0.142752,92.99,76.28,19.34,0.086773,95.73,90.37,60.85,0.164953,98.55,90.08,61.61,0.113475,86.62,62.37,43.55,0.1737,95.56,92.12,63.82,0.17696,76.78,45.89,10.52,0.133292,93.15,83.12,49.03,0.146291
