transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,95.46,91.41,26.16,0.120838,94.41,54.13,31.35,0.165402,99.01,90.97,66.42,0.098567,99.17,89.24,62.39,0.153874,95.88,80.93,41.12,0.063742,97.7,91.49,17.33,0.118729,96.6,82.95,12.21,0.161136,96.48,87.01,35.09,0.16298,92.95,66.59,11.59,0.136087,96.04,82.14,32.5,0.151268,95.42,82.24,26.41,0.123955,99.14,93.91,62.44,0.126325,96.52,82.75,35.42,0.131909
noise_level 1,91.77,83.87,21.24,0.121013,94.14,52.78,32.09,0.166061,99.04,90.41,66.56,0.09776,98.89,86.82,62.56,0.156131,95.79,79.08,41.28,0.064021,97.47,90.56,17.69,0.119605,96.26,83.36,12.61,0.162764,96.4,86.42,35.69,0.163814,93.0,66.44,12.0,0.133071,96.0,81.14,32.47,0.15153,95.45,82.38,27.06,0.125118,99.28,93.68,63.74,0.122975,96.12,81.41,35.42,0.131989
noise_level 2,89.23,80.54,16.22,0.124049,93.61,51.54,32.47,0.166777,98.94,89.67,65.47,0.097891,98.73,84.64,62.82,0.157225,95.78,77.96,41.25,0.064877,96.89,89.09,15.93,0.124187,95.76,82.8,11.25,0.164768,95.91,85.6,33.28,0.164365,92.6,65.52,12.27,0.133662,95.57,79.2,31.89,0.152165,95.49,81.54,27.51,0.12744,99.19,93.29,62.73,0.125459,95.64,80.12,34.42,0.133572
noise_level 3,87.23,76.13,14.16,0.125964,92.77,49.15,31.7,0.168463,98.87,89.26,66.77,0.097674,98.57,83.22,60.88,0.157853,95.7,76.44,40.56,0.065829,96.34,87.1,14.89,0.122662,95.03,80.93,9.55,0.165575,95.3,83.56,31.43,0.164968,92.18,65.54,11.61,0.134651,94.82,77.32,31.41,0.153062,95.36,81.6,27.68,0.127643,99.22,93.31,63.57,0.126255,95.12,78.63,33.68,0.134217
noise_level 4,83.88,68.8,5.73,0.135833,90.65,43.13,22.99,0.173204,98.84,87.67,68.88,0.099965,98.19,79.71,57.9,0.156372,94.96,70.59,37.78,0.070312,95.57,86.2,11.54,0.132186,92.47,76.05,5.24,0.174817,93.59,81.14,28.35,0.167345,91.7,63.57,11.35,0.138605,93.35,72.05,28.92,0.155995,95.05,79.99,26.16,0.129598,99.09,92.08,61.32,0.12636,93.94,75.08,30.51,0.138383
blur_level 1,89.11,80.31,12.04,0.129693,86.27,33.0,9.53,0.183158,97.21,83.3,38.4,0.11298,97.88,71.05,60.29,0.156231,94.18,74.26,32.5,0.067946,96.47,88.31,13.66,0.120493,93.06,65.77,3.12,0.169989,86.98,57.44,20.43,0.172395,80.8,36.47,6.22,0.152928,89.79,62.58,10.24,0.168272,89.41,67.14,17.62,0.143445,98.97,92.47,57.01,0.136101,91.68,67.68,23.42,0.142803
blur_level 2,87.97,76.84,7.65,0.136342,81.78,25.34,3.88,0.186803,96.3,79.8,30.59,0.11931,97.48,66.49,59.81,0.15813,92.81,70.67,27.01,0.068947,95.81,86.42,11.85,0.121918,91.42,60.18,2.02,0.173316,83.15,46.3,14.61,0.177634,79.81,34.69,5.78,0.156238,87.33,54.46,7.11,0.175016,86.23,59.43,13.41,0.147084,98.82,91.4,56.16,0.138036,89.91,62.67,19.99,0.146564
blur_level 3,86.36,73.88,4.77,0.143256,80.4,24.23,2.63,0.185682,95.81,77.47,30.22,0.124621,97.07,61.75,57.24,0.15939,91.78,65.13,23.36,0.071276,95.11,84.33,10.75,0.125802,91.12,58.92,2.5,0.176125,82.52,47.84,8.09,0.179682,79.34,34.61,4.4,0.163235,86.53,52.85,5.95,0.180294,84.21,54.13,8.19,0.153161,98.58,89.97,53.4,0.139516,89.07,60.43,17.62,0.15017
blur_level 4,84.72,70.07,3.79,0.143442,76.16,19.7,1.65,0.16288,95.23,76.08,31.84,0.128648,96.76,58.34,52.23,0.15843,90.81,61.78,20.44,0.072016,94.24,82.09,10.34,0.127124,90.88,57.77,3.09,0.178265,80.5,44.16,5.36,0.182302,79.04,35.35,3.83,0.167858,86.33,49.4,4.92,0.184515,83.59,51.12,6.61,0.154705,98.46,89.9,52.84,0.141213,88.06,57.98,16.41,0.150116
photometric_level 1,90.38,84.81,23.45,0.115764,94.86,53.3,33.49,0.16808,99.0,90.28,67.4,0.097682,98.9,86.6,63.41,0.158586,95.96,77.83,42.43,0.061973,96.95,89.21,16.36,0.11569,95.68,79.56,9.04,0.160477,96.36,86.99,35.42,0.164189,92.78,66.46,10.69,0.136309,95.27,80.06,30.12,0.155774,95.27,81.42,26.42,0.127956,99.04,92.71,61.54,0.129004,95.87,80.77,34.98,0.132624
photometric_level 2,87.85,79.45,20.14,0.119755,94.56,51.39,32.65,0.169531,98.85,89.6,65.89,0.0999,98.26,80.23,59.61,0.160374,95.64,75.12,41.23,0.06158,96.6,87.21,14.81,0.113688,94.97,77.42,8.6,0.162345,95.89,86.35,32.7,0.165108,92.52,66.17,10.1,0.137339,94.76,78.19,29.43,0.157482,95.18,80.52,26.99,0.131568,98.13,88.08,56.85,0.134355,95.27,78.31,33.25,0.134419
photometric_level 3,84.24,73.45,16.17,0.122815,93.1,46.68,30.37,0.173476,98.74,89.01,66.21,0.101497,96.75,71.46,45.94,0.163481,94.72,71.5,38.62,0.062268,96.06,84.4,13.29,0.111856,93.79,73.26,9.12,0.163904,95.27,85.48,30.15,0.164625,92.54,67.58,10.02,0.13712,93.61,73.89,28.95,0.159523,94.22,76.37,25.93,0.134615,95.2,77.35,48.04,0.14051,94.02,74.2,30.23,0.136308
photometric_level 4,77.7,65.36,10.07,0.129877,85.37,33.35,19.82,0.186858,98.53,86.61,65.4,0.105119,93.56,57.67,24.53,0.167147,90.77,62.78,34.56,0.064443,93.18,77.51,11.65,0.111742,91.76,67.29,9.03,0.16599,93.07,82.77,25.5,0.167437,91.35,66.01,13.24,0.148587,91.41,66.02,25.71,0.164268,91.09,63.66,21.36,0.140264,89.82,52.75,32.32,0.144932,90.63,65.15,24.43,0.141389
geometric_level 1,94.16,87.1,25.91,0.120405,91.16,47.74,9.74,0.168483,99.0,91.55,65.28,0.099484,99.17,85.28,62.75,0.155701,93.8,74.53,31.39,0.06405,96.74,87.57,6.43,0.141366,94.76,76.89,2.57,0.164487,95.22,84.35,30.44,0.165241,91.58,62.5,9.24,0.136489,92.75,67.96,13.18,0.152386,95.2,83.22,27.16,0.124947,99.12,93.47,63.89,0.127546,95.22,78.51,29.0,0.135049
