transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
impulse_noise_level 3,83.54,65.43,10.76,0.12655,91.22,68.23,29.62,0.168097,98.99,89.24,68.96,0.096895,98.74,84.34,57.45,0.15671,95.7,78.33,41.46,0.065133,97.15,86.47,13.35,0.117029,97.23,81.0,17.76,0.164924,97.61,81.66,51.72,0.164968,92.79,61.44,10.15,0.133919,92.18,74.34,31.76,0.154359,95.04,82.45,30.93,0.127875,99.31,91.62,64.04,0.128025,94.96,78.71,35.66,0.133707
impulse_noise_level 4,77.86,56.37,7.58,0.128025,90.7,62.88,26.26,0.16967,98.75,87.08,68.94,0.09946,98.44,79.49,58.04,0.154378,94.9,74.37,36.9,0.068706,96.28,85.64,10.57,0.125601,95.72,79.57,13.47,0.173937,97.04,80.42,48.6,0.167566,91.84,60.63,10.1,0.136691,89.74,68.54,31.42,0.156063,94.89,81.31,28.82,0.131311,99.19,90.06,60.22,0.127563,93.78,75.53,33.41,0.136581
defocus_blur_level 1,96.46,91.8,33.38,0.117407,93.55,54.6,35.33,0.16631,98.77,91.87,53.02,0.092698,98.93,82.26,61.36,0.148227,95.11,84.57,39.06,0.061491,98.19,92.03,17.72,0.1187,95.28,79.58,11.23,0.16084,96.07,87.88,28.42,0.160952,93.81,66.43,12.02,0.137592,95.62,86.29,26.06,0.148687,95.11,74.8,23.47,0.122896,99.32,96.34,63.27,0.124371,96.35,82.37,33.69,0.130014
defocus_blur_level 2,96.33,91.86,34.22,0.118556,93.32,54.23,36.2,0.165876,98.71,91.34,51.4,0.093765,98.93,82.03,60.04,0.145799,95.24,84.43,39.54,0.061321,98.15,92.01,17.45,0.118546,95.2,79.72,11.47,0.161195,95.95,87.37,27.45,0.161635,93.78,66.43,12.26,0.136544,95.75,86.43,25.28,0.149829,95.14,74.55,24.11,0.122404,99.3,96.05,62.9,0.124587,96.32,82.2,33.53,0.130005
defocus_blur_level 3,95.17,89.24,32.88,0.117972,92.46,52.3,35.19,0.16834,98.47,91.06,45.48,0.093237,98.93,81.12,56.73,0.143228,95.54,83.12,40.85,0.060538,98.08,91.62,16.98,0.119127,95.04,79.3,9.68,0.164054,95.33,86.53,22.92,0.1637,93.91,66.99,12.71,0.136402,95.8,87.43,23.66,0.150205,95.25,75.12,25.14,0.122295,99.21,95.32,59.81,0.126363,96.1,81.6,31.84,0.130455
defocus_blur_level 4,94.44,86.18,33.45,0.119298,89.68,45.97,25.66,0.173395,97.85,90.99,38.53,0.095453,98.93,78.59,55.54,0.146296,95.73,80.41,41.58,0.060575,97.71,91.17,17.5,0.122549,94.58,77.43,6.84,0.161596,94.43,84.77,20.82,0.167276,93.98,68.3,15.8,0.136224,95.68,86.92,24.99,0.152032,95.23,75.62,26.36,0.124411,99.16,94.84,59.16,0.126888,95.62,80.1,30.52,0.132166
motion_blur_level 1,92.25,91.06,24.43,0.118712,93.6,45.07,29.55,0.167307,99.23,90.81,78.96,0.099542,99.26,90.07,68.48,0.154805,96.43,80.46,39.66,0.062106,97.62,90.74,19.84,0.117751,97.16,85.15,10.88,0.162275,97.34,89.18,41.83,0.161814,90.96,56.93,12.29,0.13041,96.18,84.23,33.34,0.149278,95.37,79.52,26.13,0.124727,98.84,91.99,34.49,0.131955,96.19,81.27,34.99,0.131724
motion_blur_level 2,92.21,90.36,24.54,0.118786,93.0,44.34,28.65,0.167883,99.2,90.22,79.23,0.099076,99.25,89.77,70.09,0.156764,96.19,78.87,38.16,0.061059,97.57,90.7,19.17,0.115162,97.29,85.18,11.1,0.160828,97.29,89.35,38.15,0.161878,91.71,58.09,14.01,0.130687,96.08,83.75,32.53,0.150053,95.45,80.36,28.59,0.125824,98.8,92.17,34.59,0.132226,96.17,81.1,34.9,0.131685
motion_blur_level 3,90.13,88.71,26.63,0.117795,91.31,42.85,26.3,0.16922,99.14,88.95,78.73,0.101817,99.21,88.8,70.07,0.155855,96.28,75.23,40.3,0.062367,97.28,90.31,18.94,0.115522,96.87,81.91,10.37,0.160842,97.39,90.48,35.91,0.162003,90.91,58.2,13.01,0.132108,96.17,84.64,32.04,0.151705,95.73,83.04,23.72,0.126475,98.7,90.66,35.38,0.134695,95.76,80.32,34.28,0.132534
motion_blur_level 4,88.2,84.56,25.08,0.119468,88.03,38.81,19.88,0.17096,99.15,88.17,80.77,0.105315,99.23,87.38,69.98,0.150251,95.83,74.92,37.63,0.062452,96.96,89.13,19.25,0.116679,97.13,84.13,10.15,0.167624,96.84,90.17,29.51,0.164776,89.41,57.22,11.78,0.136567,95.35,81.34,27.68,0.157626,95.49,79.67,24.56,0.131163,98.62,91.35,38.4,0.137953,95.02,78.9,32.89,0.135069
zoom_blur_level 1,81.62,73.32,9.05,0.136647,79.49,41.79,9.31,0.18648,98.12,88.68,35.61,0.117803,98.02,69.38,59.09,0.163713,95.44,65.03,40.09,0.075783,94.03,84.22,8.98,0.120508,94.97,71.23,3.22,0.172639,71.88,64.77,15.86,0.175278,80.92,50.85,7.46,0.155439,93.2,63.07,15.51,0.173543,94.35,85.94,26.43,0.148168,98.92,93.86,67.89,0.139548,90.08,71.01,24.88,0.147129
zoom_blur_level 2,78.24,67.62,5.07,0.143901,70.46,34.73,3.62,0.189556,98.2,88.24,36.47,0.12412,97.46,65.56,58.13,0.16268,94.33,63.32,32.57,0.076693,92.9,79.85,6.66,0.120837,94.21,67.51,1.99,0.176044,66.02,64.71,13.24,0.179121,82.99,52.45,7.48,0.161421,93.31,64.98,10.68,0.179551,92.6,78.4,18.02,0.148871,98.91,93.07,67.04,0.140224,88.3,68.37,21.75,0.150252
zoom_blur_level 3,76.98,65.41,3.52,0.144106,69.86,34.51,2.25,0.19061,98.43,84.99,47.53,0.129583,96.99,58.93,56.41,0.164619,92.98,59.81,26.81,0.078618,91.45,74.76,5.31,0.126926,92.16,67.08,2.55,0.176178,67.31,66.15,6.74,0.18357,82.32,48.81,5.34,0.167136,93.27,62.77,8.04,0.180855,89.74,58.74,12.07,0.156883,98.73,92.97,63.47,0.142,87.52,64.58,20.0,0.153424
zoom_blur_level 4,73.6,62.49,3.12,0.145689,63.56,28.35,1.54,0.196416,98.47,84.01,48.51,0.13292,96.46,57.15,55.82,0.165241,92.0,57.49,24.65,0.080621,89.7,71.69,4.62,0.129138,91.06,65.48,3.64,0.178845,67.05,65.23,6.52,0.189314,81.96,49.27,4.46,0.168079,92.78,61.53,6.63,0.184888,87.96,46.43,7.92,0.157064,98.67,92.42,63.29,0.143463,86.11,61.79,19.23,0.155973
brightness_level 1,91.01,86.67,23.22,0.116025,95.82,43.59,36.52,0.16661,99.21,91.76,72.46,0.09835,98.92,83.43,66.73,0.158587,95.49,80.73,41.98,0.0629,96.59,89.74,18.66,0.117194,96.5,84.07,9.46,0.163393,95.18,79.4,28.22,0.162371,91.54,63.76,10.11,0.13245,95.55,81.17,29.2,0.151496,95.68,83.21,26.84,0.126526,99.38,93.07,71.16,0.130323,95.91,80.05,36.21,0.132185
brightness_level 2,89.03,82.8,22.84,0.115215,95.75,44.27,35.4,0.167443,99.12,91.88,70.45,0.100446,97.74,74.16,61.7,0.163171,95.14,80.12,40.79,0.062618,96.34,88.55,17.19,0.115568,96.01,83.0,9.63,0.164759,94.41,77.24,24.8,0.163507,91.25,63.84,9.71,0.136105,95.53,80.87,29.21,0.151776,95.67,83.2,28.45,0.133253,99.21,90.7,67.03,0.135894,95.43,78.39,34.77,0.134146
brightness_level 3,86.08,77.29,20.47,0.117152,95.04,41.97,31.42,0.169792,99.1,91.55,70.03,0.102214,95.49,63.11,46.61,0.169581,94.58,79.1,38.97,0.063051,96.31,88.72,16.1,0.112479,95.55,82.43,9.84,0.16513,94.08,77.33,25.33,0.162923,91.6,65.89,11.16,0.135341,95.54,80.66,29.23,0.152701,95.0,81.63,29.29,0.138127,98.43,84.33,58.6,0.142149,94.73,76.17,32.25,0.135887
brightness_level 4,82.72,72.21,15.31,0.123124,89.59,28.83,9.55,0.183442,99.0,90.63,67.59,0.103863,93.16,53.14,29.07,0.172483,93.49,77.36,36.38,0.064661,96.31,88.82,15.73,0.112341,95.44,81.97,9.87,0.165667,93.72,77.92,30.65,0.163997,91.26,66.78,13.44,0.140084,95.54,80.71,28.99,0.153813,92.57,71.23,27.44,0.143861,95.73,72.71,38.99,0.146987,93.21,71.86,26.92,0.139527
contrast_level 1,92.3,85.81,23.68,0.115777,93.75,62.21,32.4,0.169667,98.61,88.46,56.51,0.097129,98.93,89.65,60.36,0.154309,96.43,78.78,43.4,0.061616,97.45,86.95,14.26,0.114628,94.64,73.88,12.46,0.157008,97.39,92.25,40.64,0.165905,94.16,70.15,11.73,0.140882,96.3,81.99,36.28,0.15829,94.85,79.03,26.33,0.128601,98.88,93.36,50.9,0.120969,96.14,81.88,34.08,0.132065
contrast_level 2,88.5,80.22,18.14,0.120725,93.3,60.35,32.72,0.17263,98.35,87.35,55.98,0.098579,98.74,86.76,59.44,0.153882,96.3,77.8,44.17,0.060351,97.21,83.03,12.39,0.111379,93.49,69.46,11.21,0.157294,97.2,91.82,38.3,0.166887,93.9,69.89,11.22,0.143309,96.14,81.41,35.5,0.159549,94.57,77.88,25.77,0.129817,98.61,93.06,44.53,0.122774,95.53,79.92,32.45,0.133098
contrast_level 3,83.01,73.24,15.34,0.124144,91.54,55.15,33.22,0.176016,98.08,86.36,57.78,0.100238,98.17,82.27,58.1,0.152533,95.24,73.65,40.1,0.060616,96.2,74.94,9.84,0.111351,91.9,62.02,9.24,0.160574,96.64,91.12,33.66,0.169056,94.02,69.63,12.26,0.147657,95.87,79.73,34.99,0.161835,93.79,72.74,23.64,0.130272,98.19,93.43,40.03,0.121768,94.39,76.19,30.68,0.134672
contrast_level 4,72.84,60.11,6.24,0.130112,85.0,42.96,27.8,0.186858,97.54,81.22,61.8,0.105701,94.77,63.65,53.71,0.152604,87.93,60.37,31.13,0.064138,89.68,55.62,6.8,0.111375,92.38,65.47,8.11,0.166182,94.27,88.63,26.66,0.170639,93.33,69.95,15.31,0.148668,95.6,76.15,35.81,0.166924,91.7,61.88,18.76,0.131563,97.36,88.91,37.31,0.120197,91.03,67.91,27.45,0.137913
rotation_level 1,91.48,75.68,30.48,0.120762,88.24,30.11,5.08,0.171515,99.03,90.26,69.59,0.099287,98.93,80.15,62.57,0.150651,90.73,55.21,23.09,0.060385,95.18,75.96,6.75,0.144746,91.7,67.01,0.88,0.160022,92.73,79.7,16.51,0.166539,91.06,69.04,5.63,0.146341,93.15,58.75,7.14,0.156356,96.46,79.08,30.06,0.124919,98.49,95.0,52.48,0.126828,93.93,71.33,25.86,0.135696
rotation_level 2,91.92,73.68,30.61,0.121523,84.85,22.91,3.65,0.160607,99.05,89.69,70.77,0.100331,98.84,79.61,62.91,0.15202,88.94,46.32,20.28,0.06038,94.72,73.87,7.59,0.143219,89.38,60.65,0.48,0.151891,89.81,69.18,12.43,0.174755,89.65,66.59,7.51,0.149255,89.31,41.63,4.27,0.161666,95.07,78.13,30.72,0.128874,98.64,96.22,52.87,0.125559,92.52,66.54,25.34,0.13584
rotation_level 3,87.81,67.82,27.92,0.124266,83.91,24.1,2.97,0.160794,99.13,89.89,70.24,0.101371,98.3,81.62,63.56,0.155877,87.84,47.33,19.75,0.059973,94.7,70.58,5.06,0.139625,88.61,49.31,1.96,0.179049,88.14,64.7,12.39,0.176404,89.43,61.65,6.18,0.139278,87.98,40.94,2.76,0.153814,95.62,69.76,28.61,0.128956,98.93,95.26,57.08,0.127914,91.7,63.58,24.87,0.137277
rotation_level 4,89.67,69.51,25.36,0.122472,80.14,19.11,2.55,0.16152,99.1,87.92,68.39,0.100581,98.43,81.12,60.97,0.152244,85.85,49.42,17.08,0.060384,94.2,67.68,5.08,0.140834,88.18,62.34,1.48,0.174756,86.05,65.5,10.38,0.177233,88.37,60.18,8.64,0.148131,88.69,51.43,2.84,0.159415,95.68,72.71,26.83,0.129309,98.69,96.11,50.21,0.131624,91.09,65.25,23.32,0.138209
zooming_level 1,95.09,93.55,26.77,0.124566,93.97,56.7,36.35,0.167333,98.99,92.5,66.99,0.095037,99.3,87.15,61.94,0.162179,95.53,82.1,37.13,0.065114,97.91,93.85,18.81,0.122776,97.07,82.87,17.16,0.161622,95.71,88.15,30.49,0.162484,93.23,59.01,12.97,0.138223,94.95,79.94,29.01,0.153247,93.89,82.36,27.24,0.127515,99.28,92.78,74.31,0.125923,96.24,82.58,36.6,0.133835
zooming_level 2,96.5,94.28,25.19,0.123805,93.35,58.11,42.33,0.16832,98.75,92.51,65.89,0.097809,99.35,86.79,68.19,0.16013,94.54,81.81,36.54,0.067408,98.27,90.9,15.95,0.127196,96.83,82.94,21.75,0.164698,95.59,90.04,31.33,0.163398,90.92,58.99,14.82,0.144698,92.27,64.8,30.66,0.155941,92.47,78.17,26.12,0.131052,99.16,92.75,72.85,0.126913,95.67,81.01,37.64,0.135947
zooming_level 3,96.71,95.3,22.68,0.122014,94.92,60.51,40.54,0.16899,98.71,94.0,68.63,0.099532,99.26,83.56,69.29,0.16148,93.97,80.25,35.0,0.06838,98.23,91.04,17.34,0.134738,96.73,82.86,18.51,0.166819,95.06,86.8,29.33,0.163929,90.14,55.77,15.01,0.144445,90.81,54.49,30.28,0.157773,92.12,78.34,26.0,0.135005,99.09,93.42,74.13,0.127278,95.48,79.7,37.23,0.137532
zooming_level 4,95.48,93.92,23.85,0.129123,94.04,63.07,38.16,0.169964,98.34,92.34,67.26,0.099506,99.11,80.94,69.36,0.160669,93.85,77.67,35.72,0.06936,97.45,89.1,18.93,0.129483,96.54,77.62,14.95,0.165786,93.62,85.95,27.98,0.165899,90.24,49.46,15.16,0.145452,89.52,53.44,26.92,0.158421,92.82,75.9,28.32,0.135157,98.94,92.24,72.64,0.127894,95.0,77.64,36.6,0.138059
shifting_level 1,95.8,83.06,24.19,0.115945,91.42,62.37,11.23,0.181376,98.88,92.44,58.04,0.10108,99.25,87.32,67.41,0.157036,95.17,86.19,40.06,0.064224,97.09,89.78,17.64,0.121839,95.06,80.44,12.12,0.167803,98.09,86.02,50.87,0.165614,90.02,58.88,15.11,0.134868,91.35,65.15,28.7,0.151157,95.29,86.54,25.31,0.12409,98.12,92.72,18.39,0.131872,95.46,80.91,30.76,0.134742
shifting_level 2,94.59,87.69,23.17,0.11976,90.55,55.38,5.86,0.161233,98.66,94.45,52.16,0.099722,99.17,88.64,64.24,0.157213,93.8,83.73,33.46,0.064057,96.66,84.91,18.91,0.120624,95.2,87.88,15.46,0.166044,98.28,81.81,47.2,0.166282,89.36,63.68,14.25,0.140318,90.17,69.37,25.87,0.157654,94.14,82.46,20.91,0.124209,98.18,93.41,25.23,0.136259,94.9,81.12,28.89,0.134448
shifting_level 3,95.0,83.22,25.47,0.123063,90.32,52.37,5.35,0.161296,98.76,92.75,53.46,0.101937,99.04,89.35,66.17,0.158583,93.69,81.0,31.25,0.064436,98.59,91.54,19.2,0.118878,94.03,74.66,8.29,0.167043,97.84,76.17,47.96,0.170646,86.41,54.12,14.95,0.138491,89.43,67.83,15.43,0.159555,94.51,83.34,24.87,0.12509,98.82,93.24,20.62,0.134343,94.7,78.3,27.75,0.13528
shifting_level 4,94.56,88.15,21.66,0.12654,89.8,53.62,5.19,0.162337,98.62,94.11,50.43,0.101953,99.07,87.72,65.29,0.155914,92.84,79.08,29.79,0.06388,97.15,87.0,15.86,0.123045,92.96,73.47,3.23,0.168558,98.03,80.69,49.34,0.169916,85.93,54.62,18.34,0.142101,90.83,73.13,17.17,0.159523,94.06,77.99,22.6,0.128938,97.82,91.92,22.81,0.134224,94.31,78.46,26.81,0.136411
