transformation_level,bottle_auroc_sp,bottle_ap_sp,bottle_f1_sp,bottle_threshold_sp,cable_auroc_sp,cable_ap_sp,cable_f1_sp,cable_threshold_sp,capsule_auroc_sp,capsule_ap_sp,capsule_f1_sp,capsule_threshold_sp,carpet_auroc_sp,carpet_ap_sp,carpet_f1_sp,carpet_threshold_sp,grid_auroc_sp,grid_ap_sp,grid_f1_sp,grid_threshold_sp,hazelnut_auroc_sp,hazelnut_ap_sp,hazelnut_f1_sp,hazelnut_threshold_sp,leather_auroc_sp,leather_ap_sp,leather_f1_sp,leather_threshold_sp,metal_nut_auroc_sp,metal_nut_ap_sp,metal_nut_f1_sp,metal_nut_threshold_sp,pill_auroc_sp,pill_ap_sp,pill_f1_sp,pill_threshold_sp,screw_auroc_sp,screw_ap_sp,screw_f1_sp,screw_threshold_sp,tile_auroc_sp,tile_ap_sp,tile_f1_sp,tile_threshold_sp,toothbrush_auroc_sp,toothbrush_ap_sp,toothbrush_f1_sp,toothbrush_threshold_sp,transistor_auroc_sp,transistor_ap_sp,transistor_f1_sp,transistor_threshold_sp,wood_auroc_sp,wood_ap_sp,wood_f1_sp,wood_threshold_sp,zipper_auroc_sp,zipper_ap_sp,zipper_f1_sp,zipper_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,99.05,99.69,97.67,0.064676,92.8,96.13,88.17,0.141646,89.15,97.59,92.37,0.098788,100.0,100.0,100.0,0.152857,100.0,100.0,100.0,0.074578,99.54,99.75,97.84,0.167676,100.0,100.0,100.0,0.117241,99.9,99.98,99.47,0.163773,92.85,98.67,94.08,0.131183,60.81,80.94,86.99,0.061264,100.0,100.0,100.0,0.148347,96.94,98.82,95.08,0.156042,89.0,85.3,76.77,0.09224,99.21,99.78,99.16,0.126818,95.67,98.8,94.83,0.041766,94.33,97.03,94.83,0.115926
gaussian_noise_level 1,95.92,98.73,93.33,0.083052,94.52,97.03,90.0,0.145398,81.76,96.03,91.36,0.12016,99.67,99.89,98.36,0.153213,99.25,99.74,97.44,0.07678,100.0,100.0,100.0,0.178641,100.0,100.0,100.0,0.131124,99.6,99.9,98.41,0.165285,88.18,97.43,94.62,0.142203,51.07,78.12,85.11,0.069568,100.0,100.0,100.0,0.150296,100.0,100.0,100.0,0.153932,90.71,91.24,83.33,0.116176,100.0,100.0,100.0,0.131368,91.59,97.71,92.11,0.060734,92.82,97.05,94.94,0.125195
gaussian_noise_level 2,99.32,99.78,97.67,0.092637,94.35,96.74,90.91,0.147452,79.05,94.89,90.24,0.1287,99.67,99.89,98.36,0.149665,99.25,99.74,97.44,0.084463,99.4,99.66,97.96,0.17842,100.0,100.0,100.0,0.132165,98.39,99.6,96.87,0.169663,93.62,98.68,96.84,0.151295,47.14,75.68,85.11,0.073867,100.0,100.0,100.0,0.150537,100.0,100.0,100.0,0.154056,87.86,90.34,88.0,0.117987,100.0,100.0,100.0,0.133035,91.36,97.76,92.68,0.064447,92.63,96.85,95.47,0.128559
gaussian_noise_level 3,97.96,99.32,97.67,0.101051,86.77,91.22,84.93,0.150401,71.28,93.23,90.24,0.137124,98.0,99.44,98.31,0.167527,98.5,99.5,97.3,0.096242,99.11,99.51,96.0,0.182703,99.41,99.8,98.41,0.131163,89.11,97.34,90.62,0.175486,77.54,95.17,93.07,0.160292,41.25,72.94,85.11,0.077858,99.68,99.88,98.25,0.149067,100.0,100.0,100.0,0.15774,72.14,70.14,68.97,0.12407,100.0,100.0,100.0,0.133321,90.23,97.51,90.7,0.073399,88.07,94.33,92.64,0.134496
gaussian_noise_level 4,96.6,98.94,95.24,0.110448,80.81,87.44,81.58,0.155131,70.61,91.25,90.24,0.142691,98.67,99.55,98.36,0.162232,94.74,98.04,95.0,0.099298,90.77,95.08,87.27,0.187449,99.71,99.9,98.41,0.135033,73.39,88.82,91.18,0.182173,67.61,92.56,91.26,0.17477,35.89,68.45,85.11,0.084839,99.68,99.88,98.25,0.157008,100.0,100.0,100.0,0.167642,72.86,76.75,66.67,0.131328,99.29,99.76,97.56,0.13253,91.36,97.75,91.57,0.083634,84.8,92.94,91.18,0.140414
shot_noise_level 1,100.0,100.0,100.0,0.086147,94.4,97.44,93.33,0.145006,89.58,97.78,92.31,0.119461,100.0,100.0,100.0,0.161694,100.0,100.0,100.0,0.084507,100.0,100.0,100.0,0.170626,100.0,100.0,100.0,0.127153,100.0,100.0,100.0,0.169342,79.2,94.96,92.93,0.147946,72.86,87.0,89.89,0.072953,100.0,100.0,100.0,0.14945,100.0,100.0,100.0,0.161232,94.62,94.48,88.0,0.108188,99.17,99.76,97.56,0.124563,84.09,95.01,90.7,0.059421,94.26,97.76,96.31,0.125846
shot_noise_level 2,93.2,97.88,93.02,0.096567,90.66,95.76,90.0,0.149249,80.56,95.29,90.67,0.128902,100.0,100.0,100.0,0.161279,100.0,100.0,100.0,0.088982,99.33,99.65,97.78,0.177567,100.0,100.0,100.0,0.130847,96.31,99.17,96.87,0.168963,73.76,94.37,91.26,0.160167,71.61,84.56,89.89,0.076816,100.0,100.0,100.0,0.152562,100.0,100.0,100.0,0.165649,86.15,86.44,80.0,0.113932,99.17,99.76,97.56,0.127534,84.32,95.57,90.7,0.06577,91.67,96.56,94.52,0.130986
shot_noise_level 3,92.52,97.95,92.68,0.105793,92.19,95.94,89.23,0.154585,76.39,94.11,90.67,0.135634,100.0,100.0,100.0,0.167641,99.25,99.74,97.44,0.091069,96.99,98.58,95.45,0.181558,100.0,100.0,100.0,0.129032,90.32,97.91,92.54,0.173644,56.5,89.78,91.26,0.168791,64.82,84.29,85.39,0.081949,100.0,100.0,100.0,0.154231,100.0,100.0,100.0,0.162682,81.15,80.88,76.92,0.117766,99.17,99.76,97.56,0.129652,88.41,96.49,93.98,0.075256,89.18,95.7,93.54,0.135286
shot_noise_level 4,91.84,97.7,92.68,0.113802,79.97,90.05,80.52,0.157175,73.96,93.77,90.0,0.141946,97.04,99.3,98.31,0.175337,92.48,97.15,94.74,0.102483,78.93,89.5,82.35,0.188455,100.0,100.0,100.0,0.134489,82.03,94.24,92.54,0.188063,31.44,76.28,91.26,0.188029,58.75,83.06,85.11,0.085941,99.03,99.62,98.25,0.161473,82.5,90.63,95.24,0.16722,79.62,82.54,75.0,0.127553,95.0,98.36,97.56,0.135921,88.18,96.65,92.86,0.085933,82.05,92.59,91.09,0.143588
impulse_noise_level 1,97.62,99.4,97.56,0.098128,93.51,96.07,89.55,0.145595,93.25,98.72,94.74,0.12959,100.0,100.0,100.0,0.157311,100.0,100.0,100.0,0.083406,96.66,98.13,93.88,0.170382,100.0,100.0,100.0,0.130662,97.24,99.34,98.41,0.169682,85.11,96.57,95.92,0.143135,46.35,75.63,85.71,0.072379,100.0,100.0,100.0,0.148453,100.0,100.0,100.0,0.162512,91.54,89.66,80.0,0.119113,100.0,100.0,100.0,0.134626,91.03,97.71,92.68,0.063158,92.82,96.75,95.23,0.128542
