transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,90.0,91.53,83.25,0.115044,82.48,90.01,81.22,0.144883,92.82,96.78,89.95,0.07065,98.04,99.15,95.34,0.098494,95.2,97.67,93.2,0.010741,87.66,89.4,81.28,0.035438,78.57,81.93,72.13,0.119367,91.52,92.11,84.54,0.071049,74.59,75.89,71.82,0.02447,83.8,84.47,77.78,0.063633,94.44,93.53,89.1,0.080585,98.18,99.25,96.48,0.157551,88.94,90.98,84.67,0.082659
noise_level 1,78.55,80.96,75.98,0.123119,81.1,89.57,80.39,0.148315,85.78,93.52,84.79,0.072879,97.04,98.73,94.18,0.10794,96.12,98.22,94.12,0.010472,74.83,76.03,71.85,0.040448,79.71,82.03,74.26,0.125962,90.92,91.49,82.54,0.072069,71.79,73.4,69.8,0.024979,81.04,80.87,76.44,0.065233,92.95,91.65,87.44,0.082896,97.52,98.88,95.52,0.157186,85.61,87.95,82.28,0.085958
noise_level 2,69.79,72.68,68.77,0.12695,79.38,88.12,80.33,0.145365,83.0,92.29,84.07,0.075884,96.62,98.6,94.36,0.109811,95.66,98.09,93.14,0.010505,71.15,70.2,71.26,0.045517,77.34,80.2,72.55,0.127628,89.24,90.11,81.48,0.073024,69.26,71.55,69.63,0.025657,76.54,78.02,72.8,0.066241,92.53,90.66,87.11,0.083631,94.68,97.83,93.12,0.171049,82.93,85.7,80.72,0.088439
noise_level 3,62.91,68.89,68.29,0.129058,75.72,85.55,78.5,0.151333,83.94,92.78,82.67,0.07987,95.26,97.98,93.75,0.115431,92.6,96.28,91.54,0.010695,63.94,62.06,68.57,0.049066,75.1,77.34,72.34,0.130314,81.05,83.13,76.92,0.076493,70.95,72.95,69.5,0.027742,78.03,79.1,73.39,0.069012,92.43,91.46,86.36,0.08676,94.16,97.4,91.79,0.1691,80.51,83.74,79.47,0.09124
noise_level 4,55.39,59.58,67.58,0.136678,60.87,69.71,77.22,0.147593,84.12,92.65,83.81,0.0864,90.2,95.5,88.08,0.121696,75.46,85.72,84.16,0.011103,59.8,61.4,68.73,0.052956,69.21,69.39,69.5,0.138478,75.6,76.73,73.59,0.083462,68.45,71.68,68.64,0.032491,77.83,77.01,74.36,0.076568,88.51,88.21,82.13,0.093593,77.88,88.83,82.16,0.171598,73.61,78.03,76.66,0.096051
blur_level 1,69.9,65.04,79.32,0.115027,66.7,76.29,78.69,0.143934,74.18,82.17,88.07,0.069772,76.16,84.01,89.72,0.097402,74.5,82.04,88.18,0.011158,69.45,67.55,73.42,0.034433,63.79,58.6,71.38,0.117582,65.65,55.07,75.3,0.069587,61.67,58.05,69.73,0.023442,66.06,63.87,72.1,0.064555,72.06,66.61,80.17,0.078315,92.92,96.49,90.55,0.16836,71.09,71.32,79.72,0.082797
blur_level 2,67.92,60.52,78.48,0.114531,62.45,69.5,77.65,0.142507,73.06,81.09,87.04,0.071249,75.68,83.71,88.68,0.099003,72.62,81.15,87.39,0.011331,68.67,65.83,74.46,0.035121,63.64,57.21,71.48,0.116852,64.96,56.57,73.44,0.069678,59.92,55.41,69.75,0.022658,64.76,62.12,71.02,0.064977,71.15,66.74,78.88,0.078522,89.34,94.52,89.91,0.15717,69.51,69.53,79.02,0.081967
blur_level 3,62.94,53.4,73.82,0.119504,61.03,67.19,77.65,0.145282,71.86,80.24,86.09,0.071945,74.72,82.91,87.62,0.101475,70.02,80.5,83.62,0.011259,66.02,62.13,71.43,0.038163,61.2,55.39,69.96,0.118451,64.32,60.3,72.25,0.076083,56.26,52.7,68.44,0.025535,63.03,57.95,70.99,0.068856,65.61,55.91,76.11,0.082204,86.86,93.03,89.5,0.160964,66.99,66.8,77.29,0.084977
blur_level 4,59.2,51.28,69.68,0.122954,61.9,69.28,77.95,0.149323,69.02,78.94,84.98,0.076009,74.56,82.74,88.11,0.10043,67.68,79.66,81.69,0.012782,58.94,58.13,69.72,0.038552,60.4,56.22,68.27,0.125555,58.26,58.7,69.78,0.076423,55.01,52.01,68.57,0.02642,58.2,51.31,68.44,0.07826,65.85,55.9,78.05,0.084404,85.88,92.23,89.5,0.165872,64.58,65.53,76.23,0.088082
photometric_level 1,80.63,84.37,75.62,0.117929,83.1,90.49,82.14,0.146759,86.5,93.13,86.38,0.074328,95.0,97.94,92.71,0.10483,81.6,90.79,83.7,0.010777,74.35,78.6,70.08,0.032788,72.91,75.34,70.24,0.121783,84.88,85.9,78.67,0.073675,71.18,72.0,71.09,0.026234,65.33,64.17,72.66,0.065376,93.27,92.45,87.62,0.083709,94.98,97.46,91.92,0.168206,81.98,85.22,80.24,0.085533
