transformation_level,bottle_auroc_sp,bottle_ap_sp,bottle_f1_sp,bottle_threshold_sp,cable_auroc_sp,cable_ap_sp,cable_f1_sp,cable_threshold_sp,capsule_auroc_sp,capsule_ap_sp,capsule_f1_sp,capsule_threshold_sp,carpet_auroc_sp,carpet_ap_sp,carpet_f1_sp,carpet_threshold_sp,grid_auroc_sp,grid_ap_sp,grid_f1_sp,grid_threshold_sp,hazelnut_auroc_sp,hazelnut_ap_sp,hazelnut_f1_sp,hazelnut_threshold_sp,leather_auroc_sp,leather_ap_sp,leather_f1_sp,leather_threshold_sp,metal_nut_auroc_sp,metal_nut_ap_sp,metal_nut_f1_sp,metal_nut_threshold_sp,pill_auroc_sp,pill_ap_sp,pill_f1_sp,pill_threshold_sp,screw_auroc_sp,screw_ap_sp,screw_f1_sp,screw_threshold_sp,tile_auroc_sp,tile_ap_sp,tile_f1_sp,tile_threshold_sp,toothbrush_auroc_sp,toothbrush_ap_sp,toothbrush_f1_sp,toothbrush_threshold_sp,transistor_auroc_sp,transistor_ap_sp,transistor_f1_sp,transistor_threshold_sp,wood_auroc_sp,wood_ap_sp,wood_f1_sp,wood_threshold_sp,zipper_auroc_sp,zipper_ap_sp,zipper_f1_sp,zipper_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,99.05,99.69,97.67,0.064676,92.8,96.13,88.17,0.141646,89.15,97.59,92.37,0.098788,100.0,100.0,100.0,0.152857,100.0,100.0,100.0,0.074578,99.54,99.75,97.84,0.167676,100.0,100.0,100.0,0.117241,99.9,99.98,99.47,0.163773,92.85,98.67,94.08,0.131183,60.81,80.94,86.99,0.061264,100.0,100.0,100.0,0.148347,96.94,98.82,95.08,0.156042,89.0,85.3,76.77,0.09224,99.21,99.78,99.16,0.126818,95.67,98.8,94.83,0.041766,94.33,97.03,94.83,0.115926
noise_level 1,95.56,98.7,93.85,0.086147,93.89,96.64,90.81,0.145398,84.52,96.64,91.6,0.119461,99.96,99.99,99.44,0.153213,99.83,99.94,99.12,0.08262,98.43,99.11,95.65,0.174056,99.97,99.99,99.46,0.127153,98.78,99.7,97.87,0.168307,83.12,95.99,93.56,0.142203,56.59,79.35,85.3,0.069568,100.0,100.0,100.0,0.148453,98.33,99.39,96.55,0.161232,85.5,83.34,72.94,0.111985,99.47,99.84,98.33,0.131368,85.79,95.76,90.76,0.059421,91.98,96.29,93.68,0.125372
noise_level 2,94.52,98.37,92.31,0.096567,91.68,95.41,87.57,0.151865,79.94,95.66,90.68,0.1287,99.84,99.95,98.88,0.156813,99.92,99.97,99.13,0.084463,97.25,98.59,95.04,0.177567,100.0,100.0,100.0,0.130847,96.29,99.11,95.38,0.168963,75.64,94.28,93.02,0.150175,51.96,76.6,85.3,0.073867,100.0,100.0,100.0,0.150537,95.0,98.21,93.33,0.162449,81.58,80.07,72.5,0.119099,99.65,99.9,99.16,0.133035,82.69,94.77,90.48,0.065222,89.73,95.39,92.85,0.130011
noise_level 3,94.44,98.4,93.33,0.105793,88.66,93.27,85.28,0.152728,75.67,94.39,90.68,0.135634,98.68,99.65,98.86,0.162959,99.08,99.66,97.44,0.090801,93.96,97.12,91.67,0.181558,99.8,99.93,99.46,0.129032,84.85,96.23,90.64,0.171523,63.94,90.1,91.86,0.15773,45.17,74.5,85.3,0.077858,99.71,99.89,98.22,0.150876,91.94,96.67,92.06,0.162292,71.71,62.79,64.65,0.119813,99.39,99.82,98.31,0.133321,88.52,96.47,92.31,0.0746,86.37,93.26,91.34,0.133768
noise_level 4,93.02,98.0,92.44,0.113043,82.31,89.57,80.58,0.158374,74.23,93.74,90.46,0.141946,97.79,99.38,96.67,0.164844,95.74,98.37,94.92,0.099232,83.07,90.6,82.8,0.188249,99.66,99.88,99.46,0.134489,77.22,92.4,91.46,0.187157,53.74,83.37,91.56,0.174603,39.48,72.76,85.3,0.084022,98.85,99.57,97.59,0.161473,84.17,93.32,92.31,0.16722,69.75,61.86,64.37,0.132283,96.84,98.97,97.52,0.13253,86.11,95.78,90.98,0.085287,82.13,91.17,89.89,0.14165
blur_level 1,83.02,93.26,94.03,0.066779,75.99,82.95,83.58,0.14342,86.56,96.98,91.6,0.098481,86.52,94.97,95.19,0.153783,94.07,97.57,94.21,0.082914,86.32,91.38,90.07,0.170737,96.2,98.67,94.85,0.116134,91.35,97.66,95.88,0.164405,77.17,93.68,93.71,0.13512,52.7,73.9,86.55,0.059642,96.79,98.81,93.85,0.148116,89.72,95.75,92.31,0.156857,74.38,66.06,72.9,0.093974,83.95,93.75,94.4,0.128188,74.71,89.41,93.23,0.042501,83.3,90.99,91.09,0.117403
blur_level 2,82.46,92.86,93.33,0.066807,73.67,81.39,82.76,0.144407,80.89,94.97,91.53,0.103449,86.72,95.23,95.19,0.156604,90.64,96.08,94.21,0.084864,82.68,88.7,90.07,0.169353,90.73,96.56,94.85,0.115198,84.36,95.35,95.34,0.167916,74.28,92.65,93.29,0.138302,51.38,73.66,86.23,0.060547,95.45,98.29,93.85,0.152236,90.0,96.02,92.31,0.156847,72.96,60.81,70.59,0.097624,85.88,94.58,95.24,0.120119,73.82,89.64,91.34,0.044813,81.06,89.79,90.68,0.118606
blur_level 3,80.24,91.65,93.13,0.070681,72.99,79.98,82.23,0.150609,77.74,93.72,91.96,0.111716,84.15,93.75,94.68,0.156846,90.64,96.17,94.21,0.081693,81.75,87.96,88.89,0.1681,90.56,96.5,94.85,0.120382,84.8,95.75,93.88,0.167041,74.17,92.92,92.36,0.137149,49.93,73.75,85.92,0.062161,94.05,97.76,93.85,0.153163,88.33,95.49,90.62,0.163666,71.75,61.46,69.81,0.098186,88.07,95.58,94.4,0.139093,70.9,88.83,90.0,0.051003,80.0,89.42,90.05,0.122099
blur_level 4,78.73,91.02,92.31,0.073467,69.3,77.52,80.19,0.150641,71.76,91.43,91.77,0.109953,83.07,93.47,92.97,0.169001,89.56,95.7,93.33,0.082077,81.75,88.22,89.03,0.170563,90.46,96.48,94.85,0.11933,83.38,95.19,93.88,0.1709,70.54,91.67,92.47,0.139771,49.93,74.22,85.61,0.062822,93.18,97.37,93.33,0.154255,85.0,93.81,90.62,0.167302,70.21,60.13,67.96,0.102925,87.98,95.52,94.4,0.136081,73.48,89.54,92.06,0.057805,78.56,88.75,89.65,0.12446
photometric_level 1,94.92,98.55,93.44,0.089499,90.57,94.52,86.54,0.142152,89.59,97.73,93.1,0.105931,99.76,99.93,99.44,0.154527,99.58,99.86,99.12,0.072666,98.71,99.38,96.45,0.16713,99.59,99.85,99.46,0.107929,99.76,99.94,98.94,0.164692,89.44,98.05,92.46,0.129048,60.71,81.19,86.13,0.060884,100.0,100.0,100.0,0.145413,96.67,98.66,95.24,0.153476,86.21,82.97,76.32,0.100195,97.11,99.15,94.92,0.123015,66.78,88.29,89.39,0.041277,91.29,95.87,93.4,0.117189
