transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,94.34,90.43,26.57,0.117631,95.27,51.14,36.12,0.159841,99.06,90.34,65.12,0.13717,99.21,88.03,63.86,0.16821,94.86,81.62,39.99,0.09336,97.46,89.89,17.3,0.1198,96.3,84.67,10.06,0.137958,97.81,81.74,47.2,0.137997,91.0,61.25,16.92,0.126887,95.68,81.8,30.57,0.149709,95.21,79.36,26.35,0.123546,99.0,93.96,58.85,0.072876,96.27,81.19,36.58,0.128749
gaussian_noise_level 1,93.67,87.36,20.69,0.125552,95.34,34.98,33.44,0.160798,99.24,90.72,65.78,0.136842,99.22,89.52,66.73,0.168323,94.43,75.34,41.2,0.091914,97.53,92.3,22.11,0.125828,95.03,87.3,8.5,0.143187,96.77,74.06,25.22,0.131586,89.94,61.73,14.52,0.128036,95.28,86.43,20.57,0.147053,95.96,78.37,27.75,0.125062,99.45,94.44,73.96,0.067274,95.99,79.38,35.04,0.129288
gaussian_noise_level 2,92.42,85.82,20.18,0.130827,94.74,34.38,32.87,0.159548,99.22,90.77,67.28,0.13792,99.05,87.96,66.28,0.171276,94.58,72.48,43.27,0.092908,96.63,91.03,22.28,0.126556,94.89,87.0,7.81,0.142592,96.33,70.1,26.07,0.13259,89.53,61.34,15.77,0.129492,95.43,86.04,20.93,0.147536,95.91,78.21,29.25,0.126684,99.43,96.25,71.09,0.069002,95.68,78.45,35.26,0.130578
gaussian_noise_level 3,90.85,80.81,20.56,0.129477,93.79,31.93,28.36,0.161916,99.26,90.34,70.34,0.141603,98.8,85.58,62.89,0.170939,93.95,71.54,41.89,0.095423,96.09,88.32,18.26,0.127637,94.18,85.4,7.35,0.147056,95.17,67.15,24.58,0.134129,88.8,59.92,14.38,0.130301,95.18,84.96,20.15,0.148789,95.68,78.26,29.94,0.128307,99.41,95.25,72.1,0.070568,95.1,76.62,34.23,0.132179
gaussian_noise_level 4,88.65,72.47,17.12,0.129255,90.99,29.07,17.21,0.165471,99.28,88.43,71.58,0.146684,98.39,81.79,57.88,0.169684,92.83,63.75,42.12,0.098377,95.72,87.44,16.71,0.13584,92.2,84.69,4.93,0.145872,92.35,61.56,22.5,0.135458,87.56,57.72,14.77,0.132938,94.94,82.67,19.66,0.15031,95.01,76.25,25.16,0.127868,99.29,95.21,67.26,0.074733,93.93,73.42,31.41,0.134374
shot_noise_level 1,91.0,80.92,23.76,0.117074,94.5,54.69,39.16,0.160869,98.37,86.29,62.72,0.148671,98.51,85.02,63.58,0.174308,96.37,85.81,39.86,0.098197,96.12,88.47,11.15,0.120168,95.52,87.2,5.91,0.135801,97.55,85.5,46.04,0.138675,90.23,60.94,21.51,0.13029,95.95,72.23,38.71,0.150846,94.87,80.23,23.36,0.122077,99.3,93.18,57.34,0.064604,95.69,80.04,36.09,0.130132
shot_noise_level 2,88.41,77.94,17.06,0.120325,93.19,52.71,38.74,0.160644,98.28,85.12,61.96,0.149941,98.27,79.99,64.63,0.175052,96.1,86.38,38.41,0.098998,94.96,85.86,10.51,0.122459,95.0,86.7,6.5,0.141314,96.78,83.76,42.41,0.139411,89.01,59.88,21.41,0.130927,95.45,71.77,38.6,0.151411,94.82,79.26,23.23,0.123126,99.05,92.12,49.9,0.063158,94.94,78.46,34.45,0.131397
shot_noise_level 3,84.76,71.81,12.7,0.127597,92.37,51.11,34.83,0.166836,98.29,84.37,64.26,0.14975,97.96,76.75,61.94,0.176234,95.99,83.96,38.33,0.102127,94.06,83.94,10.14,0.131242,94.49,85.28,4.11,0.145114,95.93,82.52,39.62,0.141746,87.33,57.63,21.83,0.133213,94.8,70.66,38.07,0.152879,94.63,78.98,22.72,0.122543,99.23,93.17,54.51,0.062629,94.15,76.68,33.59,0.134326
shot_noise_level 4,80.72,63.29,5.32,0.137772,89.2,44.03,22.18,0.174361,98.45,85.5,66.98,0.154526,97.41,73.08,59.6,0.174361,93.44,75.39,35.06,0.105816,93.32,82.0,5.28,0.141445,92.52,84.78,2.84,0.155418,92.15,76.78,33.38,0.143183,84.08,54.34,18.61,0.13819,93.72,69.05,35.7,0.153914,94.57,78.56,24.02,0.126363,98.99,91.16,52.48,0.063351,92.38,73.16,30.12,0.139058
impulse_noise_level 1,86.6,70.85,14.18,0.118869,94.43,63.75,34.48,0.158348,99.37,89.77,73.76,0.136606,98.91,83.67,59.71,0.172931,94.13,82.6,41.06,0.09274,97.31,84.46,15.68,0.115614,97.36,78.93,14.25,0.140762,98.47,80.51,69.29,0.140917,91.44,60.63,17.74,0.127772,96.18,81.19,34.32,0.152986,95.03,81.26,29.81,0.12459,99.09,93.3,57.34,0.071051,95.69,79.24,38.47,0.129432
