transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
impulse_noise_level 2,80.62,64.03,12.1,0.122834,93.92,60.05,33.37,0.158766,99.31,86.61,75.38,0.139524,98.73,81.58,57.75,0.171523,93.92,81.04,40.02,0.093428,96.64,83.24,13.47,0.119174,97.12,79.16,12.89,0.141886,98.25,80.01,67.24,0.141092,90.46,57.96,17.0,0.127782,95.48,79.41,34.57,0.153693,95.1,80.32,30.9,0.125355,99.13,92.53,57.98,0.071359,94.89,77.16,37.72,0.130535
impulse_noise_level 3,79.7,62.36,10.7,0.124853,93.06,55.06,31.59,0.160907,99.35,86.71,76.1,0.142183,98.66,82.24,57.9,0.174286,93.94,79.55,40.32,0.094728,96.09,80.48,12.61,0.124891,96.71,76.88,13.92,0.148391,97.99,77.17,66.51,0.142064,89.04,54.65,17.38,0.129194,94.78,77.29,32.66,0.154578,94.97,80.54,30.3,0.126933,99.29,93.73,63.98,0.076016,94.46,75.55,37.83,0.133252
impulse_noise_level 4,72.86,52.79,6.49,0.128199,91.05,48.63,25.78,0.165544,99.32,85.3,76.54,0.147158,98.23,76.33,58.77,0.170188,92.39,75.58,38.07,0.098074,94.73,79.6,8.96,0.133968,95.62,78.6,10.02,0.148339,97.74,74.88,64.11,0.144617,86.34,51.42,16.01,0.135718,92.93,73.98,33.85,0.154882,94.68,78.48,27.87,0.129251,99.18,90.87,59.89,0.075639,92.92,72.2,35.53,0.135965
defocus_blur_level 1,95.69,89.42,33.26,0.11565,94.33,53.23,35.33,0.159309,99.1,90.45,58.98,0.133388,99.06,80.3,63.06,0.164919,93.67,85.83,36.27,0.08906,98.18,88.14,16.58,0.121331,94.93,80.0,6.01,0.135718,97.69,85.88,36.95,0.134517,90.89,62.15,10.1,0.128908,96.05,84.81,27.62,0.150378,94.78,70.72,24.01,0.121293,99.16,94.98,59.57,0.06951,96.13,80.49,33.98,0.126998
defocus_blur_level 2,95.49,89.44,34.26,0.11627,94.17,52.61,35.69,0.161052,99.07,90.47,58.39,0.133279,99.06,79.78,62.38,0.163513,93.73,85.34,36.57,0.08878,98.15,88.45,16.55,0.120179,94.86,80.08,5.9,0.137523,97.69,86.02,36.41,0.134381,90.93,63.26,10.3,0.128029,96.11,85.33,27.92,0.15027,94.78,71.12,24.31,0.121241,99.18,94.68,60.47,0.069055,96.1,80.55,34.1,0.126964
defocus_blur_level 3,94.13,86.52,33.69,0.116036,93.46,50.14,35.44,0.163155,98.91,89.92,53.79,0.134487,99.01,79.01,59.78,0.160599,93.86,85.38,37.1,0.090246,98.14,88.95,16.22,0.121002,95.03,79.52,5.59,0.143519,97.41,85.01,29.66,0.133952,91.33,63.37,10.81,0.124344,95.98,85.66,27.29,0.150592,94.74,70.77,23.67,0.120069,99.02,94.04,54.93,0.068312,95.92,79.86,32.33,0.127193
defocus_blur_level 4,93.48,83.24,34.11,0.117188,91.59,42.76,28.67,0.167052,98.54,89.77,46.73,0.137207,98.95,76.95,58.68,0.162548,93.97,83.76,37.93,0.090765,97.79,88.76,17.08,0.127717,94.83,77.21,6.25,0.142405,96.42,82.46,23.3,0.14262,92.03,64.95,13.62,0.128063,95.8,85.15,27.73,0.151897,94.56,70.77,24.23,0.120549,98.87,93.27,52.43,0.067863,95.57,78.25,30.9,0.129656
motion_blur_level 1,89.48,88.89,24.32,0.114844,93.75,37.54,37.88,0.162134,99.11,88.86,73.61,0.137689,99.33,90.58,69.02,0.170672,95.98,81.47,41.48,0.092721,97.26,92.26,20.11,0.121538,97.49,88.49,8.26,0.141499,98.03,79.17,58.26,0.13755,84.73,44.11,21.88,0.128331,95.24,81.64,30.72,0.14968,95.14,77.52,25.71,0.123704,98.98,93.08,37.33,0.083872,95.38,78.63,37.38,0.130353
motion_blur_level 2,89.37,87.76,23.43,0.116194,93.2,38.13,37.66,0.162863,98.97,87.77,73.42,0.138187,99.31,90.53,69.72,0.172739,96.07,80.82,41.35,0.092246,97.35,92.62,19.19,0.118282,97.47,88.65,8.93,0.14096,98.05,79.74,55.75,0.137274,85.87,44.71,21.97,0.129972,95.31,81.74,32.51,0.150479,95.29,78.41,28.88,0.123842,98.94,93.31,37.68,0.080751,95.43,78.68,37.54,0.130316
motion_blur_level 3,87.61,85.31,25.2,0.11421,92.19,35.97,35.01,0.163647,98.96,85.17,72.88,0.143341,99.3,90.17,70.04,0.17378,96.19,78.04,43.09,0.093348,97.22,92.75,18.94,0.12053,97.07,87.25,7.81,0.142717,97.96,80.54,54.66,0.141902,87.19,46.39,17.68,0.132206,95.21,83.51,28.71,0.15253,95.39,81.11,25.55,0.124422,98.79,92.34,37.79,0.078866,95.26,78.21,36.45,0.131792
motion_blur_level 4,86.85,80.35,22.93,0.113949,89.72,35.58,29.67,0.166849,98.5,85.49,72.94,0.148113,99.32,88.24,70.21,0.169429,96.14,77.28,42.45,0.092666,96.94,90.34,18.02,0.121109,97.21,87.3,9.01,0.14414,97.21,82.06,45.91,0.145783,86.5,45.7,17.55,0.136481,94.61,81.81,30.31,0.157566,95.13,76.5,24.14,0.129284,98.68,92.14,46.13,0.082815,94.73,76.9,35.77,0.134015
zoom_blur_level 1,83.5,75.41,12.02,0.131744,79.42,42.64,8.24,0.184264,97.31,73.07,45.45,0.162417,97.87,64.88,61.39,0.178839,93.68,69.22,39.87,0.106539,93.56,80.34,7.81,0.129014,94.86,81.12,4.25,0.147067,67.09,46.46,15.09,0.157436,82.85,51.11,8.27,0.159052,94.12,74.48,14.57,0.172961,94.27,83.32,23.84,0.144729,98.17,91.62,56.69,0.0924,89.72,69.47,24.79,0.147205
zoom_blur_level 2,79.65,68.76,7.73,0.134057,68.93,32.92,4.0,0.188881,97.79,76.34,45.55,0.166396,97.48,61.27,59.87,0.178942,93.27,64.73,35.28,0.110026,92.09,77.73,6.23,0.139606,93.85,77.99,1.74,0.151412,61.72,49.55,10.61,0.164242,84.32,52.83,8.8,0.166294,93.94,73.13,9.48,0.180008,92.31,76.04,16.56,0.146614,98.29,91.03,58.52,0.095307,87.8,66.86,22.03,0.151815
zoom_blur_level 3,78.85,67.04,7.37,0.139251,68.72,33.2,2.69,0.194102,98.04,77.75,45.61,0.171021,97.18,53.34,59.38,0.179588,93.2,64.43,30.83,0.10818,90.27,72.33,5.03,0.141916,92.1,74.22,1.61,0.151863,64.15,54.71,4.2,0.168076,83.37,47.57,5.57,0.174861,93.24,69.8,6.77,0.181386,89.61,57.23,10.52,0.154584,98.11,91.28,56.96,0.096149,87.24,63.58,19.71,0.155081
zoom_blur_level 4,75.65,64.26,5.3,0.13826,62.82,29.93,1.88,0.19861,97.93,76.18,41.59,0.172134,96.58,50.01,57.48,0.180265,92.26,62.22,27.98,0.112546,88.93,69.42,4.02,0.143235,90.83,71.5,0.74,0.146621,64.22,56.38,5.21,0.176599,82.38,45.9,4.61,0.178408,92.5,66.82,6.34,0.185627,87.86,46.42,7.23,0.153995,98.18,89.69,59.61,0.098509,85.85,60.73,18.5,0.157067
brightness_level 1,88.57,83.49,22.6,0.113713,96.75,43.29,39.45,0.161564,99.21,91.14,68.17,0.139232,98.76,81.18,69.02,0.177483,94.87,80.04,41.69,0.092409,97.07,87.58,18.36,0.123053,95.7,83.25,8.37,0.14051,96.81,70.6,38.03,0.13797,90.03,60.11,17.85,0.129128,95.14,80.76,31.07,0.150452,95.46,81.22,25.74,0.124772,99.3,92.86,70.22,0.076,95.64,77.96,37.55,0.130524
brightness_level 2,86.6,78.66,22.22,0.112771,96.54,47.85,38.71,0.161577,99.07,90.46,66.26,0.141715,97.18,69.8,64.22,0.178367,94.7,80.84,40.73,0.092908,96.87,86.58,17.69,0.121192,94.95,81.81,8.32,0.142917,96.16,67.08,32.45,0.138731,89.3,60.53,18.3,0.132436,95.08,80.09,31.84,0.15082,95.28,80.72,26.44,0.132467,98.89,90.57,61.41,0.080747,95.05,76.25,35.72,0.132221
brightness_level 3,83.38,72.67,20.0,0.114092,95.82,48.81,34.65,0.163929,98.84,88.44,62.45,0.145146,94.84,58.27,55.79,0.181449,94.51,80.78,39.82,0.093387,96.93,87.31,17.67,0.118194,94.12,80.73,8.8,0.141577,95.78,67.21,34.4,0.138643,89.99,61.3,19.78,0.135383,95.05,79.99,31.99,0.152232,93.76,76.99,27.0,0.139541,96.83,83.21,42.92,0.089869,94.15,73.81,32.94,0.134453
brightness_level 4,79.94,66.8,15.15,0.118421,89.52,28.84,9.12,0.182253,98.47,85.46,57.2,0.148785,92.67,49.84,39.66,0.185473,94.23,80.32,38.71,0.094674,97.05,87.7,17.49,0.117727,93.84,80.19,9.37,0.142186,94.94,65.68,40.36,0.141123,89.97,62.01,21.04,0.142169,95.05,80.66,32.07,0.153176,89.82,61.83,24.42,0.146374,87.65,57.89,14.13,0.091875,91.93,67.27,26.56,0.138686
contrast_level 1,92.42,85.95,22.76,0.112525,93.99,59.02,37.94,0.164076,98.97,87.15,61.75,0.142951,98.96,87.68,62.0,0.173984,95.02,81.31,40.44,0.091593,96.66,86.81,13.19,0.111202,94.38,80.95,12.55,0.131989,98.55,86.67,54.16,0.141418,91.25,61.81,14.64,0.133984,96.09,82.37,35.19,0.1575,94.53,76.11,27.51,0.125681,98.71,94.57,44.19,0.060193,95.79,80.87,35.53,0.128925
contrast_level 2,88.36,79.76,19.67,0.113157,93.36,57.81,38.15,0.166907,98.92,86.2,61.19,0.147609,98.72,86.07,61.25,0.171985,94.81,80.25,41.64,0.091324,96.38,83.25,12.43,0.110439,92.69,74.98,11.86,0.130916,98.46,85.63,51.59,0.143899,90.6,60.73,13.75,0.135568,96.06,82.41,34.6,0.159469,94.27,75.35,26.81,0.12779,98.25,94.15,38.18,0.059461,95.07,78.88,34.26,0.129877
contrast_level 3,82.57,72.4,17.7,0.119047,91.21,51.8,38.45,0.17144,98.87,85.35,63.24,0.154478,97.95,80.74,60.1,0.17103,94.0,76.16,40.88,0.091271,95.53,75.5,10.23,0.109902,90.64,64.65,8.46,0.133343,98.16,84.35,46.84,0.144675,89.69,59.49,14.55,0.137296,96.12,81.07,34.69,0.161722,93.48,70.8,25.66,0.128363,96.86,92.67,35.16,0.058503,93.76,74.58,33.0,0.131756
contrast_level 4,73.19,59.67,9.73,0.124735,83.9,37.96,31.71,0.183228,98.59,80.22,66.71,0.164397,93.28,57.36,55.74,0.166921,87.15,60.02,34.93,0.094925,89.57,54.28,8.17,0.115087,88.33,60.07,5.67,0.136568,96.01,80.15,35.69,0.14879,88.21,55.62,12.88,0.151083,96.13,79.44,34.45,0.166533,91.46,61.93,19.98,0.129492,90.42,70.78,32.95,0.062702,89.69,63.12,29.05,0.137038
rotation_level 1,90.61,75.3,29.98,0.118375,90.52,29.98,6.36,0.162976,98.55,85.56,63.5,0.141248,98.8,78.95,64.3,0.170891,88.83,59.79,21.5,0.088668,93.93,76.08,1.16,0.115956,90.01,69.46,0.86,0.13548,93.77,72.08,21.96,0.146019,86.71,62.38,5.25,0.128028,93.88,66.87,6.63,0.150646,96.37,77.77,31.45,0.124191,98.24,94.54,45.58,0.069702,93.35,70.73,24.88,0.129348
rotation_level 2,92.1,73.2,31.42,0.117956,86.23,21.64,3.94,0.156201,97.82,80.23,52.06,0.146861,98.75,74.51,63.53,0.168471,87.65,47.07,18.4,0.087163,93.45,67.46,0.87,0.126128,89.65,63.78,0.5,0.130725,90.51,59.59,19.88,0.154351,86.21,59.45,4.86,0.150253,91.72,55.3,4.09,0.157654,94.4,77.56,32.67,0.127621,98.41,95.71,46.63,0.069692,92.24,64.62,23.24,0.132756
rotation_level 3,85.49,68.47,27.78,0.118844,84.96,22.61,3.47,0.155675,96.9,76.55,47.08,0.151307,98.07,77.67,64.06,0.176163,87.58,50.88,18.4,0.087819,93.42,60.93,0.97,0.148919,90.66,62.65,0.53,0.136016,90.15,57.08,20.35,0.156719,85.23,51.47,6.16,0.146773,89.77,48.03,2.69,0.150976,95.61,69.06,29.04,0.128733,98.73,94.68,52.11,0.073358,91.38,61.67,22.72,0.135942
rotation_level 4,87.94,70.01,24.7,0.120709,82.75,18.7,2.83,0.155539,96.41,73.09,46.04,0.152395,98.2,75.6,60.97,0.176498,85.89,51.05,16.72,0.088652,92.53,59.84,0.9,0.149655,90.31,65.79,0.54,0.157879,86.71,57.37,18.01,0.156819,82.63,48.57,6.9,0.153953,90.02,54.17,3.08,0.15748,95.36,68.22,28.37,0.127631,98.39,95.24,44.02,0.076085,90.6,61.47,21.09,0.139441
zooming_level 1,95.41,93.02,27.42,0.122326,96.13,54.69,41.33,0.159793,99.25,91.76,70.34,0.135047,99.4,86.17,62.92,0.165567,93.99,81.76,35.18,0.096008,96.97,93.66,16.9,0.130719,96.89,86.64,10.8,0.141647,96.37,77.76,40.78,0.135241,90.03,48.43,17.02,0.12772,94.29,81.33,20.63,0.153324,94.11,80.77,27.13,0.126478,99.25,93.16,72.3,0.072016,96.01,80.76,36.9,0.130491
zooming_level 2,96.8,92.52,25.76,0.120718,94.78,56.13,49.92,0.163895,99.07,90.62,68.61,0.136798,99.31,84.88,69.62,0.176258,93.03,80.75,32.38,0.097246,97.72,91.78,15.48,0.127103,96.85,86.48,9.94,0.14197,94.56,81.6,37.2,0.140926,92.02,56.38,14.94,0.135389,93.18,76.13,18.63,0.154484,92.9,77.24,26.36,0.129141,99.09,92.88,71.71,0.071712,95.78,80.62,36.71,0.13297
zooming_level 3,96.72,94.27,24.36,0.121132,95.25,61.93,44.59,0.163815,98.92,91.81,68.72,0.137236,99.25,83.52,70.24,0.177899,92.58,79.41,31.46,0.099036,98.37,91.72,16.72,0.132464,96.22,82.01,10.23,0.142762,94.13,74.4,38.35,0.142574,90.54,54.4,13.56,0.139807,92.74,68.25,21.59,0.155534,92.59,79.82,26.25,0.133534,98.94,93.22,71.1,0.07392,95.52,79.56,36.43,0.134976
zooming_level 4,95.28,92.9,24.04,0.1249,94.91,62.43,39.59,0.167114,98.76,90.84,68.41,0.138982,99.12,81.12,70.12,0.17741,92.34,78.78,32.24,0.100664,97.43,85.18,20.41,0.134492,94.97,84.89,9.51,0.145066,93.48,75.99,37.9,0.145788,90.17,49.82,12.54,0.142653,91.02,56.06,23.82,0.154301,93.21,76.61,26.62,0.134869,98.72,91.81,69.3,0.075849,94.95,77.2,36.21,0.136841
shifting_level 1,95.06,84.21,23.37,0.11129,90.34,58.53,9.08,0.176751,98.78,88.95,53.61,0.140301,99.1,82.28,67.14,0.173929,93.61,83.87,37.52,0.095216,96.97,90.97,19.84,0.125546,96.26,80.41,10.61,0.141739,98.08,74.85,58.39,0.146117,90.54,61.28,15.73,0.133178,92.97,75.72,24.4,0.151508,95.16,84.8,24.22,0.12297,97.13,91.04,12.29,0.076397,95.33,79.74,29.68,0.132912
shifting_level 2,95.05,87.23,22.93,0.113088,88.93,56.42,6.27,0.15933,98.11,89.38,46.31,0.146141,99.0,81.65,66.24,0.17139,93.19,85.25,31.36,0.094067,97.32,85.78,19.25,0.12623,94.26,80.81,12.87,0.141114,98.03,70.27,53.28,0.148485,87.85,60.18,16.28,0.139602,90.3,74.55,21.42,0.155771,94.13,79.43,22.59,0.121521,97.4,92.62,17.62,0.083811,94.46,78.63,28.03,0.133379
shifting_level 3,95.77,83.51,29.2,0.115297,88.38,47.96,5.28,0.153924,97.3,84.17,42.9,0.148628,98.93,85.05,66.64,0.173272,92.23,81.78,28.14,0.093735,98.19,91.05,19.87,0.12464,93.15,70.76,4.25,0.149971,96.92,58.48,54.25,0.151235,85.84,52.49,12.37,0.14111,89.62,61.48,16.28,0.159393,94.46,83.0,25.46,0.12468,97.39,90.88,11.37,0.078417,94.02,74.22,26.33,0.134525
shifting_level 4,94.93,87.4,25.16,0.121626,89.6,50.98,5.17,0.156217,97.64,83.98,30.62,0.151166,98.64,82.18,66.88,0.171625,91.46,79.44,27.45,0.093427,95.09,87.69,17.03,0.129393,93.04,75.1,3.05,0.143129,96.68,69.17,50.95,0.15267,86.61,56.92,16.96,0.139999,91.33,79.91,16.2,0.157049,93.57,73.73,22.34,0.126446,97.18,90.96,12.47,0.08101,93.81,76.46,24.52,0.135313
