transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
defocus_blur_level 2,88.06,88.42,86.11,0.114531,76.47,88.31,78.05,0.144804,96.37,98.39,92.75,0.070065,98.44,99.33,96.97,0.099003,97.06,98.54,94.44,0.011331,87.2,89.42,82.19,0.034595,70.42,76.22,70.97,0.116888,91.0,90.59,84.85,0.07112,73.18,75.43,71.43,0.02322,76.3,78.5,73.17,0.063666,89.88,85.83,89.19,0.080463,99.83,99.92,98.55,0.156053,87.02,89.08,84.89,0.082145
defocus_blur_level 3,76.73,78.54,73.53,0.120634,77.5,88.83,80.0,0.150886,97.4,98.76,94.29,0.071945,97.58,98.98,95.65,0.097692,93.25,97.04,89.86,0.012642,79.84,81.98,79.37,0.040244,67.82,73.34,69.47,0.118451,87.72,86.33,84.62,0.073659,66.09,69.36,69.47,0.024258,70.07,73.27,69.57,0.070447,90.22,86.05,90.41,0.087209,99.48,99.76,98.51,0.161506,83.64,86.02,82.9,0.085798
defocus_blur_level 4,64.19,70.26,67.33,0.114631,75.29,86.81,80.0,0.153196,96.54,98.44,95.65,0.076009,97.58,98.81,95.77,0.100957,90.14,95.33,89.19,0.012782,69.46,70.25,70.13,0.043337,63.41,65.54,69.47,0.119076,81.06,82.97,75.36,0.079159,69.72,71.81,73.17,0.02642,75.52,79.93,72.09,0.078406,88.67,84.85,86.49,0.084444,98.96,99.56,98.51,0.165872,80.88,83.71,81.1,0.087857
motion_blur_level 1,94.21,95.59,90.91,0.115038,78.18,88.0,80.0,0.143934,93.94,96.83,92.75,0.069772,98.22,99.14,95.38,0.097476,90.91,95.27,90.91,0.011319,83.84,87.44,80.65,0.035103,85.31,86.46,80.52,0.117776,84.48,87.38,78.38,0.069587,75.48,78.56,72.73,0.023442,82.35,82.66,81.16,0.064555,94.92,95.06,91.43,0.07756,95.37,98.1,94.12,0.156977,88.1,90.87,85.74,0.081878
motion_blur_level 2,92.38,94.34,89.23,0.115111,77.12,88.28,79.52,0.142507,90.73,95.39,89.86,0.071332,95.9,98.21,93.55,0.104053,90.2,95.15,88.52,0.011797,84.57,87.76,80.6,0.035121,83.93,84.86,80.52,0.119087,77.69,83.67,72.97,0.069916,70.06,68.85,73.68,0.024026,79.5,79.93,75.76,0.066873,94.92,94.17,92.75,0.078522,94.47,97.7,92.75,0.158457,85.96,89.03,84.14,0.083067
motion_blur_level 3,91.18,94.36,89.55,0.114551,71.82,84.4,79.52,0.145282,88.06,94.3,88.0,0.073073,93.4,97.28,93.55,0.105512,83.42,91.95,85.71,0.011259,89.53,91.21,83.58,0.037188,79.06,79.54,76.19,0.120086,73.09,79.58,69.66,0.071145,64.1,67.07,70.59,0.025442,82.89,82.44,78.05,0.069051,93.49,92.91,88.57,0.080591,94.65,97.8,92.06,0.170396,83.72,87.74,82.92,0.085298
motion_blur_level 4,87.14,90.14,82.86,0.118302,75.76,86.67,80.49,0.149323,84.14,92.77,84.51,0.082099,94.65,97.42,91.18,0.103324,76.11,86.52,81.58,0.011209,74.38,68.13,75.95,0.039159,83.38,84.42,80.0,0.127018,53.63,61.49,68.82,0.076685,55.65,58.87,70.33,0.028741,68.09,68.23,69.57,0.073527,91.0,89.61,85.29,0.085959,95.37,97.99,94.12,0.168649,78.28,81.86,80.39,0.088666
zoom_blur_level 1,55.46,66.46,67.37,0.142662,61.67,77.47,78.57,0.167558,77.84,89.43,85.71,0.107846,85.61,93.97,86.15,0.137323,74.81,86.71,84.85,0.01885,80.26,80.56,75.68,0.057026,58.77,58.23,70.33,0.153252,33.33,40.56,68.04,0.104375,55.65,59.2,68.13,0.092976,70.16,73.33,70.33,0.142655,74.47,74.27,76.32,0.146185,95.83,98.09,92.75,0.176543,68.66,74.86,77.02,0.120604
zoom_blur_level 2,48.76,56.67,66.67,0.146251,55.0,67.67,76.74,0.174304,75.19,87.25,82.67,0.114334,85.61,93.55,85.33,0.140657,73.67,87.75,82.5,0.023504,73.74,75.39,74.07,0.064929,62.08,54.85,71.91,0.162451,46.1,48.57,68.09,0.125511,48.94,53.22,67.35,0.114221,70.71,69.73,71.26,0.164915,71.26,75.68,70.0,0.171446,95.83,98.12,92.31,0.188204,67.24,72.37,75.74,0.132561
zoom_blur_level 3,29.94,39.49,66.67,0.152157,51.21,62.52,77.5,0.183508,74.24,86.02,84.51,0.122773,81.82,91.71,84.21,0.147289,77.27,88.74,84.93,0.028853,65.2,66.84,69.05,0.069407,54.55,51.71,69.05,0.1653,52.62,61.78,66.67,0.12978,44.9,48.91,66.67,0.124229,56.29,57.78,68.04,0.170496,33.33,44.9,66.67,0.172455,96.02,98.12,94.12,0.189171,59.78,66.54,74.84,0.137952
zoom_blur_level 4,24.52,37.09,66.67,0.153481,57.58,68.79,79.52,0.18808,69.7,84.6,81.08,0.126177,79.36,91.19,82.5,0.145723,77.65,88.91,83.33,0.03207,61.52,64.82,69.14,0.074342,54.55,55.19,68.04,0.164191,55.74,66.28,66.67,0.13558,50.14,49.71,66.67,0.14134,36.27,41.06,67.37,0.175726,29.48,44.03,66.67,0.175959,93.75,97.1,90.62,0.192883,57.52,65.73,74.02,0.142129
brightness_level 1,79.88,81.46,75.47,0.115125,85.8,90.51,86.24,0.146064,88.24,94.43,86.49,0.07583,93.92,97.64,92.78,0.103679,91.92,96.24,88.42,0.011349,87.6,89.52,80.36,0.035635,79.12,81.11,74.51,0.121783,91.4,91.53,84.62,0.071668,77.44,79.47,74.0,0.027129,86.16,88.15,81.19,0.065676,92.39,90.54,87.13,0.083709,90.96,95.43,89.09,0.163685,87.07,89.67,83.36,0.085111
brightness_level 2,72.8,76.47,71.43,0.115953,85.47,90.88,84.91,0.146951,66.24,83.76,81.3,0.079236,88.32,95.18,88.0,0.112347,89.6,95.24,86.96,0.010375,85.32,87.99,79.31,0.036993,78.68,80.86,74.42,0.118954,84.84,86.21,78.9,0.073153,71.68,75.37,69.12,0.0272,86.16,87.25,80.36,0.066015,91.06,89.06,84.62,0.089534,87.92,92.47,88.89,0.184707,82.34,86.73,80.68,0.088452
brightness_level 3,62.0,66.92,68.18,0.121055,80.0,88.32,81.3,0.145991,56.08,76.48,80.0,0.085321,81.52,91.61,83.02,0.117873,86.96,93.75,85.96,0.011105,84.24,86.94,79.17,0.039595,77.72,79.3,74.8,0.119884,82.16,84.19,76.42,0.074154,68.52,73.4,67.14,0.027648,84.04,85.33,80.7,0.067657,86.9,84.32,82.47,0.096824,87.84,91.8,90.2,0.194872,78.17,83.53,79.11,0.091832
brightness_level 4,50.44,57.13,66.67,0.123659,54.53,66.95,80.0,0.161463,49.2,71.68,80.0,0.08834,74.8,88.06,81.3,0.116444,83.52,91.99,84.91,0.012645,84.16,86.97,78.72,0.040927,75.92,77.45,75.81,0.119426,79.84,83.5,74.58,0.07782,67.36,72.82,68.61,0.030484,82.78,84.87,77.97,0.068768,80.59,77.93,77.08,0.102919,83.76,90.1,87.62,0.200218,72.24,79.12,77.77,0.095259
contrast_level 1,82.68,87.25,79.63,0.117929,81.27,90.74,80.85,0.151324,89.76,95.01,88.89,0.073993,96.56,98.48,94.0,0.105263,84.16,92.34,86.0,0.012971,71.92,73.21,70.91,0.032788,66.4,70.43,66.67,0.114008,87.6,89.06,79.67,0.074355,72.44,75.24,70.1,0.030426,74.04,71.49,75.86,0.083994,94.84,94.61,89.52,0.084592,98.24,99.28,96.91,0.168206,83.33,86.43,81.58,0.087487
contrast_level 2,69.56,77.64,67.16,0.121135,82.2,90.91,80.33,0.148852,90.08,95.32,88.0,0.077002,95.04,97.81,92.93,0.10985,71.52,86.35,80.0,0.013163,64.08,67.96,67.59,0.032163,64.92,69.42,67.11,0.118602,85.96,87.42,79.66,0.078547,80.24,81.85,76.0,0.035054,74.4,74.58,73.58,0.09279,93.2,92.57,87.85,0.087146,97.28,98.92,95.92,0.168237,80.71,85.06,79.68,0.090212
contrast_level 3,62.16,70.68,68.8,0.131599,78.0,88.58,79.34,0.152085,82.8,91.63,84.68,0.081579,90.0,95.93,89.13,0.117508,49.52,73.52,80.0,0.016218,61.96,65.65,66.67,0.033777,69.64,72.44,70.31,0.130001,82.52,83.94,77.55,0.086754,87.92,89.2,82.0,0.041405,74.32,74.8,72.73,0.101099,89.32,88.96,83.93,0.091102,96.0,98.34,93.75,0.174178,77.01,82.81,79.07,0.096442
contrast_level 4,70.72,74.9,69.92,0.139801,63.73,79.34,76.92,0.161164,51.04,74.72,80.0,0.08991,77.52,89.7,81.55,0.126908,39.12,63.15,80.0,0.025858,54.16,56.03,68.12,0.041426,65.16,64.07,69.29,0.143229,74.44,77.73,72.87,0.093466,92.36,93.96,85.42,0.050126,77.0,77.69,77.05,0.115445,79.8,80.68,75.51,0.103685,90.32,95.89,87.5,0.176517,69.61,77.32,77.01,0.105628
rotation_level 1,51.56,62.08,69.39,0.121268,50.0,66.22,77.27,0.149422,83.04,92.17,83.78,0.078285,91.7,96.41,90.91,0.107294,92.56,96.77,89.86,0.012082,83.48,83.11,78.87,0.037532,58.48,52.66,75.0,0.133517,80.02,82.86,76.71,0.078959,67.21,68.07,70.83,0.026295,65.66,68.42,68.97,0.069628,93.34,93.07,90.67,0.084094,93.08,97.08,90.62,0.175052,75.84,79.91,80.24,0.089452
rotation_level 2,57.61,66.43,67.39,0.131599,45.29,63.5,77.27,0.145496,83.04,92.08,84.51,0.080104,93.77,97.19,89.47,0.106311,85.81,92.57,86.49,0.011812,66.61,59.34,73.56,0.037003,52.08,57.49,66.67,0.130014,77.16,80.22,75.29,0.080248,70.16,72.56,71.26,0.029118,43.94,48.99,68.0,0.067255,86.42,86.23,80.56,0.084191,79.07,90.63,81.97,0.182554,70.08,75.6,76.87,0.090475
rotation_level 3,51.21,58.58,68.0,0.127155,58.68,77.5,77.27,0.154932,72.66,83.67,83.12,0.080354,92.04,96.66,89.86,0.11223,87.72,93.92,87.67,0.012025,73.96,72.58,73.81,0.037633,51.64,50.86,68.69,0.136041,83.91,85.28,77.65,0.082572,57.7,61.78,67.33,0.026982,44.38,48.84,66.67,0.066849,90.57,91.42,86.49,0.083974,88.93,95.13,88.24,0.180435,71.12,76.35,77.9,0.091765
rotation_level 4,61.76,69.78,67.33,0.129659,40.44,56.09,79.07,0.16255,77.68,88.07,84.51,0.08254,90.66,94.97,91.43,0.111657,84.78,92.69,86.08,0.011765,58.65,52.85,70.59,0.039043,58.65,55.6,70.97,0.137821,69.64,76.03,70.59,0.081783,61.94,65.75,68.42,0.031675,56.57,65.54,66.67,0.067051,88.06,88.19,84.51,0.083709,88.24,95.18,87.1,0.186444,69.76,75.06,77.27,0.093808
zooming_level 1,93.66,95.1,87.88,0.119496,83.03,89.46,82.54,0.149247,90.55,95.79,89.55,0.069525,98.4,99.23,95.52,0.094594,94.12,96.99,91.67,0.010888,78.42,78.32,75.32,0.03442,76.49,78.04,73.81,0.117815,91.0,91.42,84.37,0.074004,74.75,74.17,73.33,0.023672,82.35,82.11,77.61,0.066139,93.58,91.5,89.86,0.082477,100.0,100.0,100.0,0.1619,88.03,89.34,85.12,0.083681
zooming_level 2,93.94,96.13,91.8,0.12601,76.67,86.11,80.0,0.149976,93.4,97.26,92.06,0.070445,97.5,99.05,96.97,0.098916,93.58,96.75,91.67,0.011346,74.2,77.14,72.09,0.034255,80.9,83.61,76.92,0.122862,95.78,95.42,92.54,0.075521,71.99,75.63,70.42,0.025483,81.19,83.52,75.41,0.06802,93.23,91.05,89.23,0.084599,99.29,99.63,98.51,0.162725,87.64,90.11,85.64,0.085846
zooming_level 3,94.03,95.64,89.86,0.122858,76.52,87.8,78.12,0.152389,91.8,96.19,88.89,0.069462,97.33,98.86,95.38,0.102627,92.87,96.47,90.62,0.01271,89.9,92.25,82.86,0.036095,80.07,82.17,76.32,0.12108,94.67,93.47,91.43,0.077691,67.95,65.71,73.81,0.025655,78.79,83.36,71.87,0.067575,91.18,89.81,86.57,0.085891,99.64,99.82,98.51,0.16363,87.9,90.13,85.35,0.086472
zooming_level 4,89.44,90.92,86.96,0.12732,76.06,87.43,79.37,0.154987,91.09,96.0,88.57,0.070155,96.97,98.74,96.87,0.102768,92.34,96.61,90.62,0.012971,86.41,88.66,81.01,0.035326,77.41,79.79,77.92,0.12127,95.41,96.12,92.06,0.080629,66.76,63.95,73.33,0.025533,73.8,77.64,72.13,0.0689,90.29,88.33,89.23,0.088174,100.0,100.0,100.0,0.174054,86.33,88.68,85.67,0.088507
shifting_level 1,79.34,84.29,81.25,0.127877,59.7,73.6,77.11,0.157979,83.52,92.05,86.57,0.077159,95.27,98.04,92.06,0.106579,91.86,96.59,90.14,0.011272,80.81,81.35,78.26,0.036295,73.19,76.78,72.46,0.127637,78.15,79.89,77.61,0.078531,77.5,78.69,78.38,0.025957,71.63,74.15,71.05,0.067851,95.78,94.69,92.75,0.081681,93.94,97.49,91.8,0.168978,81.72,85.63,82.45,0.088983
shifting_level 2,58.59,63.61,68.04,0.12274,59.24,75.18,76.74,0.16076,89.39,94.8,92.54,0.078188,90.72,96.44,91.8,0.107734,89.96,95.81,88.89,0.010927,81.63,79.39,76.92,0.03466,61.34,61.87,71.11,0.127211,78.97,81.75,76.19,0.076388,80.26,80.57,76.19,0.025714,69.33,71.13,69.88,0.068792,95.87,95.72,91.43,0.082328,93.18,97.01,93.94,0.163878,79.04,82.77,81.14,0.088277
shifting_level 3,54.45,60.03,67.39,0.126807,59.7,72.75,77.92,0.170439,83.33,92.26,85.71,0.077924,87.12,94.98,87.5,0.107795,89.96,95.64,90.32,0.012394,79.71,77.42,80.0,0.03591,59.6,56.91,69.23,0.131125,80.53,82.82,75.32,0.078339,76.68,78.44,73.81,0.025833,74.75,79.36,73.33,0.068565,93.76,93.4,86.96,0.081629,92.23,96.47,91.18,0.167271,77.65,81.71,79.89,0.090336
shifting_level 4,60.79,64.68,68.75,0.127165,43.94,61.52,76.74,0.155742,85.42,93.64,85.71,0.080163,90.34,96.31,90.32,0.112724,87.69,94.91,86.15,0.012032,76.58,73.17,75.0,0.03454,62.35,60.35,69.47,0.127669,91.64,90.48,88.57,0.079501,80.07,77.39,75.68,0.026003,68.41,67.76,74.7,0.070494,92.47,90.9,90.41,0.08207,79.92,89.85,85.33,0.169427,76.63,80.08,80.57,0.089794
