transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,90.0,91.53,83.25,0.115044,82.48,90.01,81.22,0.144883,92.82,96.78,89.95,0.07065,98.04,99.15,95.34,0.098494,95.2,97.67,93.2,0.010741,87.66,89.4,81.28,0.035438,78.57,81.93,72.13,0.119367,91.52,92.11,84.54,0.071049,74.59,75.89,71.82,0.02447,83.8,84.47,77.78,0.063633,94.44,93.53,89.1,0.080585,98.18,99.25,96.48,0.157551,88.94,90.98,84.67,0.082659
gaussian_noise_level 1,92.3,94.29,86.57,0.120621,79.41,87.03,82.35,0.148512,82.7,92.4,85.33,0.072038,99.31,99.66,97.14,0.101141,98.96,99.52,96.97,0.011146,78.81,79.42,73.97,0.042981,78.03,82.79,72.13,0.127745,91.7,91.36,86.84,0.070134,65.05,64.61,68.18,0.02476,81.31,82.47,76.19,0.063601,91.26,87.0,88.0,0.084569,100.0,100.0,100.0,0.157186,86.57,88.38,84.47,0.08537
gaussian_noise_level 2,80.71,85.45,73.12,0.120531,81.32,86.5,86.96,0.148367,81.49,91.37,83.95,0.075884,99.13,99.62,98.51,0.109811,98.79,99.45,97.06,0.010528,70.76,68.86,74.42,0.045783,78.55,82.97,72.22,0.12672,92.39,91.13,86.96,0.072671,65.22,65.97,71.26,0.025681,76.47,79.31,74.19,0.06806,90.48,86.18,88.89,0.086794,97.58,98.92,95.38,0.16852,84.41,86.31,83.58,0.088279
gaussian_noise_level 3,72.84,77.67,73.12,0.129058,72.65,81.02,82.5,0.149138,80.45,91.05,82.67,0.081048,98.27,99.26,97.06,0.115431,96.89,98.77,96.97,0.010721,61.85,59.78,70.45,0.05231,76.82,79.85,73.17,0.130314,89.53,88.89,85.71,0.07706,62.46,67.64,66.67,0.026511,81.14,82.84,77.14,0.071541,92.04,89.13,88.89,0.089958,96.54,98.58,94.29,0.1691,81.79,84.54,82.39,0.091849
gaussian_noise_level 4,56.83,62.44,68.75,0.136678,61.18,75.15,78.16,0.151778,83.74,92.19,84.51,0.086897,95.5,98.16,93.94,0.120879,89.45,95.72,88.24,0.01125,66.0,67.17,71.26,0.058151,67.13,70.25,69.33,0.140164,88.93,88.09,83.12,0.082402,65.14,69.1,67.65,0.03391,78.89,78.25,76.47,0.078681,89.53,87.93,83.78,0.093619,86.68,94.16,86.08,0.171722,77.42,81.55,79.27,0.097178
shot_noise_level 1,82.0,84.87,77.65,0.123962,79.39,89.64,79.31,0.151864,91.44,96.27,88.89,0.072879,93.4,97.32,92.06,0.105606,94.65,97.54,93.94,0.010503,74.84,76.89,74.7,0.040448,77.96,82.04,73.42,0.121885,94.4,95.19,90.62,0.072425,74.2,76.95,72.29,0.02501,85.29,87.55,79.45,0.064224,94.3,94.38,89.86,0.081076,96.43,98.31,94.12,0.160903,86.52,89.75,83.86,0.085899
shot_noise_level 2,73.65,75.08,75.32,0.132136,80.0,90.15,80.0,0.145365,88.24,94.98,88.89,0.075889,91.8,96.62,90.62,0.110636,93.23,97.17,91.8,0.01092,72.36,74.65,73.42,0.045517,71.07,74.91,70.73,0.123283,94.58,94.61,88.0,0.074056,75.67,79.11,73.02,0.027539,83.24,85.03,78.87,0.066241,94.39,94.43,87.67,0.08298,94.83,97.85,93.75,0.171049,84.42,87.88,82.67,0.088801
shot_noise_level 3,76.31,78.42,73.85,0.13866,78.64,89.34,80.0,0.157629,83.78,92.44,86.57,0.079749,88.77,95.53,90.32,0.116061,86.63,93.4,86.57,0.010695,60.24,57.69,68.24,0.049073,66.85,68.61,68.82,0.126624,85.03,86.71,80.56,0.080471,77.32,81.49,71.43,0.029683,84.58,85.91,79.45,0.069012,93.76,93.47,86.96,0.085641,97.68,98.95,95.24,0.176045,81.63,85.16,80.67,0.093279
shot_noise_level 4,67.03,63.87,72.09,0.143714,56.06,65.92,78.05,0.159935,82.0,91.91,82.5,0.082192,83.07,91.75,83.58,0.119872,64.53,81.06,79.52,0.010925,61.16,55.33,73.33,0.052956,66.57,62.63,70.45,0.138483,78.7,82.23,74.29,0.092183,79.25,81.08,77.92,0.034501,88.77,90.81,82.19,0.07594,88.68,88.44,82.35,0.090516,74.87,87.14,83.12,0.176806,74.22,78.51,78.28,0.098169
impulse_noise_level 1,68.32,72.71,71.43,0.123383,82.27,90.91,81.25,0.14904,94.32,97.27,92.54,0.078826,96.4,98.6,95.24,0.111116,93.94,97.35,93.75,0.010761,78.42,79.06,74.58,0.045618,85.49,85.21,80.0,0.124598,88.71,90.05,81.16,0.070879,75.94,78.94,75.0,0.026947,77.69,78.15,75.29,0.065303,94.21,93.97,91.43,0.083175,95.83,98.3,95.38,0.155817,85.96,88.38,83.92,0.087122
impulse_noise_level 2,54.82,60.28,67.35,0.124436,77.12,88.18,78.87,0.147969,92.23,96.57,90.32,0.084992,97.16,99.05,98.46,0.107438,93.75,97.43,92.54,0.010505,75.85,73.59,77.78,0.048825,85.12,85.17,81.01,0.127221,85.86,87.86,80.6,0.073024,67.95,72.76,68.75,0.025245,71.9,75.19,72.73,0.067115,93.11,91.76,89.19,0.08411,92.05,97.05,92.31,0.163363,82.24,85.41,82.49,0.088687
impulse_noise_level 3,43.07,51.89,66.67,0.124887,78.18,89.15,79.37,0.153212,93.75,96.92,91.67,0.084452,97.16,98.87,96.87,0.112858,94.32,97.48,91.18,0.010753,74.29,74.8,74.42,0.050563,82.74,83.1,80.56,0.134101,79.89,83.29,76.32,0.073775,73.09,73.99,74.16,0.027742,69.79,73.78,69.66,0.069073,93.11,93.17,87.67,0.088543,90.34,95.47,90.62,0.169638,80.81,84.33,81.6,0.091633
impulse_noise_level 4,46.37,56.25,68.04,0.137533,67.27,77.39,77.65,0.147593,90.91,95.4,91.43,0.088527,90.91,96.12,89.55,0.122325,87.31,93.03,91.18,0.011117,65.56,68.14,68.82,0.05648,74.2,74.42,75.0,0.141671,79.8,82.9,76.54,0.080745,64.19,67.79,69.44,0.032539,64.1,66.47,68.97,0.076242,91.37,91.91,85.71,0.091516,73.11,87.07,82.19,0.175514,74.59,79.74,78.71,0.096817
defocus_blur_level 1,89.79,90.19,86.11,0.115027,77.5,88.47,80.49,0.144677,96.02,98.29,92.75,0.069046,98.1,99.18,95.65,0.093694,97.23,98.61,95.77,0.011158,88.41,89.55,82.86,0.034215,71.19,77.64,69.57,0.117582,91.96,91.41,85.71,0.070619,73.88,76.12,70.83,0.022804,79.07,80.61,76.19,0.062614,91.26,88.04,89.19,0.078803,99.65,99.84,98.51,0.157373,87.84,89.83,85.3,0.081468
