transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
impulse_noise_level 2,91.96,79.15,36.48,0.248094,98.08,96.98,58.55,0.266043,95.92,89.06,55.55,0.193676,98.25,80.36,53.11,0.295145,94.95,87.75,47.27,0.178338,99.45,93.84,24.19,0.228076,97.76,90.59,10.27,0.272172,98.55,89.79,79.88,0.283013,98.24,88.73,49.38,0.284161,94.85,86.66,50.4,0.285681,94.55,83.98,39.44,0.24131,96.92,89.77,54.6,0.220794,96.62,88.06,46.59,0.249709
impulse_noise_level 3,91.43,78.72,32.26,0.256197,98.17,97.11,59.43,0.261485,96.88,84.12,55.97,0.2061,98.16,73.67,53.97,0.291696,94.98,84.2,48.38,0.188104,98.65,89.19,22.75,0.250006,96.77,87.12,6.21,0.280758,98.45,90.12,79.45,0.282082,98.15,88.54,48.45,0.286566,93.88,86.81,48.55,0.288106,94.08,82.89,38.0,0.244994,96.27,82.87,55.1,0.233318,96.32,85.45,45.71,0.255784
impulse_noise_level 4,84.71,65.48,24.54,0.272983,97.8,96.21,59.79,0.280705,96.75,81.34,53.71,0.223615,97.51,69.77,49.65,0.299685,94.3,81.52,46.63,0.208453,96.67,79.75,19.86,0.293898,95.04,82.56,3.73,0.306596,98.09,88.69,78.68,0.292253,98.2,87.42,47.56,0.301243,92.84,82.8,44.81,0.308507,93.95,80.76,36.15,0.260617,94.59,77.52,51.84,0.257174,95.04,81.15,43.08,0.275477
defocus_blur_level 1,99.63,98.55,56.84,0.256089,98.38,98.07,57.98,0.275774,95.89,96.88,42.39,0.178432,98.59,85.93,64.74,0.319771,95.17,95.43,47.19,0.151025,99.76,98.04,27.18,0.220833,98.58,88.5,13.88,0.239556,98.42,89.29,75.82,0.273272,96.9,88.47,48.12,0.274856,96.12,91.06,45.63,0.267349,95.53,86.04,39.95,0.233488,98.96,98.39,54.97,0.192652,97.66,92.89,47.89,0.240258
defocus_blur_level 2,99.62,98.56,56.92,0.254766,98.32,98.11,57.88,0.277302,95.87,97.0,41.91,0.183521,98.61,86.17,65.02,0.31602,95.12,95.22,46.87,0.153874,99.76,97.81,27.71,0.215205,98.51,88.26,14.97,0.243128,98.36,89.14,75.12,0.272432,96.86,88.42,47.35,0.27289,96.0,91.28,45.75,0.268311,95.57,86.24,39.93,0.236147,98.98,98.24,55.38,0.193564,97.63,92.87,47.9,0.240597
defocus_blur_level 3,99.58,98.53,55.39,0.247834,98.1,97.98,58.01,0.281302,93.64,95.69,41.12,0.197445,98.6,85.47,65.99,0.318766,94.89,93.86,46.93,0.161439,99.71,96.83,27.98,0.239545,98.52,88.41,11.14,0.240065,98.11,88.33,71.96,0.281806,96.7,87.24,47.46,0.286193,95.83,89.34,45.85,0.271849,95.64,85.69,39.25,0.246412,98.93,98.27,55.5,0.205226,97.35,92.14,47.22,0.248157
defocus_blur_level 4,99.59,98.49,51.25,0.246942,97.36,97.08,58.19,0.292378,93.0,95.04,41.08,0.212741,98.54,83.0,65.37,0.317615,94.83,91.58,45.16,0.178718,99.65,96.21,29.92,0.24508,98.4,87.1,12.74,0.261131,97.99,86.46,69.58,0.294541,96.07,85.68,45.89,0.29621,95.43,83.73,45.67,0.287877,95.13,84.78,38.58,0.25848,98.64,97.8,51.87,0.229131,97.05,90.58,46.28,0.26007
motion_blur_level 1,99.14,95.1,37.43,0.242818,98.6,94.04,55.91,0.271889,93.23,95.31,62.48,0.169712,99.27,91.88,66.57,0.334432,96.03,94.81,46.37,0.151598,99.58,97.22,32.87,0.244351,99.03,93.7,15.59,0.249997,99.75,94.82,79.63,0.273184,93.66,81.63,39.95,0.286509,94.4,89.45,48.53,0.274203,95.7,84.96,32.82,0.246528,98.69,97.64,28.69,0.273515,97.26,92.55,45.57,0.251561
motion_blur_level 2,98.69,95.14,36.18,0.250175,98.52,94.36,56.87,0.271534,93.68,95.39,61.02,0.178249,99.3,92.75,65.98,0.32487,96.2,93.35,46.28,0.164086,99.48,96.41,33.29,0.247857,98.87,93.89,13.47,0.251613,99.75,95.51,79.01,0.280602,92.41,80.39,42.5,0.287563,93.75,90.48,49.11,0.276092,95.52,81.68,32.33,0.252148,98.78,97.31,29.25,0.279579,97.08,92.22,45.44,0.255364
motion_blur_level 3,98.4,94.25,35.03,0.256779,98.45,93.84,56.45,0.276194,93.03,95.58,58.32,0.190263,99.29,88.25,64.85,0.324129,95.82,92.48,44.64,0.180831,99.6,97.8,33.57,0.263623,98.35,91.13,8.88,0.26018,99.65,94.98,77.11,0.290804,93.34,83.44,37.52,0.286565,92.72,90.65,48.31,0.292982,95.0,80.72,29.53,0.269818,98.91,96.22,29.57,0.274147,96.88,91.61,43.65,0.26386
motion_blur_level 4,97.63,92.69,32.55,0.263617,97.48,90.62,51.33,0.281483,95.76,91.55,59.98,0.213297,99.06,88.23,65.26,0.325114,94.3,91.11,38.55,0.203148,99.19,94.52,31.59,0.271139,97.63,89.88,8.63,0.298667,99.46,93.12,74.52,0.317646,92.37,75.8,39.44,0.322775,90.92,88.7,42.24,0.318769,94.66,73.01,27.66,0.302421,98.57,95.95,27.6,0.275183,96.42,88.76,41.61,0.282772
zoom_blur_level 1,83.51,67.15,1.56,0.330423,88.26,65.14,14.38,0.363673,65.04,52.96,15.49,0.359422,96.94,62.49,43.83,0.407508,86.74,71.29,22.64,0.299182,90.91,48.67,0.98,0.346517,91.18,61.09,0.76,0.301313,93.64,66.09,24.99,0.424752,90.04,63.9,13.43,0.454338,90.09,72.95,13.61,0.432069,93.77,69.07,24.77,0.441303,86.6,79.87,25.36,0.349877,88.06,65.06,16.82,0.375865
zoom_blur_level 2,77.67,59.75,0.89,0.339159,83.05,51.87,6.54,0.381404,64.34,47.92,8.85,0.376146,95.74,59.75,28.3,0.432691,83.38,61.77,16.31,0.294896,86.74,33.24,0.51,0.279616,87.27,46.09,0.41,0.279514,90.92,60.85,15.34,0.475922,85.26,57.07,7.96,0.499735,88.41,68.48,7.71,0.480895,91.43,62.58,16.44,0.490441,86.49,79.57,23.35,0.369254,85.06,57.41,11.05,0.391639
zoom_blur_level 3,73.99,55.47,0.64,0.265647,78.38,43.36,4.9,0.412076,64.57,41.32,5.15,0.382393,93.44,50.36,12.03,0.417197,80.92,48.31,14.76,0.300611,82.74,22.6,0.35,0.288485,85.59,41.7,0.37,0.324842,88.18,55.32,5.43,0.439014,80.72,48.5,3.53,0.527899,87.63,61.62,4.64,0.475262,87.88,49.44,10.61,0.52733,85.95,70.77,21.85,0.367744,82.5,49.06,7.02,0.394042
zoom_blur_level 4,71.5,51.7,0.58,0.274462,74.1,37.64,3.19,0.431592,63.97,38.0,3.88,0.386006,91.56,45.12,8.82,0.424446,78.18,40.19,13.45,0.312059,78.45,17.66,0.27,0.305041,83.95,40.44,0.32,0.355567,84.85,49.84,4.02,0.422253,77.7,41.86,3.77,0.543829,86.86,62.57,4.4,0.498732,84.26,39.29,7.26,0.537921,84.87,64.48,19.67,0.371408,80.02,44.07,5.8,0.405276
brightness_level 1,98.19,93.66,34.51,0.225564,99.39,98.44,58.86,0.265005,93.98,96.35,52.02,0.184926,98.62,84.38,65.15,0.335933,95.2,94.68,47.57,0.150054,99.22,93.72,29.84,0.263928,98.8,93.38,15.44,0.240688,98.74,89.01,73.97,0.279978,94.11,86.66,46.22,0.283929,92.83,89.74,45.61,0.277775,95.01,84.0,36.43,0.247909,98.8,97.12,59.69,0.177206,96.91,91.76,47.11,0.244408
brightness_level 2,97.66,90.92,33.82,0.221385,99.4,98.53,59.69,0.268552,91.31,92.74,44.77,0.21086,97.26,76.7,61.05,0.308364,94.91,94.25,46.72,0.152701,98.73,91.67,27.95,0.258359,98.36,91.31,13.8,0.2477,98.75,88.19,73.24,0.288627,94.48,86.96,46.47,0.286734,92.38,88.57,45.37,0.28647,95.01,84.88,37.09,0.252355,97.8,94.41,51.76,0.202865,96.34,89.93,45.14,0.248748
brightness_level 3,96.8,87.51,28.0,0.237995,99.38,98.13,59.81,0.273719,85.85,87.28,35.03,0.221594,96.29,67.65,57.88,0.310848,94.56,94.04,45.64,0.158101,98.58,90.89,25.86,0.263552,98.02,91.15,8.71,0.264001,98.69,87.66,71.51,0.296208,94.76,86.63,46.54,0.29414,91.81,87.38,43.61,0.294517,95.55,88.09,39.08,0.267972,94.5,89.05,38.92,0.235082,95.4,87.96,41.72,0.259811
brightness_level 4,95.5,83.85,17.05,0.25293,98.62,94.48,55.02,0.300536,79.8,80.48,27.45,0.236967,94.75,56.29,41.63,0.349544,93.95,93.46,43.72,0.167302,98.36,90.45,24.19,0.277383,97.78,90.28,8.23,0.263869,98.63,86.68,69.05,0.308724,94.78,86.07,45.81,0.298346,91.18,85.92,41.4,0.30708,94.87,85.45,36.49,0.276827,89.17,79.0,25.05,0.267666,93.95,84.37,36.26,0.275598
contrast_level 1,99.46,98.09,46.18,0.248909,97.99,94.55,57.3,0.239574,92.45,94.91,45.25,0.167966,98.82,90.84,62.8,0.318566,95.88,93.02,46.46,0.162129,99.72,97.96,23.48,0.248435,99.18,93.45,21.71,0.256522,99.62,95.85,77.8,0.272535,98.03,87.65,48.04,0.266092,96.45,88.56,51.02,0.283334,96.79,84.27,41.18,0.237948,97.88,97.25,44.0,0.205975,97.69,93.03,47.1,0.242332
contrast_level 2,99.4,97.87,45.51,0.248271,97.79,94.65,57.34,0.241813,92.97,94.97,44.89,0.167518,98.82,91.12,61.82,0.317291,95.48,92.61,45.32,0.166016,99.74,98.06,24.46,0.250797,99.13,93.06,21.18,0.263489,99.61,95.71,77.38,0.273357,98.11,87.82,47.67,0.270939,96.32,87.7,51.06,0.291243,96.72,84.19,40.97,0.239233,97.86,97.13,44.27,0.213253,97.66,92.91,46.82,0.245268
contrast_level 3,99.2,96.78,45.22,0.25351,97.37,93.86,57.38,0.248945,92.91,94.86,42.21,0.183299,98.66,89.2,59.81,0.311965,95.1,91.69,43.93,0.182562,99.74,98.09,27.29,0.235353,99.02,93.14,18.54,0.282031,99.6,95.83,76.78,0.280483,98.15,89.12,48.31,0.279659,96.28,85.93,50.48,0.305975,96.61,84.14,41.11,0.247274,97.05,96.11,40.7,0.247156,97.47,92.4,45.98,0.254851
contrast_level 4,96.84,88.87,26.4,0.281303,96.08,91.41,56.35,0.273542,94.11,92.42,34.75,0.219261,97.62,82.23,48.3,0.345001,94.01,88.61,40.95,0.212305,99.59,96.19,29.0,0.262061,97.93,87.2,9.98,0.327618,99.55,95.33,74.23,0.294582,98.27,89.52,49.82,0.305692,95.74,80.75,47.83,0.336515,95.77,81.46,39.01,0.271453,89.52,86.57,23.97,0.311662,96.25,88.38,40.05,0.28675
rotation_level 1,99.12,92.96,47.39,0.253141,98.0,95.37,50.84,0.264093,91.86,94.75,53.17,0.175779,98.57,87.16,64.67,0.331607,95.08,93.93,45.44,0.147858,99.77,97.07,33.42,0.253856,98.58,95.79,18.35,0.239136,98.27,89.95,74.48,0.276908,97.71,92.81,51.12,0.267225,99.04,90.31,56.04,0.279509,96.18,86.48,41.83,0.249306,97.73,97.36,47.01,0.194527,97.49,92.83,48.65,0.244412
rotation_level 2,99.01,95.94,45.23,0.25546,97.69,94.01,41.4,0.266412,92.42,94.89,51.79,0.178404,98.53,88.63,64.16,0.335106,94.54,93.14,42.88,0.149799,99.44,95.59,9.58,0.195846,98.41,94.58,6.74,0.234885,98.2,90.92,69.81,0.282449,97.37,91.2,41.77,0.264236,98.9,91.18,36.7,0.264486,96.2,85.46,40.54,0.242613,97.72,97.83,46.58,0.1949,97.37,92.78,41.43,0.238716
rotation_level 3,98.62,92.64,21.94,0.250573,96.28,89.29,25.07,0.246655,92.07,93.95,41.11,0.182015,98.42,86.18,60.2,0.353461,93.72,90.37,38.17,0.143025,98.76,90.69,5.07,0.18236,97.26,90.47,2.66,0.206439,97.93,89.23,52.13,0.277929,97.05,90.06,27.51,0.265678,97.8,84.61,18.1,0.256868,95.79,83.64,33.68,0.244426,97.0,96.84,39.55,0.184296,96.72,89.83,30.43,0.23281
rotation_level 4,98.13,91.49,16.08,0.242379,96.06,87.9,17.99,0.231577,91.02,91.86,35.93,0.175121,98.39,85.71,54.65,0.351819,91.8,84.86,31.76,0.142126,97.96,90.38,3.17,0.182416,95.59,87.68,1.74,0.19765,97.44,87.97,42.6,0.288032,96.0,86.52,17.59,0.250927,97.11,84.26,14.18,0.242305,95.31,80.15,26.52,0.230361,95.7,93.82,30.81,0.178459,95.88,87.72,24.42,0.226098
zooming_level 1,99.45,97.76,40.56,0.268112,98.43,96.05,59.36,0.242714,91.2,95.35,51.56,0.159287,99.44,94.88,62.65,0.335775,95.13,94.36,42.76,0.155325,99.44,95.47,21.82,0.217204,99.05,91.69,22.86,0.245408,99.67,94.86,77.83,0.27707,98.47,84.95,47.17,0.282381,91.29,85.44,42.78,0.276502,94.93,84.07,38.68,0.246464,98.48,97.32,66.11,0.167319,97.08,92.68,47.84,0.239463
zooming_level 2,99.39,98.86,41.27,0.266766,98.26,97.23,58.24,0.249338,91.27,96.63,52.15,0.163339,99.37,94.88,64.25,0.32685,95.02,92.9,42.75,0.154059,99.43,96.09,18.6,0.214941,99.23,92.29,23.88,0.248056,99.65,94.18,78.68,0.283339,98.14,85.75,48.36,0.292487,90.06,81.87,42.0,0.27118,93.76,83.7,37.51,0.255592,98.42,96.72,67.27,0.16979,96.83,92.59,47.91,0.241311
zooming_level 3,98.97,97.83,42.18,0.280457,98.11,96.82,57.73,0.243893,91.58,97.16,53.5,0.164645,99.3,93.75,64.27,0.331716,94.75,91.07,43.18,0.157746,99.51,95.2,21.83,0.221775,98.98,91.43,20.97,0.250611,99.55,92.6,79.92,0.285456,98.14,83.62,47.98,0.294416,89.27,82.64,40.48,0.269094,93.79,83.23,38.93,0.265075,98.27,96.47,67.13,0.173912,96.68,91.82,48.18,0.2449
zooming_level 4,99.09,97.94,41.25,0.265539,97.45,95.78,56.96,0.251807,91.52,96.96,53.47,0.164423,99.31,94.48,64.36,0.333191,93.74,92.35,40.77,0.160199,99.45,95.31,24.3,0.206314,99.05,90.15,25.08,0.251071,99.52,93.77,78.85,0.284291,98.35,83.43,48.82,0.297929,87.83,83.15,41.56,0.278591,92.41,81.26,36.7,0.266059,98.13,96.64,67.81,0.175949,96.32,91.77,48.33,0.244614
shifting_level 1,99.5,94.95,47.45,0.249211,99.4,98.78,58.78,0.260736,94.25,94.48,43.52,0.201425,99.25,92.02,68.13,0.332188,95.85,93.77,51.54,0.154465,99.56,96.41,21.14,0.272331,99.06,94.28,20.49,0.260243,99.66,95.24,73.19,0.298142,90.46,81.81,42.63,0.285627,94.25,88.9,44.04,0.267457,95.7,81.71,35.09,0.238064,99.59,96.99,39.23,0.289592,97.21,92.44,45.44,0.259123
shifting_level 2,99.64,96.17,47.52,0.230471,99.36,98.82,59.47,0.26358,94.53,96.12,44.03,0.203118,99.31,92.31,68.19,0.331984,95.89,95.13,52.07,0.15159,99.44,95.99,24.8,0.284161,99.08,93.75,15.47,0.253656,99.57,95.02,74.52,0.289436,90.26,80.46,42.65,0.28196,94.41,89.34,44.12,0.262206,95.32,79.66,36.55,0.236349,99.62,97.13,39.78,0.278877,97.2,92.49,45.76,0.255616
shifting_level 3,99.45,95.54,46.73,0.250888,99.45,98.94,61.27,0.263946,93.3,96.77,42.32,0.199868,99.25,94.05,68.2,0.328286,95.84,94.74,52.01,0.154455,99.29,93.69,22.13,0.259668,98.93,92.83,15.76,0.259914,99.58,95.07,73.8,0.302555,91.09,82.21,45.18,0.293775,94.0,91.49,44.31,0.259748,95.3,80.66,34.82,0.237815,99.65,97.19,37.89,0.285081,97.09,92.76,45.37,0.258
shifting_level 4,99.24,94.54,31.61,0.25913,99.07,97.23,45.94,0.278027,93.89,93.23,29.19,0.20898,99.09,91.08,65.55,0.331139,94.64,92.18,44.52,0.15731,99.07,93.48,8.05,0.259355,98.58,93.47,3.93,0.246307,99.44,93.0,68.95,0.330934,90.21,81.64,34.81,0.315067,93.3,87.88,35.11,0.275183,95.41,79.83,31.31,0.229434,99.45,95.77,33.48,0.308594,96.78,91.11,36.04,0.266622
