transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,99.36,96.61,45.21,0.254835,98.77,96.38,57.06,0.256049,91.66,95.16,49.08,0.172493,98.98,90.76,64.52,0.327146,95.61,93.63,47.05,0.151464,99.57,96.53,24.13,0.247968,98.96,93.01,17.59,0.247002,99.2,93.46,75.6,0.27456,95.81,86.61,47.03,0.27756,94.89,89.45,47.79,0.272299,95.9,84.22,38.96,0.243494,98.48,97.31,52.83,0.184059,97.27,92.76,47.24,0.242411
gaussian_noise_level 1,98.85,94.17,36.21,0.231858,99.11,92.95,60.57,0.252247,93.94,95.01,52.82,0.184379,99.02,82.82,61.27,0.296261,95.78,90.36,51.2,0.15084,99.53,93.88,30.66,0.251364,98.76,90.34,13.99,0.243969,99.49,91.9,72.28,0.270196,95.2,84.83,45.14,0.262073,94.46,86.38,39.27,0.261489,96.47,82.15,39.8,0.238356,98.0,98.47,59.36,0.180292,97.38,90.27,46.88,0.235277
gaussian_noise_level 2,97.5,92.18,34.57,0.245383,98.96,91.49,61.03,0.257454,95.76,93.56,52.67,0.188389,98.96,76.6,61.87,0.314303,95.35,88.38,50.88,0.15818,99.23,91.88,29.81,0.272269,98.62,89.72,12.32,0.258073,99.48,90.8,72.36,0.270495,95.44,85.91,46.81,0.272764,93.83,80.25,38.44,0.271067,96.38,81.86,40.08,0.239968,97.33,98.09,58.89,0.188953,97.24,88.39,46.64,0.244775
gaussian_noise_level 3,95.86,88.8,33.16,0.25253,98.73,90.82,59.79,0.268946,97.15,94.44,55.07,0.203244,98.71,76.72,60.1,0.317955,94.53,83.56,49.83,0.168675,97.9,87.16,30.09,0.281307,97.91,86.4,13.59,0.282777,99.42,89.48,69.68,0.272925,95.31,84.64,43.84,0.27293,92.5,78.8,36.3,0.282259,96.55,81.18,38.23,0.249153,97.25,97.18,56.96,0.212979,96.82,86.6,45.55,0.255473
gaussian_noise_level 4,92.0,82.01,27.83,0.263953,98.38,92.51,58.82,0.285585,97.55,92.76,56.77,0.217795,98.04,70.87,58.68,0.328578,92.61,76.95,48.23,0.192268,96.22,82.3,26.56,0.303226,96.77,83.36,6.81,0.292388,99.25,88.41,64.09,0.277082,95.87,82.17,46.97,0.285791,91.18,74.62,33.15,0.300815,96.29,78.02,39.35,0.262352,96.99,96.67,56.79,0.245337,95.93,83.39,43.67,0.271264
shot_noise_level 1,96.99,90.67,40.7,0.237712,98.69,97.61,55.58,0.264318,93.89,91.24,41.43,0.176327,98.07,85.04,60.86,0.352259,95.83,94.06,46.93,0.166482,99.11,92.51,21.97,0.200707,98.14,91.28,14.08,0.279626,99.72,96.59,72.19,0.268721,93.66,86.37,46.04,0.278901,94.87,89.96,51.14,0.270523,96.56,86.91,36.3,0.237619,98.78,96.3,44.98,0.195306,97.03,91.54,44.35,0.244042
shot_noise_level 2,95.48,85.49,39.52,0.255543,98.43,97.45,56.43,0.269206,97.02,92.46,47.58,0.185526,97.73,77.67,60.37,0.352033,95.66,92.31,46.38,0.177548,98.91,90.09,20.36,0.218135,97.51,89.39,12.54,0.28952,99.73,95.95,71.79,0.277014,93.16,85.9,45.21,0.287323,94.52,89.13,50.01,0.277734,96.59,88.05,36.2,0.24129,98.69,94.64,46.25,0.216064,96.95,89.88,44.39,0.253911
shot_noise_level 3,94.07,81.46,30.05,0.265531,98.3,97.12,56.84,0.283259,97.21,89.69,49.81,0.207649,97.46,75.23,59.57,0.327393,94.76,90.15,46.07,0.191905,98.18,85.55,19.92,0.260753,96.57,85.27,4.66,0.30002,99.68,95.67,71.09,0.281056,93.69,84.91,44.82,0.286234,92.43,87.8,47.9,0.280215,96.48,86.04,34.29,0.245556,98.65,92.43,48.85,0.245113,96.46,87.61,42.82,0.264557
shot_noise_level 4,90.69,73.17,10.56,0.29124,97.62,95.59,56.5,0.294677,97.42,86.37,47.77,0.243165,96.78,69.33,54.75,0.345261,93.65,86.17,42.76,0.219679,95.75,76.94,9.08,0.302398,94.92,79.76,1.57,0.330525,99.57,95.24,65.91,0.293707,93.44,82.35,43.69,0.306469,91.43,84.9,43.85,0.298455,96.13,86.95,32.01,0.267881,97.77,88.63,39.03,0.276962,95.43,83.78,37.29,0.289202
impulse_noise_level 1,95.4,86.51,38.95,0.247394,98.12,97.18,57.32,0.260808,95.94,90.96,56.96,0.175175,98.69,81.26,60.09,0.318865,95.47,89.56,48.78,0.170017,99.63,95.63,23.65,0.247875,98.52,92.71,11.4,0.261427,98.51,89.91,79.99,0.279065,98.45,90.2,48.76,0.283981,95.62,88.71,52.96,0.275389,94.52,84.54,39.34,0.237286,97.95,90.93,55.74,0.201426,97.24,89.84,47.83,0.246559
