transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,97.53,97.56,92.02,0.163111,98.4,99.14,95.92,0.213698,97.3,98.73,94.36,0.174623,97.14,98.8,95.38,0.217632,98.72,99.42,96.55,0.179673,94.88,93.81,89.12,0.155033,78.98,77.05,74.64,0.202853,96.84,96.06,93.0,0.23445,91.44,91.5,86.87,0.240084,91.22,91.97,85.99,0.226095,94.16,95.42,89.8,0.255214,98.18,99.11,95.88,0.211662,94.57,94.88,90.79,0.206177
noise_level 1,91.52,93.42,86.43,0.195113,98.47,99.17,96.52,0.21069,95.94,98.14,92.39,0.17429,94.58,97.69,91.01,0.244394,97.96,99.09,94.9,0.186129,97.28,97.45,93.6,0.160048,75.06,76.3,72.73,0.212803,96.92,95.88,93.66,0.236023,91.26,91.07,85.71,0.235647,90.63,91.74,86.26,0.228082,92.34,94.0,86.32,0.255434,98.5,99.21,97.49,0.20877,93.37,94.43,89.75,0.212285
noise_level 2,86.72,89.2,79.28,0.210883,97.73,98.8,95.05,0.218187,93.4,97.05,90.62,0.188961,94.1,97.51,92.06,0.240264,96.96,98.73,95.34,0.195414,94.15,95.66,88.21,0.188536,72.87,74.75,72.37,0.227305,96.88,95.73,93.27,0.234644,91.95,92.11,86.43,0.243515,89.08,90.2,84.1,0.249881,93.29,94.64,85.85,0.251914,97.68,98.8,96.04,0.209503,92.07,93.6,88.22,0.221584
noise_level 3,76.98,79.81,71.23,0.230467,97.17,98.46,94.17,0.222909,88.92,94.87,86.27,0.198247,93.32,97.1,91.84,0.248304,95.9,98.3,94.18,0.208993,84.98,86.15,78.81,0.210062,74.08,73.13,73.6,0.250473,96.98,96.23,93.0,0.24923,90.96,91.4,85.71,0.248519,88.11,89.49,81.06,0.243804,92.52,93.96,85.19,0.254762,96.08,98.25,94.3,0.240384,89.67,91.43,85.78,0.233846
noise_level 4,57.95,55.61,68.61,0.231236,94.87,97.19,91.35,0.246401,78.64,89.94,81.52,0.219129,84.92,92.36,85.98,0.263014,90.28,95.78,87.88,0.225297,71.45,73.74,73.33,0.255361,65.77,66.08,70.45,0.27115,96.66,96.1,90.36,0.266743,90.13,91.42,86.0,0.261069,85.87,86.76,79.62,0.274319,91.94,93.13,85.71,0.271503,86.82,93.05,89.1,0.255964,82.94,85.93,82.49,0.253432
blur_level 1,74.04,66.89,82.05,0.185192,75.65,78.81,87.85,0.215088,73.66,79.57,88.79,0.177655,83.84,91.42,89.1,0.220449,75.6,82.01,91.32,0.177919,71.89,64.13,79.67,0.146146,64.67,57.22,71.67,0.202025,75.85,72.18,83.19,0.227743,70.15,66.54,78.3,0.233404,71.48,69.91,75.98,0.229052,72.88,72.12,77.97,0.249918,76.04,83.65,89.4,0.193102,73.81,73.7,82.94,0.204808
blur_level 2,75.38,70.64,82.3,0.172655,73.68,74.17,88.07,0.211073,72.38,77.82,88.26,0.183425,78.18,86.64,88.68,0.218893,73.0,77.25,91.16,0.185643,72.08,64.78,80.0,0.148792,62.77,57.7,71.01,0.195329,75.3,71.66,82.91,0.243014,69.78,65.18,77.92,0.241602,70.52,67.69,75.65,0.238391,71.52,69.0,76.23,0.264916,74.78,81.84,89.4,0.195798,72.45,72.03,82.63,0.208294
blur_level 3,74.4,70.95,80.69,0.195334,73.55,76.34,87.89,0.217942,71.96,79.14,87.67,0.190076,73.12,78.08,88.89,0.203635,71.58,75.2,90.83,0.192955,69.91,61.2,78.84,0.164316,59.81,57.96,69.85,0.201885,71.65,62.63,81.03,0.258908,69.64,65.34,76.19,0.258368,68.9,60.31,75.42,0.243647,69.21,68.72,71.79,0.276511,73.08,79.52,88.11,0.195389,70.57,69.62,81.43,0.216581
blur_level 4,72.22,68.55,78.81,0.211315,73.0,75.7,87.96,0.249716,70.24,76.38,87.2,0.215839,73.88,81.1,88.79,0.221686,70.1,74.37,88.68,0.224257,68.59,59.78,77.24,0.185622,58.86,55.78,69.75,0.211319,70.42,62.65,80.34,0.281064,69.16,63.45,76.19,0.276531,65.5,58.32,71.79,0.245192,64.87,60.01,71.21,0.26789,71.48,78.16,86.09,0.217602,69.03,67.85,80.34,0.234003
photometric_level 1,96.61,96.45,91.24,0.164294,98.17,99.02,95.52,0.205941,93.92,96.84,91.59,0.16612,94.52,97.81,93.81,0.210508,98.86,99.46,96.59,0.178178,94.59,93.11,90.38,0.147573,78.39,77.34,74.07,0.200655,97.06,96.26,93.6,0.234038,90.84,91.05,85.86,0.241745,90.47,91.09,84.91,0.233497,93.94,95.25,87.57,0.262915,98.32,99.17,96.41,0.21054,93.81,94.4,90.13,0.204667
