transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,99.36,96.61,45.21,0.254835,98.77,96.38,57.06,0.256049,91.66,95.16,49.08,0.172493,98.98,90.76,64.52,0.327146,95.61,93.63,47.05,0.151464,99.57,96.53,24.13,0.247968,98.96,93.01,17.59,0.247002,99.2,93.46,75.6,0.27456,95.81,86.61,47.03,0.27756,94.89,89.45,47.79,0.272299,95.9,84.22,38.96,0.243494,98.48,97.31,52.83,0.184059,97.27,92.76,47.24,0.242411
noise_level 1,97.07,90.98,38.71,0.238112,98.61,95.67,57.35,0.258004,94.98,92.66,52.12,0.177829,98.59,83.08,60.13,0.320709,95.54,91.25,48.25,0.164483,99.36,93.85,25.75,0.254194,98.46,90.53,11.45,0.26001,99.18,92.41,75.07,0.273433,95.75,86.76,46.34,0.275676,94.85,88.11,47.4,0.270803,95.81,83.94,38.46,0.237758,98.05,95.8,53.79,0.190644,97.19,90.42,46.23,0.243471
noise_level 2,95.31,86.53,37.01,0.251464,98.47,94.96,58.29,0.265524,96.23,91.5,52.84,0.191347,98.34,76.67,58.55,0.310569,95.02,88.97,47.36,0.173253,98.95,91.34,22.97,0.229701,97.98,89.04,10.11,0.270316,99.18,91.55,74.94,0.277474,95.62,86.17,46.89,0.274634,94.28,85.17,46.02,0.277923,95.82,83.92,38.59,0.241296,97.38,94.27,52.61,0.209222,96.88,88.34,45.51,0.247727
noise_level 3,93.94,83.3,30.88,0.260333,98.33,94.58,58.17,0.270648,97.09,90.13,54.2,0.206139,98.04,74.69,57.83,0.316602,94.49,85.15,47.22,0.186097,98.04,86.77,24.01,0.270321,97.07,85.75,6.4,0.290912,99.06,90.82,73.66,0.280283,95.81,85.59,45.35,0.285509,92.86,83.41,44.01,0.28507,95.64,82.46,36.81,0.245769,97.37,90.16,51.86,0.230246,96.48,86.07,44.2,0.260661
noise_level 4,89.59,73.16,14.59,0.284214,97.84,94.45,57.86,0.285408,97.04,87.13,50.32,0.232228,97.1,69.98,54.44,0.328409,92.63,79.13,44.15,0.209191,96.18,79.32,18.43,0.305456,95.46,81.32,1.97,0.296462,98.79,89.34,69.54,0.287719,96.01,83.92,45.78,0.297358,91.74,79.64,40.43,0.302213,95.37,80.39,35.69,0.26192,96.55,87.53,45.99,0.265988,95.36,82.11,39.93,0.279714
blur_level 1,92.04,75.53,4.11,0.290325,92.36,72.68,20.61,0.360472,74.52,50.9,9.15,0.325561,96.29,66.45,49.14,0.389208,81.3,63.54,19.07,0.254631,91.34,60.04,1.49,0.343601,92.16,61.15,0.8,0.277987,93.72,57.96,29.89,0.401298,86.12,46.76,9.67,0.440573,87.3,60.56,9.22,0.410196,81.67,51.4,15.86,0.42173,88.88,69.26,22.38,0.342691,88.14,61.35,15.95,0.354856
blur_level 2,88.98,68.4,2.25,0.278519,89.59,60.24,10.06,0.37311,73.47,45.05,6.35,0.137372,94.5,57.6,32.18,0.40472,79.21,52.54,15.6,0.271859,87.94,49.46,0.77,0.279616,88.11,46.19,0.45,0.278179,90.59,49.55,18.02,0.430642,83.0,40.73,5.51,0.491396,84.74,53.1,5.39,0.464686,79.59,46.97,11.44,0.479573,88.09,63.24,20.58,0.365035,85.65,52.76,10.72,0.354559
blur_level 3,87.42,65.76,1.86,0.265239,87.13,50.87,6.34,0.403528,72.66,43.29,6.14,0.150709,93.32,54.24,19.48,0.397249,79.18,48.15,14.12,0.28291,87.08,47.52,0.53,0.284229,86.57,41.44,0.38,0.324842,88.31,46.54,8.64,0.423167,82.01,38.65,3.08,0.503008,83.78,51.09,4.04,0.46756,78.93,44.28,8.0,0.50063,88.54,62.33,19.72,0.364777,84.58,49.51,7.69,0.363987
blur_level 4,85.66,63.0,1.49,0.27404,84.56,43.2,3.87,0.405573,73.54,41.67,6.39,0.168549,91.21,47.17,13.17,0.389319,78.68,43.33,12.9,0.298443,85.18,41.63,0.37,0.278778,85.39,39.02,0.32,0.355567,86.73,44.93,6.41,0.427389,80.97,37.13,2.91,0.538437,82.66,50.79,3.81,0.498732,78.03,41.29,6.0,0.502763,88.43,60.11,18.3,0.364038,83.42,46.11,6.33,0.375136
photometric_level 1,98.86,95.62,40.17,0.239038,98.61,96.47,57.58,0.25384,93.72,95.45,49.28,0.177533,98.72,88.06,63.67,0.326259,95.39,93.74,46.67,0.155347,99.51,95.07,25.75,0.261966,98.94,93.27,18.07,0.249284,99.22,93.13,75.9,0.274215,95.99,87.55,46.67,0.276591,94.44,88.93,48.28,0.283334,95.91,84.34,38.49,0.241409,98.35,97.06,51.83,0.188513,97.3,92.39,46.86,0.243944
photometric_level 2,98.59,94.0,39.32,0.229191,98.53,96.52,57.76,0.254956,92.22,92.79,43.28,0.198225,98.15,84.33,61.38,0.313832,95.02,93.24,45.57,0.159783,99.35,94.15,25.97,0.257588,98.67,92.04,17.85,0.263476,99.23,92.88,75.2,0.279835,96.24,87.12,46.67,0.282597,94.13,88.22,48.18,0.290919,95.88,84.04,38.34,0.246235,97.6,96.16,48.44,0.205045,96.97,91.29,45.66,0.248474
photometric_level 3,97.96,91.79,36.75,0.244487,98.36,96.02,57.96,0.263097,89.32,88.79,35.71,0.21808,97.61,78.52,58.9,0.311965,94.39,92.8,43.37,0.174171,99.26,93.8,26.11,0.263508,98.15,91.17,14.59,0.275496,99.19,92.61,73.7,0.289678,96.21,87.67,46.84,0.289912,93.71,86.69,46.99,0.299392,96.05,85.5,38.97,0.257835,95.63,92.7,39.51,0.239291,96.32,89.84,43.28,0.260576
photometric_level 4,94.5,83.33,21.57,0.277575,97.46,92.81,54.23,0.288133,87.01,85.13,29.44,0.235257,96.24,70.13,45.2,0.345255,92.46,90.9,38.43,0.203286,98.45,88.12,26.76,0.265321,95.32,81.39,7.7,0.318677,99.13,91.55,71.53,0.302996,96.02,86.83,47.78,0.303724,92.1,81.84,43.23,0.329684,95.26,83.28,37.51,0.273819,88.93,82.27,22.33,0.294347,94.41,84.8,37.14,0.286506
geometric_level 1,99.33,95.76,44.78,0.2532,98.62,96.9,56.06,0.25777,91.83,94.48,48.68,0.173012,99.05,91.69,64.78,0.3326,95.34,94.26,46.43,0.152485,99.59,96.35,23.64,0.25378,98.88,94.13,19.54,0.250216,99.17,92.98,75.27,0.28119,95.86,86.79,46.62,0.277248,94.55,88.35,46.9,0.27398,95.61,83.45,38.46,0.243497,98.44,97.27,53.42,0.185465,97.19,92.7,47.05,0.244537
geometric_level 2,99.33,97.03,44.01,0.252199,98.46,96.63,51.82,0.257938,92.23,95.85,48.94,0.174015,99.05,91.89,65.04,0.332156,95.09,93.61,45.57,0.151677,99.41,95.91,13.0,0.205771,98.9,93.49,11.45,0.238829,99.13,93.07,74.52,0.284941,95.57,85.92,43.71,0.281097,94.04,87.88,40.66,0.264982,95.07,81.41,37.63,0.246889,98.47,97.03,55.09,0.184222,97.06,92.48,44.29,0.23956
geometric_level 3,99.04,95.82,33.03,0.255749,97.98,94.91,41.94,0.246618,92.21,95.77,45.56,0.173572,98.99,90.97,63.3,0.335762,94.66,91.74,43.67,0.153107,99.15,92.96,9.44,0.188132,98.39,91.59,5.59,0.223351,99.03,92.31,67.47,0.285414,95.7,85.72,37.56,0.286883,93.1,86.71,29.45,0.264245,94.83,80.08,35.54,0.247196,98.23,96.67,53.51,0.182641,96.78,91.27,38.84,0.236889
geometric_level 4,98.82,95.43,26.12,0.259143,97.54,93.09,32.28,0.250561,91.85,93.83,40.55,0.168933,98.95,90.28,60.99,0.334405,93.23,90.0,38.23,0.154252,98.79,92.21,5.86,0.185104,97.73,89.97,3.41,0.218014,98.84,91.18,60.85,0.295297,95.17,84.6,27.57,0.284033,92.09,85.03,24.54,0.255928,94.21,76.47,30.52,0.248497,97.67,95.29,48.61,0.18136,96.24,89.78,33.29,0.236294
