transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,98.87,96.81,81.0,0.23203,94.88,88.48,64.08,0.250238,97.6,94.29,50.25,0.2232,99.42,97.92,71.32,0.249151,99.11,96.38,50.31,0.301648,99.12,96.12,72.04,0.295098,99.44,98.69,56.34,0.336031,96.82,94.3,81.86,0.194961,96.17,96.9,65.03,0.190417,98.86,94.72,46.54,0.260002,97.68,88.5,74.97,0.249464,99.08,94.67,65.28,0.285829,84.78,66.38,41.54,0.181757,97.55,93.76,67.48,0.285588,98.9,96.29,70.24,0.182375,97.22,92.95,63.89,0.247853
noise_level 1,97.31,92.25,70.6,0.262508,94.5,87.55,65.44,0.274177,96.18,89.94,45.49,0.250871,99.47,97.9,72.35,0.25683,99.05,95.64,50.59,0.296746,98.91,94.37,70.25,0.301658,99.42,98.39,56.35,0.339995,95.31,92.43,76.54,0.214116,90.94,92.49,56.53,0.209686,98.35,92.61,45.96,0.276722,97.5,87.49,75.41,0.25526,98.99,93.88,64.79,0.299834,82.95,65.41,37.83,0.208333,97.07,92.91,65.36,0.270618,97.38,92.4,56.9,0.208506,96.22,91.04,60.69,0.261724
noise_level 2,96.68,90.19,67.89,0.276995,94.3,86.66,65.0,0.28334,95.51,86.15,40.45,0.275582,99.49,97.9,73.15,0.267941,98.98,95.71,49.91,0.297451,98.69,91.64,67.06,0.309522,99.42,98.09,56.21,0.345995,94.02,91.41,73.04,0.229283,88.28,86.74,44.49,0.236287,98.05,91.63,44.37,0.287676,97.32,86.4,75.22,0.258667,98.89,92.77,64.15,0.311308,81.55,63.61,33.66,0.225604,96.41,91.28,63.61,0.269582,96.9,90.53,54.18,0.212447,95.63,89.38,58.16,0.272512
noise_level 3,95.75,87.89,64.19,0.29351,94.2,86.24,63.18,0.296727,95.25,84.13,37.26,0.292812,99.46,97.41,73.1,0.278056,98.87,95.2,49.28,0.296546,98.28,88.86,62.8,0.322631,99.36,97.55,55.22,0.354896,92.21,89.43,68.17,0.247358,86.8,79.54,34.6,0.263109,97.6,89.46,43.4,0.30908,96.89,85.15,74.35,0.2639,98.66,89.61,62.94,0.326271,81.5,62.39,33.55,0.242856,95.34,89.39,60.86,0.273681,96.42,88.86,51.98,0.218727,95.11,87.41,55.66,0.285344
noise_level 4,93.78,81.97,58.79,0.312395,92.85,82.28,60.09,0.323965,93.93,80.26,30.17,0.32344,99.44,96.86,73.42,0.289519,98.4,93.96,47.39,0.306426,96.91,81.9,51.65,0.350263,99.13,96.11,53.25,0.367581,89.44,85.1,62.17,0.280159,80.86,67.14,22.51,0.298084,96.56,85.06,34.33,0.338594,96.06,83.58,73.21,0.279286,97.9,85.79,54.74,0.34851,80.2,59.75,30.88,0.282043,93.76,85.1,57.81,0.290955,95.69,86.74,50.55,0.242657,93.66,83.44,50.73,0.308925
blur_level 1,93.41,78.94,54.69,0.321342,84.3,53.9,31.02,0.346204,91.67,83.9,36.74,0.282004,89.95,62.88,34.67,0.363034,93.53,78.46,25.82,0.375466,91.85,73.8,31.2,0.365911,99.0,97.8,52.81,0.340577,83.8,69.86,49.81,0.19874,86.28,65.78,35.31,0.30484,92.67,69.77,11.79,0.318914,89.19,64.96,52.44,0.348414,95.24,80.15,32.38,0.35498,67.11,40.09,18.38,0.157644,90.37,75.8,49.13,0.354815,80.69,40.74,15.11,0.335216,88.6,69.12,35.42,0.317873
blur_level 2,92.36,75.7,50.86,0.329897,81.01,42.8,21.04,0.360735,89.28,77.27,27.37,0.31149,89.17,59.55,26.13,0.373996,89.4,66.1,13.92,0.385981,88.98,65.39,23.07,0.386487,98.75,97.17,51.01,0.347614,80.33,58.67,47.77,0.201263,84.17,57.31,27.18,0.328222,90.6,63.09,6.68,0.329816,87.58,60.43,46.57,0.36107,92.58,72.37,20.77,0.367828,64.83,32.8,18.12,0.163581,89.66,70.38,43.68,0.36296,78.03,33.15,12.54,0.153863,86.45,62.15,29.11,0.317654
blur_level 3,92.97,78.08,55.18,0.331888,80.03,40.94,20.29,0.367239,88.87,75.21,21.47,0.317161,91.71,66.44,28.65,0.3672,87.84,63.56,12.94,0.394525,87.0,58.13,19.02,0.391158,98.64,96.4,49.41,0.351019,78.84,51.27,46.59,0.216065,81.93,47.83,20.03,0.213174,91.52,65.6,6.42,0.313406,88.11,61.12,47.2,0.364718,91.45,68.76,18.28,0.297559,63.36,31.3,17.53,0.173643,89.8,71.39,42.75,0.361451,79.4,38.75,13.87,0.349956,86.1,60.99,27.98,0.320677
blur_level 4,92.38,76.33,53.97,0.341672,77.82,36.19,15.45,0.374293,87.81,70.91,18.63,0.33418,91.01,63.2,24.52,0.359996,87.89,63.2,11.29,0.388803,86.26,53.61,18.36,0.399558,98.64,95.87,47.76,0.350854,77.3,48.73,44.78,0.23148,80.16,43.3,19.67,0.217572,91.24,65.15,5.47,0.323382,88.59,61.32,48.93,0.370722,90.73,64.57,17.42,0.310945,61.23,29.71,16.41,0.189921,90.05,69.28,39.93,0.362391,80.64,41.71,12.64,0.350494,85.45,58.87,26.35,0.327084
photometric_level 1,98.9,96.84,81.47,0.238301,94.46,87.64,64.24,0.259033,97.08,94.0,49.36,0.230124,99.42,97.87,71.6,0.24591,99.11,96.0,50.96,0.292447,99.11,96.05,71.96,0.286687,99.39,98.3,53.69,0.318795,96.75,94.38,81.48,0.196041,95.59,96.74,64.18,0.188507,98.81,94.28,47.26,0.257758,97.61,88.29,74.94,0.252973,99.1,94.64,65.66,0.285424,84.78,66.19,41.69,0.186239,97.1,93.36,66.77,0.277447,98.95,96.78,70.76,0.186183,97.08,92.76,63.73,0.246791
