transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
impulse_noise_level 2,85.58,88.28,82.35,0.216983,95.0,97.46,92.54,0.218187,96.59,98.59,96.97,0.191798,96.21,98.58,96.87,0.240264,100.0,100.0,100.0,0.197015,97.89,98.25,93.94,0.191887,85.22,88.26,78.12,0.250046,96.05,94.1,92.75,0.234644,94.95,95.68,90.62,0.249692,90.54,92.43,86.96,0.239621,91.46,93.73,85.71,0.265316,99.62,99.82,98.51,0.20318,94.09,95.43,91.28,0.224886
impulse_noise_level 3,70.52,76.5,68.57,0.230467,95.3,97.44,93.94,0.224586,86.55,94.11,87.88,0.202466,96.78,98.84,96.87,0.252211,97.16,98.93,96.87,0.208993,97.43,97.34,92.75,0.212276,87.33,88.12,81.01,0.25541,95.5,93.8,92.54,0.245727,95.59,96.23,89.86,0.248519,88.06,90.79,82.19,0.245209,90.36,92.84,83.78,0.25511,95.08,98.04,93.75,0.224045,91.3,93.58,88.33,0.233752
impulse_noise_level 4,53.35,62.6,66.67,0.226242,92.27,95.59,89.23,0.246401,84.85,92.61,88.0,0.220848,94.32,97.37,91.43,0.263014,92.99,97.12,90.62,0.227611,82.64,84.13,76.32,0.256069,83.38,83.88,80.0,0.287755,97.06,96.12,93.94,0.258059,95.13,96.38,90.62,0.262608,84.85,86.94,78.05,0.2663,87.7,89.11,81.25,0.272687,91.86,97.07,93.55,0.257555,86.7,89.91,84.97,0.253762
defocus_blur_level 1,98.7,98.78,93.15,0.172268,99.26,99.59,96.97,0.219934,97.58,98.89,93.94,0.183357,93.94,97.48,92.31,0.220449,99.83,99.92,98.55,0.177919,96.54,95.57,93.94,0.155102,70.16,64.45,74.16,0.190377,97.75,97.11,95.52,0.245164,94.46,92.79,92.54,0.250283,93.08,93.67,88.57,0.215993,95.5,95.93,91.18,0.249918,96.89,98.21,95.77,0.193102,94.47,94.37,92.22,0.206156
defocus_blur_level 2,98.88,98.96,93.94,0.197189,99.12,99.52,96.97,0.22256,97.4,98.84,94.12,0.175903,92.73,97.1,92.31,0.218893,99.65,99.84,98.51,0.18969,96.37,95.26,92.75,0.154391,69.12,63.34,75.29,0.195329,97.4,96.56,94.29,0.23206,92.99,91.26,89.86,0.245443,92.65,93.42,85.71,0.224435,93.34,95.01,89.55,0.254628,96.89,98.21,95.77,0.195798,93.88,93.94,91.59,0.20886
defocus_blur_level 3,96.89,97.24,91.18,0.195334,99.41,99.68,97.06,0.220761,94.98,97.82,91.18,0.192895,92.56,97.12,93.75,0.220387,99.65,99.84,98.51,0.192955,95.5,94.17,94.29,0.168693,67.39,60.72,72.5,0.201885,97.06,95.48,94.44,0.244233,92.3,91.11,88.57,0.247129,93.86,94.04,86.84,0.222478,93.43,94.38,88.57,0.252059,97.06,98.38,95.77,0.198975,93.34,93.33,91.06,0.213149
defocus_blur_level 4,96.19,96.71,91.18,0.195828,99.26,99.58,97.14,0.228831,95.67,98.07,92.54,0.205057,94.46,97.84,93.75,0.212981,98.44,99.26,95.52,0.20201,93.86,93.18,90.14,0.185622,68.34,60.45,75.29,0.211319,97.15,95.79,94.44,0.257998,93.25,92.01,87.32,0.260755,94.64,94.84,88.0,0.245192,89.97,92.49,86.15,0.26789,95.16,97.78,92.96,0.227015,93.03,93.17,90.37,0.225042
motion_blur_level 1,98.44,98.51,93.75,0.186118,97.42,98.65,93.75,0.206287,95.01,97.8,93.94,0.177655,97.33,98.93,96.87,0.223212,98.75,99.36,97.06,0.180451,91.83,91.0,87.32,0.146146,92.29,92.31,87.1,0.217907,99.17,99.17,97.06,0.227743,85.86,84.75,84.37,0.233404,85.12,87.78,81.82,0.229052,86.01,90.59,82.54,0.25551,96.79,98.35,94.29,0.17927,93.67,94.77,90.82,0.20523
motion_blur_level 2,98.16,98.14,94.29,0.174323,97.12,98.55,93.94,0.211073,94.65,97.38,92.31,0.183736,96.97,98.74,95.38,0.226227,99.29,99.66,96.97,0.185643,91.55,90.77,86.49,0.149316,90.08,91.69,84.37,0.219166,98.99,99.04,95.52,0.243014,86.96,86.96,82.54,0.241602,84.4,86.18,81.25,0.252087,86.54,91.03,83.87,0.264916,95.9,97.9,93.75,0.214595,93.38,94.67,90.06,0.213808
motion_blur_level 3,97.61,97.75,91.18,0.188413,96.67,98.13,92.75,0.217942,96.26,98.31,93.75,0.194238,98.75,99.38,95.65,0.203635,98.22,99.04,96.97,0.205175,90.45,90.25,84.62,0.157295,87.33,88.01,83.33,0.234873,96.79,96.72,92.54,0.262529,84.48,83.34,80.65,0.260499,83.16,83.81,83.08,0.264001,79.32,84.63,79.31,0.292558,94.12,97.02,92.31,0.213095,91.93,93.03,88.85,0.224521
motion_blur_level 4,95.22,95.82,88.0,0.212606,97.58,98.58,96.97,0.250832,92.16,96.39,92.54,0.215839,98.75,99.38,95.65,0.222666,98.22,99.14,95.52,0.224257,87.33,87.03,83.08,0.198277,87.79,89.09,79.45,0.243785,93.48,93.46,90.14,0.28353,84.57,86.2,81.82,0.2809,80.21,84.59,76.92,0.297505,76.38,81.27,71.43,0.313368,90.73,96.0,88.89,0.249992,90.2,92.25,86.7,0.249463
zoom_blur_level 1,71.63,70.62,72.29,0.399857,68.94,77.58,78.95,0.376917,63.07,79.38,82.5,0.353741,86.36,93.81,88.0,0.385867,66.86,83.81,81.01,0.344951,68.5,65.41,72.97,0.336333,59.41,53.48,69.66,0.341189,78.6,80.48,75.95,0.408658,69.79,75.42,69.88,0.445244,84.94,86.13,78.69,0.440754,89.07,90.91,83.33,0.45317,73.11,87.11,81.58,0.37429,73.36,78.68,77.9,0.388414
zoom_blur_level 2,83.84,81.96,79.41,0.434448,67.12,70.5,84.21,0.41558,57.58,76.1,81.48,0.403461,82.58,91.53,85.71,0.437312,48.11,72.47,80.49,0.381447,71.07,67.56,71.64,0.393342,59.04,57.34,68.29,0.400533,75.11,79.09,73.02,0.463808,64.83,71.02,68.04,0.487491,79.98,80.13,77.5,0.486577,82.83,82.33,78.87,0.522025,70.08,84.67,81.48,0.395837,70.18,76.22,77.51,0.435155
zoom_blur_level 3,80.44,83.78,75.68,0.412232,69.7,78.39,79.01,0.437411,57.58,80.45,80.49,0.440096,68.56,76.96,84.06,0.489408,41.86,67.29,80.49,0.445731,54.45,57.22,66.67,0.424291,57.67,61.86,66.67,0.400799,54.64,58.3,68.09,0.49675,71.07,72.84,71.79,0.531711,67.31,58.29,72.73,0.519079,84.85,85.44,83.33,0.553671,63.64,80.79,83.12,0.419211,64.31,71.8,76.01,0.464199
zoom_blur_level 4,74.93,78.74,76.19,0.425387,65.15,76.62,76.74,0.445321,50.95,73.18,80.49,0.465516,76.7,86.37,86.15,0.514001,38.64,65.84,80.49,0.470968,55.1,55.08,66.67,0.442164,55.0,55.93,66.67,0.42138,54.55,60.78,67.35,0.50793,69.42,67.28,74.7,0.549866,58.68,55.75,71.11,0.545339,70.89,63.44,74.7,0.57193,62.69,78.49,85.71,0.435848,61.06,68.12,75.58,0.482971
brightness_level 1,95.4,94.56,90.57,0.168634,97.93,98.95,95.15,0.205941,94.64,97.28,92.16,0.188658,92.32,97.01,92.78,0.210508,99.76,99.88,99.01,0.178178,93.4,92.16,88.0,0.154512,85.8,83.26,80.67,0.195465,95.16,93.38,91.43,0.229308,92.84,94.05,87.38,0.241745,90.47,91.55,87.38,0.238608,94.16,95.59,90.53,0.263886,97.04,98.45,95.92,0.205949,94.08,94.68,90.92,0.206783
brightness_level 2,93.76,93.09,88.89,0.180682,97.8,98.89,95.15,0.208075,75.04,89.29,80.99,0.202444,88.72,95.59,88.42,0.24835,99.68,99.84,99.01,0.181727,92.12,91.46,85.71,0.159916,84.88,81.52,79.21,0.212487,95.52,93.9,91.26,0.239843,92.6,93.42,88.46,0.249835,90.04,91.06,86.87,0.25122,93.65,95.25,90.53,0.270701,93.68,96.39,93.46,0.209522,91.46,93.31,89.0,0.2179
brightness_level 3,87.96,89.11,81.19,0.208162,97.6,98.82,96.08,0.211238,51.44,77.75,80.0,0.222523,82.0,92.03,82.98,0.28426,99.68,99.84,99.01,0.189974,90.48,89.42,85.19,0.160357,83.76,81.79,78.72,0.2224,96.08,94.34,92.93,0.260094,92.2,92.99,87.76,0.267918,86.27,87.75,82.88,0.249724,92.43,94.29,88.66,0.279608,85.76,91.84,86.96,0.24934,87.14,90.83,86.86,0.2338
brightness_level 4,75.04,78.91,70.8,0.236348,89.67,93.36,89.32,0.263022,34.08,66.25,80.0,0.248305,69.12,84.09,81.3,0.283301,99.6,99.8,98.04,0.197057,89.68,88.72,85.19,0.167126,81.84,78.41,77.19,0.217598,95.56,93.42,91.43,0.266483,94.08,93.86,90.2,0.265485,82.08,82.97,80.73,0.273288,87.92,91.16,81.48,0.284641,74.48,86.03,82.24,0.293981,81.1,86.42,83.99,0.24972
contrast_level 1,97.92,98.16,94.23,0.164294,98.13,98.98,96.0,0.200398,98.96,99.56,97.96,0.16612,95.68,98.29,94.85,0.214192,97.6,98.96,94.85,0.194144,96.16,94.41,94.12,0.147573,73.96,75.27,70.48,0.213444,98.96,98.98,96.0,0.234038,89.56,88.6,86.87,0.23428,90.32,90.82,83.33,0.233497,95.28,96.19,90.72,0.252143,99.36,99.7,97.96,0.21054,94.32,94.83,91.45,0.205389
contrast_level 2,97.48,97.78,92.16,0.168505,98.47,99.19,96.0,0.201505,98.32,99.26,98.0,0.163855,95.12,98.13,94.85,0.213754,97.68,98.99,95.15,0.186985,96.72,95.28,94.34,0.151911,74.6,76.78,71.19,0.219577,98.96,98.97,95.05,0.236952,89.16,88.28,84.54,0.244698,90.28,90.76,82.46,0.239225,96.44,96.73,88.89,0.251376,99.6,99.81,97.96,0.21894,94.4,95.0,90.88,0.208107
contrast_level 3,93.88,94.98,89.58,0.19071,97.53,98.79,95.92,0.216442,97.12,98.65,95.92,0.181454,92.72,96.98,91.3,0.285684,96.4,98.37,93.07,0.206281,94.8,93.8,90.0,0.16985,74.8,77.88,71.19,0.23779,99.04,99.05,96.15,0.2427,90.24,89.64,85.98,0.245157,87.68,88.94,81.13,0.26058,96.04,96.49,88.89,0.259236,97.44,98.79,95.92,0.241276,93.14,94.36,89.59,0.228097
contrast_level 4,76.4,78.24,72.27,0.231909,95.53,97.86,92.78,0.245424,84.24,91.69,87.72,0.20481,70.88,86.12,82.64,0.27759,93.36,96.92,90.2,0.231087,83.4,79.94,81.3,0.19546,63.96,65.42,69.29,0.282209,98.56,98.64,93.88,0.269501,90.28,89.87,85.42,0.280061,82.84,85.0,78.1,0.305378,91.36,92.17,84.91,0.278661,70.72,84.27,81.67,0.287653,83.46,87.18,83.35,0.257479
rotation_level 1,94.2,94.3,89.86,0.174573,96.47,98.21,93.94,0.222263,94.12,97.31,92.31,0.182856,94.81,98.05,95.38,0.25047,99.13,99.58,97.14,0.177036,96.37,96.73,92.31,0.154937,80.71,77.5,80.56,0.207112,96.89,96.88,90.62,0.237511,92.47,92.59,87.18,0.226349,85.73,84.55,84.51,0.228793,94.98,95.8,88.89,0.260601,96.71,98.44,94.12,0.20442,93.55,94.16,90.57,0.210577
rotation_level 2,93.34,93.92,85.71,0.172965,81.91,86.84,88.31,0.202822,95.16,97.91,92.31,0.188762,94.12,97.82,95.38,0.268764,83.22,86.59,90.67,0.178874,63.15,56.74,80.0,0.141675,59.43,57.4,73.12,0.196149,90.31,89.86,85.0,0.230477,81.83,83.81,76.19,0.233385,53.81,49.59,72.53,0.209903,92.82,94.19,87.67,0.257391,89.62,94.81,91.67,0.20298,81.56,82.46,84.88,0.207012
rotation_level 3,62.28,60.42,73.12,0.162435,62.21,72.02,82.67,0.224379,65.92,78.86,83.54,0.164978,93.08,96.37,95.52,0.292411,72.32,79.89,88.31,0.183882,70.93,68.07,79.52,0.160615,69.64,61.67,77.65,0.217105,73.01,68.69,80.95,0.239324,60.55,58.52,72.34,0.23146,48.62,48.26,71.58,0.224836,75.17,71.33,76.74,0.2484,86.51,91.81,90.14,0.205649,70.02,71.33,81.01,0.212956
rotation_level 4,69.03,67.0,75.29,0.173561,42.5,59.41,80.95,0.195486,73.53,81.26,87.18,0.16803,88.06,87.3,92.96,0.243826,71.8,78.25,86.49,0.237809,49.65,50.61,70.83,0.16722,57.79,57.31,75.56,0.214863,64.71,63.24,72.73,0.250195,56.57,53.41,71.11,0.245151,49.48,48.3,69.47,0.225722,52.08,49.47,70.83,0.248156,65.92,79.81,87.18,0.201944,61.76,64.61,78.38,0.21433
zooming_level 1,99.36,99.39,96.97,0.182427,98.48,99.12,95.52,0.207522,98.22,99.04,96.97,0.17368,98.93,99.51,96.97,0.218759,97.5,98.94,96.87,0.19896,93.3,92.52,87.5,0.155659,80.26,79.26,76.92,0.197641,98.26,98.59,95.38,0.24508,91.55,93.41,87.5,0.255065,94.56,94.84,92.54,0.232794,90.55,93.72,87.88,0.263544,98.57,99.23,97.06,0.202524,94.96,95.63,92.34,0.211138
zooming_level 2,98.62,98.77,93.75,0.205962,99.24,99.55,97.06,0.201635,98.57,99.2,98.51,0.178147,98.93,99.51,96.97,0.225542,95.72,98.25,95.38,0.205432,93.02,91.71,89.86,0.150712,85.77,83.04,82.19,0.207735,99.63,99.64,97.06,0.251798,93.2,94.43,85.71,0.258378,96.43,96.25,91.43,0.228836,88.41,91.84,83.58,0.266391,100.0,100.0,100.0,0.229745,95.63,96.02,92.62,0.217526
zooming_level 3,97.89,98.44,95.24,0.212108,98.79,99.41,98.46,0.226991,97.68,98.76,95.52,0.181104,99.47,99.75,98.46,0.240843,96.43,98.57,95.38,0.210277,94.49,93.97,89.23,0.162288,88.43,87.94,83.58,0.212661,100.0,100.0,100.0,0.255953,92.19,94.62,88.14,0.296927,95.99,96.53,91.18,0.254472,88.5,92.52,85.71,0.283904,100.0,100.0,100.0,0.239353,95.82,96.71,93.41,0.231407
zooming_level 4,97.25,98.04,94.12,0.187226,99.09,99.47,95.65,0.21105,98.75,99.34,97.06,0.184769,99.47,99.74,97.06,0.198985,96.79,98.69,95.38,0.21002,93.94,93.08,87.5,0.168015,89.53,90.82,82.67,0.213407,98.53,98.79,95.38,0.265375,93.02,94.15,85.71,0.27175,96.17,96.22,90.41,0.254864,89.48,93.46,87.1,0.292615,100.0,100.0,100.0,0.241899,96.0,96.82,92.34,0.224998
shifting_level 1,96.05,95.91,90.62,0.185087,99.55,99.72,98.51,0.20733,98.67,99.31,98.51,0.174243,97.16,98.87,96.87,0.209901,99.62,99.82,98.51,0.174187,94.86,94.04,92.75,0.14567,82.09,84.05,78.38,0.196714,91.37,90.48,85.33,0.22917,90.17,90.01,85.25,0.243553,93.11,95.49,92.06,0.249561,86.78,90.37,81.82,0.259061,97.73,99.07,96.97,0.202807,93.93,94.76,91.3,0.20644
shifting_level 2,96.6,95.98,92.75,0.167641,99.7,99.82,98.51,0.206406,98.86,99.46,97.06,0.17282,97.35,98.87,95.24,0.224142,100.0,100.0,100.0,0.180854,96.33,95.64,94.12,0.145849,81.82,85.99,78.38,0.196895,93.3,91.6,87.1,0.258434,90.45,89.26,84.85,0.235911,92.65,94.36,88.89,0.250193,89.07,91.01,84.37,0.258071,98.3,99.25,95.38,0.211176,94.54,95.1,91.39,0.209033
shifting_level 3,97.06,96.89,95.38,0.18332,99.85,99.91,98.51,0.200218,99.24,99.65,97.06,0.17218,96.59,98.6,95.24,0.225956,100.0,100.0,100.0,0.18505,95.04,94.19,92.54,0.154366,80.81,81.92,78.87,0.203704,94.58,94.28,89.19,0.23377,91.74,90.79,84.93,0.232647,91.37,93.97,87.1,0.249206,88.34,91.62,82.14,0.267569,98.67,99.39,96.97,0.195938,94.44,95.1,91.49,0.20866
shifting_level 4,77.69,74.54,80.0,0.170624,85.15,85.8,94.29,0.208156,74.43,85.15,90.41,0.169652,91.48,96.51,92.06,0.291779,86.93,92.86,91.43,0.188604,63.27,53.62,79.01,0.151891,60.51,55.21,68.97,0.197809,82.46,80.09,84.21,0.254582,81.27,82.34,78.95,0.241845,78.88,77.17,78.26,0.257085,88.71,89.77,81.69,0.258545,85.04,92.59,87.67,0.204106,79.65,80.47,83.91,0.216223
