transformation_level,bottle_auroc_sp,bottle_ap_sp,bottle_f1_sp,bottle_threshold_sp,cable_auroc_sp,cable_ap_sp,cable_f1_sp,cable_threshold_sp,capsule_auroc_sp,capsule_ap_sp,capsule_f1_sp,capsule_threshold_sp,carpet_auroc_sp,carpet_ap_sp,carpet_f1_sp,carpet_threshold_sp,grid_auroc_sp,grid_ap_sp,grid_f1_sp,grid_threshold_sp,hazelnut_auroc_sp,hazelnut_ap_sp,hazelnut_f1_sp,hazelnut_threshold_sp,leather_auroc_sp,leather_ap_sp,leather_f1_sp,leather_threshold_sp,metal_nut_auroc_sp,metal_nut_ap_sp,metal_nut_f1_sp,metal_nut_threshold_sp,pill_auroc_sp,pill_ap_sp,pill_f1_sp,pill_threshold_sp,screw_auroc_sp,screw_ap_sp,screw_f1_sp,screw_threshold_sp,tile_auroc_sp,tile_ap_sp,tile_f1_sp,tile_threshold_sp,toothbrush_auroc_sp,toothbrush_ap_sp,toothbrush_f1_sp,toothbrush_threshold_sp,transistor_auroc_sp,transistor_ap_sp,transistor_f1_sp,transistor_threshold_sp,wood_auroc_sp,wood_ap_sp,wood_f1_sp,wood_threshold_sp,zipper_auroc_sp,zipper_ap_sp,zipper_f1_sp,zipper_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,99.52,99.85,99.21,0.305553,94.73,97.47,91.89,0.289297,93.7,98.61,94.98,0.232029,99.88,99.96,99.44,0.267772,99.67,99.88,99.12,0.303762,99.96,99.98,99.29,0.33093,100.0,100.0,100.0,0.323572,100.0,100.0,100.0,0.297238,97.16,99.48,96.82,0.21579,74.38,88.54,88.21,0.221719,99.93,99.97,99.4,0.243305,97.22,99.04,96.55,0.335714,94.08,90.05,85.37,0.279344,99.74,99.92,98.36,0.292062,98.77,99.66,97.54,0.186008,96.58,98.16,96.41,0.27494
noise_level 1,98.73,99.62,97.56,0.321432,94.47,97.19,91.95,0.315263,84.24,96.35,92.31,0.226474,99.96,99.99,99.44,0.200415,99.42,99.8,98.21,0.314232,99.86,99.92,99.28,0.337783,100.0,100.0,100.0,0.303692,99.9,99.98,99.47,0.307157,93.94,98.87,94.63,0.22101,70.61,85.72,87.84,0.248528,99.64,99.87,98.8,0.306535,97.22,99.04,96.55,0.333157,91.46,86.19,83.33,0.294989,99.82,99.94,99.17,0.292808,96.93,99.19,95.44,0.226878,95.08,97.44,95.6,0.283357
noise_level 2,98.25,99.46,96.06,0.314247,94.87,97.33,91.53,0.321051,75.99,93.3,92.92,0.239121,100.0,100.0,100.0,0.199315,99.25,99.74,98.21,0.31774,99.68,99.82,97.9,0.334797,100.0,100.0,100.0,0.286512,99.95,99.99,99.47,0.316529,81.23,95.72,93.07,0.246276,67.39,84.19,86.04,0.25088,99.68,99.88,98.8,0.30269,94.17,97.96,91.53,0.336082,88.62,83.73,79.52,0.307215,99.65,99.89,98.33,0.298184,96.53,99.09,95.12,0.228397,93.02,96.67,94.57,0.286602
noise_level 3,97.46,99.22,95.45,0.306193,94.51,97.14,91.33,0.338348,70.4,92.26,91.21,0.247326,100.0,100.0,100.0,0.211188,99.08,99.68,97.35,0.315882,98.07,98.96,95.04,0.351709,100.0,100.0,100.0,0.290115,99.36,99.85,98.38,0.339562,73.6,92.92,93.29,0.281687,63.11,81.25,86.14,0.265767,99.68,99.88,99.4,0.283479,93.61,97.65,90.91,0.310548,88.71,84.96,79.07,0.324012,98.95,99.69,97.44,0.333309,94.83,98.54,94.69,0.239533,91.42,96.13,93.98,0.295911
noise_level 4,95.24,98.62,93.85,0.336905,94.55,97.13,91.33,0.353011,69.09,91.24,90.83,0.320038,99.52,99.87,99.44,0.239985,98.5,99.49,96.43,0.34324,96.04,97.94,92.54,0.385044,99.9,99.97,98.92,0.291705,94.92,98.81,94.74,0.353737,62.49,89.43,91.56,0.319713,59.93,80.24,85.51,0.286372,99.35,99.76,98.18,0.324185,90.56,96.53,91.53,0.368886,82.33,77.75,70.73,0.354255,98.07,99.37,96.77,0.315563,94.25,98.35,94.56,0.259394,88.98,94.97,92.46,0.323469
blur_level 1,87.22,95.22,94.74,0.300924,85.12,91.05,84.97,0.315732,84.52,96.06,94.74,0.229583,88.04,95.63,94.68,0.215597,82.29,90.16,94.21,0.299042,82.75,88.47,90.91,0.336247,99.69,99.9,98.91,0.341589,85.87,95.94,96.37,0.329483,78.29,94.14,94.85,0.212054,63.64,79.49,88.55,0.229898,92.57,97.13,93.85,0.233382,94.44,98.02,92.06,0.337977,73.46,63.78,73.58,0.271656,84.74,94.23,94.49,0.298142,77.23,90.56,94.07,0.186134,83.99,91.32,92.07,0.275829
blur_level 2,84.68,93.92,94.74,0.293877,81.05,87.03,85.29,0.290058,77.98,93.5,94.37,0.222291,83.03,93.0,95.19,0.236412,76.11,85.93,93.44,0.294193,79.39,84.42,90.91,0.330622,98.54,99.52,96.09,0.354609,80.25,93.31,96.37,0.303418,76.51,92.9,95.21,0.213883,61.82,78.86,88.15,0.225165,91.59,96.66,93.26,0.317253,88.33,95.64,88.52,0.365612,73.17,60.95,73.79,0.285595,84.39,94.02,94.49,0.305839,74.89,87.72,94.4,0.200439,80.78,89.16,91.61,0.282618
blur_level 3,84.68,94.17,94.74,0.331771,78.17,83.37,85.57,0.305302,75.95,91.64,94.37,0.220214,81.74,92.12,95.19,0.270148,76.44,85.94,93.33,0.331814,78.32,84.12,89.17,0.331346,98.57,99.53,96.09,0.358848,78.93,92.65,96.37,0.309791,74.71,91.42,95.17,0.23203,61.24,77.85,88.12,0.257647,91.74,96.8,93.26,0.310141,86.11,94.64,87.88,0.356183,68.96,49.43,71.7,0.295534,81.84,92.56,94.49,0.311774,75.76,88.78,94.74,0.230318,79.54,87.67,91.35,0.296857
blur_level 4,83.89,93.69,94.74,0.344231,74.93,80.2,84.62,0.315228,74.47,90.14,93.39,0.230186,80.1,90.32,95.19,0.306139,76.36,84.81,92.56,0.34595,77.79,84.66,87.74,0.348252,98.27,99.42,96.22,0.361718,78.25,92.33,94.79,0.336851,72.8,90.87,93.84,0.247934,61.24,77.74,86.69,0.274684,90.48,96.33,92.66,0.345867,85.83,94.57,89.23,0.377523,67.5,47.46,70.97,0.331983,81.75,92.52,94.49,0.327491,76.68,89.3,95.2,0.266029,78.69,86.96,90.82,0.317338
photometric_level 1,99.68,99.9,99.21,0.318064,94.13,97.25,91.33,0.316451,90.63,97.86,95.11,0.234848,99.96,99.99,99.44,0.209671,99.58,99.86,99.12,0.302026,99.96,99.98,99.29,0.330655,100.0,100.0,100.0,0.30137,100.0,100.0,100.0,0.298677,97.19,99.48,96.82,0.213678,74.07,88.04,88.46,0.231066,99.71,99.89,98.8,0.296824,97.22,99.04,96.55,0.338761,93.62,90.1,86.08,0.285474,99.39,99.81,97.56,0.270912,98.92,99.7,97.94,0.189293,96.27,98.06,96.38,0.275851
