transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,99.25,96.15,43.9,0.268907,97.92,94.12,52.83,0.30434,88.79,93.52,46.05,0.209354,99.01,90.44,69.6,0.354497,95.26,93.48,44.86,0.17323,99.54,95.1,23.82,0.245228,97.83,89.05,6.11,0.29228,99.04,92.84,68.86,0.3092,95.57,85.13,47.76,0.292752,94.19,87.52,45.38,0.306559,92.88,65.67,29.07,0.281954,98.66,97.51,54.37,0.199107,96.5,90.04,44.38,0.269784
noise_level 1,97.02,90.7,38.39,0.267979,97.45,92.87,51.73,0.308994,92.76,91.95,49.92,0.20616,98.6,82.73,66.06,0.34525,95.1,91.01,46.2,0.184754,99.26,91.17,25.93,0.246048,96.97,84.53,3.34,0.30755,99.02,91.9,65.79,0.303351,95.51,85.08,47.53,0.294898,94.16,86.27,44.81,0.309486,93.01,68.41,29.14,0.284619,98.36,95.61,55.72,0.202635,96.44,87.69,43.71,0.27181
noise_level 2,95.23,86.7,34.68,0.288777,97.19,91.81,51.1,0.314001,94.13,90.21,51.12,0.219655,98.36,76.27,64.54,0.339014,94.52,88.59,45.22,0.194414,99.14,89.55,26.09,0.267062,96.72,83.68,2.47,0.285816,99.03,91.8,64.26,0.304416,95.59,84.7,49.02,0.296276,93.5,83.87,43.2,0.310286,92.96,66.99,29.57,0.286917,97.82,94.78,54.61,0.223459,96.18,85.75,42.99,0.277508
noise_level 3,94.23,83.99,30.69,0.297154,96.72,91.24,49.01,0.328083,95.23,88.2,52.03,0.231026,98.11,74.94,62.51,0.337365,93.94,85.37,45.72,0.204247,98.42,86.38,27.24,0.29199,95.99,81.1,1.83,0.280333,98.88,91.28,61.29,0.31053,95.83,85.15,48.05,0.304246,92.09,83.25,41.18,0.319349,92.99,66.87,28.91,0.291576,97.72,89.65,53.88,0.241682,95.85,83.95,41.86,0.286465
noise_level 4,90.35,74.94,26.48,0.313882,96.15,89.5,47.03,0.341891,95.78,83.8,48.5,0.256422,97.33,70.82,60.53,0.338245,92.44,79.87,43.46,0.224478,96.65,79.34,22.1,0.322479,94.27,76.66,0.99,0.284356,98.56,90.17,54.37,0.318789,95.97,83.72,48.59,0.31264,90.52,80.26,39.45,0.332376,92.95,68.57,28.93,0.304614,97.09,87.49,51.13,0.275288,94.84,80.43,39.3,0.302122
blur_level 1,93.45,79.15,7.44,0.360875,91.94,72.57,20.97,0.374757,72.61,46.43,8.37,0.355442,96.5,66.59,51.22,0.400374,81.74,65.96,19.82,0.280633,91.83,57.46,1.87,0.312805,90.37,57.33,0.72,0.344491,93.18,60.55,20.41,0.408659,86.05,47.1,7.9,0.45057,87.35,62.0,10.6,0.423809,80.66,50.41,12.06,0.434054,89.31,70.35,24.49,0.362575,87.92,61.32,15.49,0.375754
blur_level 2,90.81,73.62,4.17,0.381578,89.28,62.22,10.22,0.388099,72.04,41.42,6.5,0.367466,94.87,58.04,35.27,0.419371,79.61,54.29,15.91,0.295097,88.63,48.33,0.88,0.310288,86.42,41.51,0.42,0.313172,90.05,52.4,11.6,0.430883,83.06,40.85,4.19,0.482104,85.02,55.97,6.49,0.473676,78.89,46.7,8.79,0.474976,88.35,64.72,20.56,0.380269,85.59,53.34,10.42,0.393082
blur_level 3,89.36,71.29,4.03,0.397029,86.79,51.65,5.59,0.392532,71.71,39.93,6.0,0.177322,93.74,54.2,20.11,0.410593,79.4,50.63,14.02,0.296153,87.42,45.42,0.58,0.315039,84.66,37.57,0.41,0.344569,87.63,48.94,6.51,0.423516,82.0,39.28,2.93,0.504313,84.24,53.75,4.32,0.487583,78.33,43.38,6.45,0.49795,88.73,63.85,19.58,0.375592,84.5,49.99,7.54,0.385183
blur_level 4,87.75,68.76,2.75,0.396393,84.26,43.99,3.77,0.385209,72.32,38.62,6.01,0.190595,91.68,48.38,13.14,0.405671,78.65,46.31,12.86,0.299021,85.27,41.76,0.45,0.42088,83.51,33.37,0.36,0.363823,86.04,47.82,5.26,0.435656,81.02,37.88,2.25,0.524849,83.02,51.99,3.45,0.49851,77.52,40.7,5.07,0.507261,88.51,61.5,17.58,0.375611,83.3,46.76,6.08,0.40029
photometric_level 1,98.69,94.78,39.96,0.263421,97.67,94.24,52.94,0.302062,90.92,92.81,46.41,0.208222,98.8,86.99,68.77,0.348636,94.93,93.11,44.35,0.178119,99.48,94.1,25.95,0.284111,97.71,88.74,6.29,0.302396,99.07,92.65,69.48,0.310837,95.54,85.66,48.95,0.294964,93.85,87.2,45.74,0.315912,93.11,67.5,28.84,0.282794,98.64,97.3,54.4,0.200992,96.53,89.59,44.34,0.274372
photometric_level 2,98.45,93.15,39.7,0.255721,97.46,93.98,52.62,0.305354,89.45,89.28,44.19,0.225156,98.14,82.46,66.99,0.340868,94.64,93.02,43.58,0.180547,99.27,92.24,25.74,0.28409,97.36,87.21,5.71,0.310906,99.07,92.41,68.5,0.315845,95.67,85.58,49.24,0.300535,93.57,86.6,44.93,0.321257,93.2,68.6,28.13,0.286688,98.11,96.11,51.21,0.218704,96.2,88.39,43.38,0.278806
