transformation_level,candle_auroc_px,candle_aupro_px,candle_f1_px,candle_threshold_px,capsules_auroc_px,capsules_aupro_px,capsules_f1_px,capsules_threshold_px,cashew_auroc_px,cashew_aupro_px,cashew_f1_px,cashew_threshold_px,chewinggum_auroc_px,chewinggum_aupro_px,chewinggum_f1_px,chewinggum_threshold_px,fryum_auroc_px,fryum_aupro_px,fryum_f1_px,fryum_threshold_px,macaroni1_auroc_px,macaroni1_aupro_px,macaroni1_f1_px,macaroni1_threshold_px,macaroni2_auroc_px,macaroni2_aupro_px,macaroni2_f1_px,macaroni2_threshold_px,pcb1_auroc_px,pcb1_aupro_px,pcb1_f1_px,pcb1_threshold_px,pcb2_auroc_px,pcb2_aupro_px,pcb2_f1_px,pcb2_threshold_px,pcb3_auroc_px,pcb3_aupro_px,pcb3_f1_px,pcb3_threshold_px,pcb4_auroc_px,pcb4_aupro_px,pcb4_f1_px,pcb4_threshold_px,pipe_fryum_auroc_px,pipe_fryum_aupro_px,pipe_fryum_f1_px,pipe_fryum_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,99.25,96.15,43.9,0.268907,97.92,94.12,52.83,0.30434,88.79,93.52,46.05,0.209354,99.01,90.44,69.6,0.354497,95.26,93.48,44.86,0.17323,99.54,95.1,23.82,0.245228,97.83,89.05,6.11,0.29228,99.04,92.84,68.86,0.3092,95.57,85.13,47.76,0.292752,94.19,87.52,45.38,0.306559,92.88,65.67,29.07,0.281954,98.66,97.51,54.37,0.199107,96.5,90.04,44.38,0.269784
gaussian_noise_level 1,98.63,93.82,36.29,0.26556,98.12,91.18,52.87,0.309061,91.45,93.85,50.92,0.217645,99.07,83.1,67.26,0.338142,95.42,90.46,49.75,0.169204,99.43,90.56,30.94,0.262186,96.88,82.88,2.56,0.298601,99.34,93.0,62.91,0.299476,94.93,84.0,48.61,0.28846,92.55,85.03,36.43,0.303059,93.1,64.1,30.29,0.287937,98.31,98.43,61.85,0.196497,96.44,87.53,44.22,0.269652
gaussian_noise_level 2,97.52,91.85,34.2,0.270912,97.86,89.75,51.06,0.312049,93.13,93.05,51.08,0.222466,99.01,76.47,68.08,0.339864,94.93,88.24,48.96,0.177391,99.29,87.66,29.31,0.289287,96.94,82.68,2.12,0.252713,99.3,92.72,60.04,0.296381,95.31,84.19,49.39,0.293285,92.18,80.29,35.82,0.305906,92.96,63.09,30.85,0.287743,97.81,98.2,60.75,0.206147,96.35,85.68,43.47,0.271179
gaussian_noise_level 3,95.84,89.17,33.66,0.293782,97.38,87.9,46.4,0.328097,94.48,92.4,53.89,0.228097,98.85,79.04,64.83,0.331079,94.16,85.5,49.92,0.189156,98.69,86.22,30.46,0.291442,96.27,80.62,2.56,0.276701,99.16,91.31,55.9,0.298251,95.41,84.15,46.81,0.299141,90.61,78.17,33.81,0.318879,93.56,63.08,29.74,0.293093,97.59,97.45,59.14,0.231459,96.0,84.58,42.26,0.281598
gaussian_noise_level 4,92.35,82.85,29.83,0.320013,96.74,87.1,42.68,0.342167,95.82,89.3,53.02,0.251229,98.29,72.07,63.89,0.342755,92.62,78.41,47.9,0.207154,97.37,81.4,27.43,0.315036,95.05,77.02,1.65,0.284288,98.92,90.94,47.38,0.304334,95.61,82.85,50.01,0.311416,88.54,76.12,32.09,0.324345,93.5,62.1,31.12,0.300653,97.48,96.41,59.75,0.261355,95.19,81.38,40.56,0.297062
shot_noise_level 1,96.98,90.4,40.68,0.263484,97.63,93.75,51.55,0.31157,90.11,91.17,36.04,0.223251,98.02,84.02,66.71,0.363723,94.8,93.09,42.99,0.19013,98.95,90.33,25.41,0.237981,96.97,89.31,7.16,0.312565,99.57,95.7,65.1,0.301553,93.27,83.8,44.58,0.290556,95.13,88.78,48.92,0.300479,94.03,72.15,26.84,0.284581,98.71,96.8,45.62,0.20231,96.18,89.11,41.8,0.273515
shot_noise_level 2,95.3,85.81,35.4,0.293022,97.18,92.67,50.84,0.315948,93.91,91.51,40.02,0.231873,97.73,77.68,65.83,0.360889,94.48,91.54,42.74,0.197058,98.91,90.43,23.82,0.252264,96.79,88.54,3.4,0.322102,99.53,94.66,63.53,0.304654,93.3,83.52,45.39,0.296479,94.42,88.45,47.17,0.304593,93.91,74.64,27.17,0.286904,98.61,95.39,45.89,0.228128,96.17,87.9,40.93,0.282826
shot_noise_level 3,94.22,82.28,29.52,0.308542,96.83,91.7,50.71,0.332557,94.55,87.7,38.86,0.240183,97.42,74.4,65.62,0.362295,93.68,89.8,43.23,0.210862,98.4,85.55,27.4,0.294274,96.19,85.33,3.31,0.348231,99.45,95.48,60.66,0.314371,93.71,84.05,45.79,0.305085,92.49,87.09,45.09,0.313953,93.94,75.11,27.0,0.297091,98.56,92.97,48.03,0.250264,95.79,85.96,40.44,0.298142
shot_noise_level 4,91.7,75.47,26.75,0.324181,95.97,89.58,47.61,0.34824,95.58,82.94,37.93,0.272705,96.82,68.14,61.73,0.35325,92.62,84.8,40.56,0.234584,96.2,76.6,18.4,0.324582,94.4,78.5,2.02,0.374111,99.25,94.95,50.7,0.328099,93.75,82.12,44.16,0.318261,91.04,84.42,43.46,0.332334,93.99,79.29,25.21,0.305576,97.89,91.04,43.79,0.291692,94.93,82.32,36.86,0.317301
impulse_noise_level 1,95.48,87.02,38.54,0.27835,96.74,94.44,51.17,0.303964,94.44,88.73,57.56,0.202583,98.6,80.22,64.79,0.337238,95.24,89.47,47.24,0.190577,99.52,94.26,22.66,0.251075,97.21,84.09,2.9,0.265253,98.33,88.87,69.48,0.3139,98.27,88.23,49.55,0.300948,95.2,86.57,50.84,0.318802,91.91,69.48,30.32,0.281134,98.47,91.14,57.58,0.212527,96.62,86.88,45.22,0.271363
