transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
impulse_noise_level 2,95.94,89.57,67.17,0.302841,97.24,92.58,73.19,0.325675,94.54,85.49,36.43,0.31106,99.48,97.61,74.47,0.306846,98.84,94.67,51.69,0.35073,98.66,91.44,63.22,0.339164,99.43,97.31,55.83,0.353837,89.78,87.32,63.75,0.25468,88.53,87.17,46.47,0.241951,96.92,88.61,33.01,0.322858,97.09,91.31,69.62,0.283492,98.44,86.93,60.96,0.349756,82.33,65.41,45.85,0.280945,95.54,89.56,59.85,0.304286,96.26,90.02,55.65,0.234512,95.27,89.0,57.14,0.304176
impulse_noise_level 3,95.16,87.48,62.9,0.312681,97.13,92.35,73.21,0.334647,93.78,79.21,30.03,0.329392,99.47,97.18,74.15,0.313454,98.7,94.1,51.34,0.356448,98.25,90.69,59.64,0.350435,99.38,96.57,55.4,0.362299,88.1,85.31,60.84,0.266052,87.87,84.63,38.64,0.272198,96.43,86.76,32.27,0.327253,96.78,90.36,69.38,0.291053,98.3,81.84,60.35,0.3579,80.97,65.18,44.34,0.298918,94.56,88.53,58.6,0.306682,96.45,89.17,54.71,0.23965,94.76,87.29,55.05,0.314604
impulse_noise_level 4,92.64,80.8,54.61,0.323951,96.84,91.9,72.11,0.35164,92.19,73.96,19.86,0.365713,99.42,95.95,74.23,0.320221,98.38,93.43,50.68,0.363452,97.01,85.0,50.06,0.371273,99.19,95.74,49.45,0.359394,84.35,79.29,54.67,0.295627,77.63,68.76,22.12,0.314512,95.34,83.46,27.26,0.35525,96.53,90.36,69.34,0.30232,97.72,81.82,54.64,0.368592,78.75,62.24,38.62,0.33248,93.82,87.19,55.63,0.313712,96.72,89.12,56.01,0.262105,93.1,83.93,49.95,0.333349
defocus_blur_level 1,99.28,97.15,84.17,0.273007,95.86,89.16,67.74,0.284503,97.89,95.7,53.89,0.231644,99.39,98.17,72.78,0.289523,98.76,96.03,50.26,0.349992,99.25,97.02,72.8,0.333041,99.21,98.33,48.45,0.344063,94.51,92.02,73.23,0.211767,98.87,97.32,71.74,0.224106,98.83,94.53,44.58,0.284395,97.62,89.06,72.53,0.272183,98.79,95.52,63.16,0.316644,85.2,58.31,47.53,0.199221,98.3,95.45,68.1,0.336355,98.34,94.85,67.95,0.191408,97.34,92.57,63.93,0.276123
defocus_blur_level 2,99.3,97.11,84.34,0.27282,95.85,89.28,67.42,0.28391,97.96,95.79,54.68,0.233,99.38,98.11,72.63,0.29605,98.7,96.12,50.25,0.353891,99.25,96.94,72.85,0.336243,99.19,98.19,48.31,0.350768,94.26,91.65,72.51,0.215305,98.89,97.3,71.74,0.230324,98.83,94.47,43.6,0.27713,97.54,88.27,72.21,0.279123,98.7,95.24,61.57,0.319984,85.42,58.04,47.8,0.201796,98.34,95.52,68.57,0.340486,97.92,93.78,65.69,0.199006,97.3,92.39,63.61,0.279322
defocus_blur_level 3,99.25,97.18,83.92,0.28196,95.35,87.5,65.75,0.298989,98.18,95.56,56.51,0.237989,99.4,98.16,72.39,0.315953,98.43,95.54,47.41,0.365474,99.18,97.49,72.26,0.330914,99.19,97.99,50.2,0.36506,92.57,90.09,67.64,0.228421,98.86,97.4,70.97,0.231473,98.64,93.83,41.71,0.299854,97.02,86.38,70.56,0.288343,98.18,94.38,54.46,0.313834,84.77,57.59,46.95,0.213667,98.4,95.58,69.53,0.341865,96.81,91.17,63.39,0.224452,96.95,91.72,62.24,0.289217
defocus_blur_level 4,99.15,96.58,83.15,0.295543,94.39,86.14,62.56,0.310449,98.19,95.0,57.43,0.245705,99.32,97.71,71.2,0.323666,98.2,95.81,47.59,0.371324,98.97,95.41,68.33,0.339007,99.14,97.62,49.06,0.371421,91.35,88.51,64.73,0.244284,98.62,97.16,69.52,0.24091,98.34,92.18,40.48,0.309524,95.81,84.56,69.95,0.305645,97.75,92.77,51.33,0.336087,83.16,56.69,45.2,0.229982,98.26,94.82,68.2,0.344829,97.49,93.25,62.95,0.263973,96.54,90.95,60.78,0.302157
motion_blur_level 1,98.85,97.21,79.86,0.258988,94.84,86.54,67.04,0.284501,98.55,95.57,54.79,0.294302,99.53,98.05,75.01,0.285735,99.03,96.77,50.29,0.358057,99.08,95.33,73.33,0.315527,99.35,98.17,53.05,0.351485,94.66,93.26,69.46,0.221119,95.83,96.79,65.85,0.218162,98.18,92.45,36.72,0.286138,97.64,87.98,79.16,0.261413,98.74,92.32,66.89,0.347819,83.98,63.66,35.68,0.194433,92.62,89.98,56.73,0.321966,98.61,95.15,65.22,0.206491,96.63,91.95,61.94,0.280409
motion_blur_level 2,98.82,97.05,79.18,0.256365,94.75,86.6,66.56,0.286522,98.61,94.9,54.05,0.293952,99.52,97.97,74.15,0.289281,98.93,96.91,50.03,0.364059,98.99,94.77,73.27,0.314907,99.37,98.14,53.75,0.349749,93.49,92.71,66.01,0.228004,95.74,96.89,64.73,0.218807,97.86,90.34,35.71,0.2965,97.64,88.4,79.4,0.275157,98.32,90.59,62.9,0.356373,83.04,63.57,35.59,0.20907,93.31,89.85,56.79,0.327163,97.92,93.79,64.6,0.214728,96.42,91.5,61.11,0.285376
motion_blur_level 3,98.51,95.12,76.39,0.275,94.18,85.54,64.5,0.293585,98.43,93.9,51.8,0.284496,99.57,98.08,75.35,0.310915,98.33,96.12,46.03,0.375557,98.86,93.44,72.27,0.331213,99.31,98.1,52.64,0.358672,92.92,90.18,64.63,0.242934,95.25,96.08,64.26,0.233029,97.14,86.58,28.91,0.299325,97.54,87.95,79.19,0.289071,98.19,89.32,60.71,0.368556,80.55,61.44,31.61,0.225726,92.4,89.25,56.76,0.341973,97.58,92.15,63.3,0.236385,95.92,90.22,59.22,0.297762
motion_blur_level 4,98.01,92.32,73.61,0.303913,93.54,83.7,60.95,0.309869,98.11,92.79,49.64,0.302675,99.45,97.57,73.63,0.30765,97.91,94.87,44.94,0.384558,98.65,91.28,71.08,0.346277,99.32,97.77,52.02,0.36512,91.9,89.05,61.82,0.263029,91.97,93.39,57.98,0.252701,96.49,85.52,27.64,0.311089,97.31,86.46,78.5,0.314779,96.73,81.18,51.23,0.396735,76.41,58.3,26.29,0.256346,93.55,87.87,57.38,0.336756,97.56,92.77,60.6,0.271715,95.13,88.32,56.49,0.314881
zoom_blur_level 1,90.03,77.95,53.68,0.379369,85.89,71.08,38.35,0.372627,86.07,74.89,22.57,0.311283,89.12,59.58,31.7,0.395768,88.98,60.72,13.57,0.439107,94.53,82.75,40.87,0.410248,99.04,96.15,49.15,0.379209,79.78,61.65,46.46,0.326731,87.74,80.24,43.19,0.351707,91.86,74.53,10.67,0.356475,89.77,73.1,51.11,0.388042,93.76,61.77,21.39,0.406367,67.27,60.62,19.57,0.362646,88.89,71.35,46.62,0.402486,85.32,54.5,22.07,0.370847,87.87,70.73,34.06,0.376861
zoom_blur_level 2,88.04,72.8,49.27,0.385667,79.92,61.73,26.75,0.393071,84.41,69.79,15.29,0.346538,86.07,50.8,21.37,0.410837,82.14,42.93,5.96,0.435556,91.77,75.65,32.6,0.42077,98.71,95.05,46.68,0.388462,75.95,53.53,42.21,0.352684,82.82,67.58,31.16,0.37539,90.64,71.38,6.7,0.368342,85.18,62.56,42.42,0.399812,89.92,51.36,15.61,0.442596,64.96,55.25,16.99,0.392236,86.77,67.31,41.47,0.404361,80.99,44.62,17.43,0.389934,84.55,62.82,27.46,0.39375
zoom_blur_level 3,87.13,70.69,47.59,0.383699,76.59,58.97,23.96,0.40019,82.91,68.78,11.22,0.36777,86.17,48.7,23.97,0.412222,78.42,33.93,4.52,0.451883,88.72,62.17,25.77,0.431507,97.94,90.36,42.37,0.381358,74.9,46.19,42.37,0.365192,76.11,54.14,20.2,0.383404,89.77,67.34,4.92,0.381868,82.74,55.33,37.97,0.39656,87.33,46.73,11.9,0.423389,66.3,53.16,15.96,0.399778,84.33,61.8,36.05,0.405176,81.51,44.87,18.35,0.386574,82.72,57.54,24.47,0.398038
zoom_blur_level 4,84.8,65.46,43.61,0.385184,70.47,51.24,19.19,0.418396,82.13,65.8,9.86,0.364096,84.93,46.62,21.61,0.413983,74.98,31.31,3.95,0.457675,86.99,56.17,23.14,0.438756,97.1,88.58,40.09,0.393493,71.75,40.47,39.26,0.372477,74.03,46.69,18.45,0.389449,88.52,62.41,4.2,0.365963,81.1,49.9,35.06,0.401412,84.31,43.65,10.11,0.441194,67.5,47.33,14.22,0.406058,83.21,57.66,33.34,0.403462,78.08,37.47,14.53,0.391567,80.66,52.72,22.04,0.402878
brightness_level 1,99.0,96.99,82.61,0.268036,96.47,90.17,69.47,0.289897,97.36,95.54,51.31,0.267866,99.34,97.85,69.68,0.273976,99.01,96.37,54.11,0.335317,99.15,97.38,73.9,0.322229,99.36,98.5,53.11,0.345553,94.67,92.79,74.18,0.213084,96.32,96.86,64.61,0.214259,98.71,94.23,46.15,0.289713,97.34,87.58,75.39,0.267235,99.05,91.57,66.34,0.348809,86.53,60.89,44.19,0.205573,97.62,93.63,71.67,0.313576,98.51,95.4,66.36,0.192436,97.23,92.38,64.21,0.276504
brightness_level 2,99.0,97.04,82.61,0.269619,95.86,89.67,69.23,0.295822,96.94,95.35,51.66,0.253704,99.34,98.11,69.66,0.27856,99.01,96.41,54.81,0.3375,99.14,97.25,73.56,0.322681,99.36,98.46,52.92,0.349776,94.47,92.8,73.66,0.217594,96.18,96.67,64.99,0.218643,98.32,92.62,45.81,0.289827,97.3,87.61,75.31,0.272315,99.03,91.5,66.01,0.352646,86.22,60.47,44.06,0.207786,97.43,93.4,71.18,0.314538,98.6,95.48,66.93,0.193363,97.08,92.19,64.16,0.278292
brightness_level 3,98.98,96.92,82.54,0.275175,94.99,88.31,68.14,0.30139,96.68,94.63,52.13,0.269017,99.34,98.04,69.72,0.279943,99.06,96.5,55.28,0.341255,99.09,96.93,72.63,0.32445,99.37,98.37,53.2,0.34909,94.16,92.35,72.72,0.221953,94.59,93.26,59.96,0.250131,94.29,78.18,44.61,0.300546,97.17,87.25,75.08,0.277555,99.0,91.55,65.9,0.352574,85.87,60.3,43.93,0.215691,97.07,91.83,70.3,0.317784,98.68,95.93,67.61,0.201336,96.56,90.69,63.58,0.285193
brightness_level 4,98.95,96.81,82.42,0.281094,94.29,87.66,65.76,0.308989,96.77,93.94,52.12,0.278307,99.36,98.03,69.88,0.282368,99.05,96.48,55.06,0.343987,99.03,96.49,71.9,0.32534,99.39,98.42,53.59,0.345436,93.7,92.07,71.28,0.228351,91.17,83.15,44.95,0.274324,94.22,76.78,43.64,0.315776,97.02,87.36,74.89,0.282114,98.87,89.89,65.35,0.363373,86.13,60.19,44.53,0.221965,97.06,91.17,69.0,0.326285,98.7,95.81,68.31,0.209073,96.25,89.62,62.18,0.292452
contrast_level 1,98.89,96.6,80.61,0.261486,94.07,87.18,63.46,0.2985,96.38,91.81,41.83,0.280042,99.47,98.3,73.53,0.267628,99.0,94.05,50.4,0.365876,99.24,96.14,70.85,0.322857,99.36,98.05,52.31,0.311923,94.59,92.39,70.3,0.213355,96.63,96.72,63.81,0.207298,98.31,92.44,42.46,0.291305,97.68,90.37,75.73,0.270679,98.64,93.87,61.29,0.318716,82.31,70.78,37.24,0.204565,93.88,88.71,59.46,0.310018,98.72,96.05,66.46,0.208627,96.48,92.23,60.65,0.275525
contrast_level 2,98.84,96.56,80.17,0.264473,94.01,87.02,63.37,0.303956,96.06,91.18,41.83,0.288747,99.47,98.25,73.74,0.272373,98.9,93.49,49.53,0.366843,99.19,95.93,69.96,0.322303,99.35,97.83,51.85,0.311375,93.69,91.95,67.17,0.222327,96.24,96.32,62.91,0.206245,98.2,91.77,41.13,0.302158,97.51,89.77,75.52,0.271864,98.68,93.73,61.47,0.314853,81.94,70.47,37.31,0.213358,93.4,87.87,57.86,0.303339,98.85,96.27,67.67,0.215574,96.29,91.89,60.1,0.278653
contrast_level 3,98.81,96.24,79.22,0.271328,93.78,86.42,63.12,0.317515,95.5,90.4,40.75,0.303134,99.48,97.96,73.82,0.272163,98.41,91.97,47.39,0.372644,99.04,95.11,66.79,0.324009,99.33,97.43,51.62,0.305176,94.23,91.88,68.35,0.233615,94.31,95.14,60.16,0.212009,97.88,90.81,36.85,0.313113,97.2,89.15,75.09,0.280796,98.73,93.66,62.49,0.325407,81.49,69.37,38.26,0.227148,92.67,85.79,55.05,0.302093,98.98,96.81,69.42,0.230309,95.99,91.21,59.23,0.286031
contrast_level 4,98.28,95.01,74.64,0.293538,93.51,85.49,62.2,0.345187,94.72,87.42,34.4,0.320418,99.45,97.7,74.44,0.287205,98.34,92.27,47.61,0.355834,98.25,91.47,57.21,0.33942,99.17,96.26,49.01,0.314843,94.52,90.67,69.04,0.258105,86.56,89.18,48.56,0.241399,96.9,87.9,32.7,0.338038,96.21,86.86,72.72,0.295413,98.68,92.87,62.41,0.345125,79.5,66.7,33.69,0.275497,90.24,80.95,50.62,0.31201,98.15,93.55,66.24,0.268993,94.83,88.95,55.7,0.306068
rotation_level 1,99.32,97.58,83.46,0.263826,93.92,84.07,62.03,0.282526,96.22,89.83,45.65,0.245213,99.54,98.64,74.81,0.28375,99.33,97.56,54.6,0.374605,99.29,97.42,74.86,0.33252,99.39,97.97,57.08,0.340647,94.74,93.58,70.98,0.213377,95.99,96.99,54.94,0.234227,97.92,91.66,41.92,0.291119,97.98,93.46,78.88,0.288999,98.8,89.63,61.72,0.344178,86.56,58.35,42.6,0.219623,98.07,90.4,74.13,0.303745,98.29,94.81,65.71,0.184555,97.02,91.46,62.89,0.280194
rotation_level 2,99.3,97.63,82.91,0.262218,93.91,84.53,62.14,0.281165,96.35,87.61,45.76,0.246015,99.54,98.67,75.18,0.280041,99.32,96.31,52.55,0.368002,99.3,96.7,74.86,0.329701,99.42,98.12,57.96,0.338808,95.05,93.74,72.25,0.213006,95.36,96.68,54.87,0.238074,97.93,90.96,40.55,0.291734,97.93,93.32,78.37,0.285037,98.87,91.17,60.76,0.345829,85.41,58.33,41.28,0.21858,98.14,93.46,74.68,0.299069,98.26,94.99,65.47,0.19022,96.94,91.48,62.64,0.279167
rotation_level 3,99.16,97.11,81.26,0.271735,93.42,83.67,59.73,0.288435,95.78,86.41,41.87,0.224839,99.45,98.1,72.54,0.283739,99.02,96.64,49.79,0.372185,99.22,97.57,73.42,0.332921,99.34,97.73,55.68,0.353283,94.57,93.11,70.67,0.212813,95.54,95.3,51.01,0.241098,97.28,89.3,25.67,0.274513,97.8,89.68,77.33,0.288126,98.72,88.03,59.52,0.340483,84.71,57.36,39.31,0.216221,97.95,91.45,72.8,0.300434,98.1,94.06,63.39,0.194344,96.67,90.37,59.6,0.279678
rotation_level 4,98.97,96.63,79.51,0.272756,93.1,82.88,56.76,0.28837,95.25,84.72,36.78,0.232195,99.17,97.44,66.9,0.294705,98.88,96.11,41.19,0.363097,99.04,95.43,68.51,0.333038,99.23,97.33,53.3,0.345851,94.2,92.77,69.72,0.212587,95.0,94.45,46.04,0.241037,96.81,87.53,17.1,0.27792,97.51,91.88,75.84,0.291798,98.82,89.61,60.39,0.341813,83.85,56.59,34.23,0.211175,97.71,88.4,69.97,0.300346,97.41,91.93,56.98,0.188943,96.33,89.58,55.55,0.279709
zooming_level 1,98.77,96.43,80.55,0.250717,97.12,91.82,73.95,0.289305,97.63,97.44,52.16,0.273094,99.31,97.57,69.71,0.275713,98.65,93.75,50.56,0.341143,99.11,95.82,73.48,0.332263,99.58,98.91,55.66,0.356009,94.1,90.26,76.06,0.210684,96.91,95.91,71.82,0.206777,98.81,94.39,48.0,0.291591,97.19,92.01,76.37,0.240226,98.4,95.03,65.54,0.317011,81.12,60.93,39.11,0.18202,98.33,92.9,68.44,0.340985,98.73,94.64,68.75,0.204519,96.92,92.52,64.68,0.274137
zooming_level 2,98.66,96.14,80.79,0.251396,96.9,91.72,74.45,0.293057,97.26,96.76,52.87,0.29222,99.26,97.6,71.08,0.269996,98.55,93.12,50.06,0.338141,98.95,94.08,72.72,0.332859,99.54,98.76,55.35,0.351508,93.58,89.52,75.46,0.213911,96.66,94.94,71.84,0.209081,98.81,93.61,51.04,0.299784,97.11,91.47,76.87,0.240416,98.24,94.45,64.79,0.320218,80.41,60.67,39.43,0.183769,98.25,92.05,69.41,0.341267,98.71,92.08,69.55,0.208538,96.73,91.8,65.05,0.276411
zooming_level 3,98.52,95.96,80.97,0.256949,96.52,90.28,74.57,0.29381,97.11,96.71,53.25,0.28919,99.29,97.65,72.98,0.271168,98.43,93.3,51.93,0.34389,98.89,94.67,73.18,0.333557,99.49,98.56,55.22,0.346328,93.38,86.13,75.98,0.217126,96.52,94.81,72.51,0.210102,98.85,91.59,51.71,0.299151,96.9,91.19,77.1,0.241666,98.13,93.31,66.36,0.324536,80.03,57.7,39.52,0.18591,98.22,93.94,68.95,0.338061,98.4,92.51,70.78,0.230174,96.58,91.22,65.67,0.278775
zooming_level 4,98.4,95.29,81.52,0.258354,96.27,90.03,74.33,0.301182,97.04,96.78,52.98,0.279517,99.13,96.86,72.87,0.258888,98.54,93.78,51.62,0.342688,98.62,95.18,71.68,0.336083,99.47,98.45,56.65,0.34742,92.76,88.23,75.18,0.221535,96.36,93.23,72.07,0.208527,98.84,90.83,51.44,0.303709,96.81,88.97,77.42,0.241978,98.03,90.81,66.34,0.325424,78.13,52.79,38.02,0.18935,98.1,93.09,69.35,0.335609,98.4,89.85,72.34,0.246281,96.33,90.28,65.59,0.27977
shifting_level 1,98.6,96.38,80.17,0.258893,95.03,91.23,62.65,0.293607,97.84,94.51,51.28,0.248964,99.38,98.26,71.32,0.274029,98.93,94.31,48.58,0.347966,99.21,97.5,73.62,0.319582,99.14,97.99,47.33,0.326836,95.21,93.29,70.86,0.217831,95.97,97.06,62.79,0.216527,98.75,94.81,43.67,0.283729,97.74,90.58,73.47,0.267137,99.0,94.48,57.59,0.342707,86.86,77.42,46.34,0.21985,93.96,91.69,62.48,0.329103,98.59,96.02,66.64,0.199164,96.95,93.7,61.25,0.276395
shifting_level 2,98.63,96.51,80.27,0.256955,94.91,90.93,62.91,0.293351,97.72,94.48,51.06,0.251472,99.39,98.26,71.53,0.274992,98.83,92.71,47.81,0.346627,99.22,96.84,72.94,0.326594,99.17,98.09,48.54,0.319659,95.36,93.6,70.78,0.217957,96.06,96.72,62.76,0.215561,98.86,94.96,42.97,0.283846,97.72,88.88,73.36,0.266063,99.0,94.79,55.86,0.350423,86.63,77.88,45.94,0.221581,92.99,89.67,61.68,0.321763,98.47,96.4,65.75,0.199217,96.86,93.38,60.94,0.276404
shifting_level 3,98.67,96.57,79.99,0.256588,94.86,91.32,62.88,0.295344,97.79,95.21,49.64,0.251437,99.38,97.9,71.04,0.268376,98.94,94.33,49.02,0.353362,99.24,96.76,74.12,0.324134,99.18,98.15,49.08,0.322423,95.02,93.03,69.39,0.217701,96.3,96.73,63.31,0.213446,98.87,94.38,42.92,0.28383,97.78,92.91,73.87,0.264364,98.86,94.18,53.29,0.359515,86.83,77.18,47.58,0.219135,94.0,90.98,63.9,0.32594,98.45,96.29,66.08,0.203488,96.94,93.73,61.07,0.277272
shifting_level 4,98.41,96.08,78.65,0.263136,94.48,89.79,61.7,0.300607,97.26,92.11,40.55,0.262789,99.31,97.97,69.45,0.28061,98.58,87.97,45.03,0.346847,99.16,97.6,73.14,0.324605,99.07,98.06,46.59,0.32232,95.06,93.03,69.54,0.222101,95.51,96.6,60.36,0.220523,98.35,89.19,28.16,0.288876,97.61,82.29,72.07,0.27053,98.97,92.86,60.13,0.348333,87.2,77.81,45.95,0.218456,93.19,91.26,59.33,0.323796,97.78,91.25,56.31,0.206779,96.66,91.59,57.8,0.280021
