transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,98.91,96.82,81.06,0.260675,95.64,89.51,66.69,0.286263,97.27,94.39,48.07,0.254702,99.41,97.91,71.39,0.277404,98.98,95.45,50.14,0.353835,99.21,96.84,73.18,0.328259,99.38,98.29,53.53,0.345952,94.77,92.68,72.65,0.212403,96.68,96.83,64.73,0.212758,98.62,93.72,44.12,0.287182,97.65,89.15,75.76,0.269554,98.81,92.7,62.34,0.332583,84.86,65.55,40.15,0.201599,96.06,91.84,66.18,0.320909,98.48,95.12,65.45,0.193451,96.98,92.45,62.36,0.275835
gaussian_noise_level 1,98.43,96.43,78.88,0.256271,95.46,87.13,67.06,0.294012,95.78,86.41,43.57,0.241912,99.5,98.36,72.91,0.303276,99.17,94.29,51.41,0.364309,99.02,96.22,73.49,0.337743,99.31,97.87,49.72,0.341177,94.19,91.77,68.98,0.229216,93.42,93.54,62.47,0.223034,98.05,92.04,45.28,0.296824,97.51,86.19,77.54,0.288317,98.61,91.22,58.65,0.349056,85.51,67.62,40.01,0.206434,93.98,87.51,63.76,0.311952,97.93,94.58,63.61,0.21307,96.39,90.75,61.16,0.283774
gaussian_noise_level 2,98.24,95.58,77.89,0.274694,95.29,86.91,66.44,0.301616,94.56,79.8,36.21,0.267247,99.52,98.15,73.55,0.308055,99.17,95.01,52.62,0.355303,98.95,94.42,72.64,0.341147,99.3,97.85,48.96,0.352089,93.36,90.98,66.62,0.242386,91.81,90.05,55.64,0.240603,97.79,90.49,44.21,0.31071,97.11,85.07,76.55,0.283195,98.38,90.07,56.28,0.359492,84.33,66.39,38.26,0.225156,93.29,86.29,62.1,0.310438,97.84,94.13,63.11,0.217908,95.93,89.41,59.41,0.292669
gaussian_noise_level 3,97.68,94.32,75.64,0.285051,94.56,86.09,63.11,0.310613,92.87,72.77,27.22,0.30408,99.49,97.95,73.45,0.308087,98.96,94.26,52.45,0.362884,98.54,92.54,67.89,0.354517,99.22,97.61,48.38,0.348356,91.44,88.18,61.58,0.264467,88.74,82.69,43.1,0.265936,97.53,90.04,45.7,0.339684,96.53,83.66,75.25,0.292346,98.11,87.88,54.45,0.357375,82.29,64.12,34.35,0.246438,91.34,82.44,57.85,0.318384,97.48,92.64,64.28,0.225806,94.99,87.15,56.31,0.305602
gaussian_noise_level 4,96.22,87.69,70.53,0.31273,94.05,84.61,59.73,0.33076,91.6,67.99,21.62,0.33842,99.48,97.04,74.1,0.324912,98.68,93.42,48.63,0.366952,97.2,88.57,54.08,0.368625,99.03,96.49,48.03,0.371858,89.53,83.68,56.91,0.294672,85.28,69.04,30.61,0.288641,96.74,87.33,40.53,0.36136,95.37,81.97,73.33,0.303057,97.4,82.82,52.75,0.384802,80.14,61.86,32.07,0.279273,90.22,79.44,56.24,0.332965,97.68,92.55,65.82,0.249018,93.91,83.63,52.33,0.327203
shot_noise_level 1,98.02,94.71,77.31,0.272069,94.03,89.21,59.67,0.296392,98.31,96.48,49.83,0.263564,99.45,97.84,73.11,0.276636,98.52,95.16,46.51,0.320869,99.21,95.45,74.59,0.325053,99.4,98.36,56.43,0.352739,93.72,91.34,71.08,0.225467,91.17,92.69,45.36,0.240718,98.78,94.7,42.53,0.289447,97.51,86.28,78.81,0.263404,98.47,93.88,61.35,0.325557,83.76,63.93,44.31,0.202431,97.47,93.63,62.86,0.312099,97.8,93.59,62.04,0.211846,96.37,91.82,60.39,0.278553
shot_noise_level 2,97.65,93.58,76.24,0.287571,93.67,89.29,58.51,0.302837,97.57,93.14,48.47,0.276112,99.47,97.93,73.28,0.281115,98.35,94.81,45.08,0.328061,99.06,94.81,72.08,0.337458,99.39,98.31,55.71,0.363813,92.84,90.37,68.56,0.241365,88.19,85.15,36.12,0.28303,98.48,93.43,37.62,0.29466,97.53,85.83,79.31,0.273867,98.04,91.31,60.44,0.340821,83.95,63.8,43.7,0.214353,96.84,92.25,59.99,0.316907,97.26,91.84,58.71,0.218324,95.89,90.39,58.25,0.290686
shot_noise_level 3,96.4,91.08,73.29,0.306046,93.13,88.83,57.11,0.315093,96.43,89.49,44.04,0.29032,99.47,98.08,72.58,0.292396,98.01,94.37,44.74,0.331856,98.76,91.24,67.42,0.345246,99.36,98.02,54.72,0.364392,90.59,87.8,62.88,0.259136,85.6,76.78,27.47,0.310386,98.26,92.72,38.66,0.323304,97.27,83.11,79.2,0.286678,97.29,86.56,54.2,0.358455,83.63,64.18,43.66,0.228755,95.64,88.72,55.49,0.32248,96.81,90.61,55.73,0.231132,95.11,88.11,55.41,0.304378
shot_noise_level 4,94.42,85.98,68.8,0.334321,91.5,85.43,50.79,0.331734,94.81,83.24,37.22,0.339533,99.49,97.9,73.47,0.310106,97.23,93.23,41.83,0.355374,97.79,84.99,59.09,0.369975,99.19,97.21,57.88,0.386627,89.17,82.88,60.16,0.297769,83.58,60.31,23.19,0.358254,97.31,89.13,30.87,0.35048,96.35,81.7,76.41,0.304469,96.96,80.28,53.9,0.379661,82.54,62.95,42.43,0.263806,93.53,81.18,51.47,0.34263,96.72,88.96,53.43,0.253031,94.04,83.69,52.06,0.331851
impulse_noise_level 1,97.01,92.13,70.71,0.291976,97.15,92.84,73.32,0.316804,95.64,90.63,45.5,0.287266,99.44,97.83,73.38,0.296261,98.96,94.92,52.55,0.34803,99.05,95.42,68.97,0.331085,99.46,97.76,56.5,0.355161,91.74,88.9,67.34,0.239491,92.81,93.38,59.73,0.223215,97.28,89.33,36.13,0.309439,97.31,91.96,70.15,0.283462,98.55,87.43,60.69,0.343519,84.05,67.1,47.06,0.263456,96.49,91.15,62.85,0.311349,96.44,89.77,55.9,0.224098,96.09,90.7,60.05,0.294974
