transformation_level,bottle_auroc_sp,bottle_ap_sp,bottle_f1_sp,bottle_threshold_sp,cable_auroc_sp,cable_ap_sp,cable_f1_sp,cable_threshold_sp,capsule_auroc_sp,capsule_ap_sp,capsule_f1_sp,capsule_threshold_sp,carpet_auroc_sp,carpet_ap_sp,carpet_f1_sp,carpet_threshold_sp,grid_auroc_sp,grid_ap_sp,grid_f1_sp,grid_threshold_sp,hazelnut_auroc_sp,hazelnut_ap_sp,hazelnut_f1_sp,hazelnut_threshold_sp,leather_auroc_sp,leather_ap_sp,leather_f1_sp,leather_threshold_sp,metal_nut_auroc_sp,metal_nut_ap_sp,metal_nut_f1_sp,metal_nut_threshold_sp,pill_auroc_sp,pill_ap_sp,pill_f1_sp,pill_threshold_sp,screw_auroc_sp,screw_ap_sp,screw_f1_sp,screw_threshold_sp,tile_auroc_sp,tile_ap_sp,tile_f1_sp,tile_threshold_sp,toothbrush_auroc_sp,toothbrush_ap_sp,toothbrush_f1_sp,toothbrush_threshold_sp,transistor_auroc_sp,transistor_ap_sp,transistor_f1_sp,transistor_threshold_sp,wood_auroc_sp,wood_ap_sp,wood_f1_sp,wood_threshold_sp,zipper_auroc_sp,zipper_ap_sp,zipper_f1_sp,zipper_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,99.52,99.85,99.21,0.305553,94.73,97.47,91.89,0.289297,93.7,98.61,94.98,0.232029,99.88,99.96,99.44,0.267772,99.67,99.88,99.12,0.303762,99.96,99.98,99.29,0.33093,100.0,100.0,100.0,0.323572,100.0,100.0,100.0,0.297238,97.16,99.48,96.82,0.21579,74.38,88.54,88.21,0.221719,99.93,99.97,99.4,0.243305,97.22,99.04,96.55,0.335714,94.08,90.05,85.37,0.279344,99.74,99.92,98.36,0.292062,98.77,99.66,97.54,0.186008,96.58,98.16,96.41,0.27494
gaussian_noise_level 1,100.0,100.0,100.0,0.289978,94.19,97.02,91.8,0.287589,85.81,96.72,92.11,0.213473,100.0,100.0,100.0,0.287515,99.25,99.74,97.44,0.27948,100.0,100.0,100.0,0.366108,100.0,100.0,100.0,0.314751,100.0,100.0,100.0,0.307157,98.11,99.66,96.77,0.2373,64.29,83.37,85.39,0.240617,100.0,100.0,100.0,0.249488,85.0,95.19,88.89,0.350944,91.79,84.96,90.32,0.294989,99.29,99.76,97.56,0.292808,99.77,99.94,98.77,0.197607,94.5,97.09,95.94,0.280654
gaussian_noise_level 2,100.0,100.0,100.0,0.306666,95.32,97.48,91.8,0.306198,83.45,96.37,91.36,0.227497,100.0,100.0,100.0,0.282176,99.25,99.74,97.44,0.285522,100.0,100.0,100.0,0.36707,100.0,100.0,100.0,0.31699,99.6,99.9,98.41,0.316529,90.78,98.23,94.95,0.250686,62.5,82.76,85.11,0.215742,100.0,100.0,100.0,0.259401,85.0,95.19,88.89,0.36076,90.36,84.22,89.66,0.309234,100.0,100.0,100.0,0.291566,99.55,99.88,98.73,0.228397,93.72,96.92,95.76,0.288296
gaussian_noise_level 3,100.0,100.0,100.0,0.315963,92.9,96.25,88.89,0.31704,67.91,91.29,91.14,0.277051,100.0,100.0,100.0,0.277695,99.25,99.74,97.44,0.298005,100.0,100.0,100.0,0.371407,100.0,100.0,100.0,0.311576,99.19,99.8,98.36,0.341521,86.76,97.37,94.0,0.281687,59.11,81.75,85.11,0.246117,100.0,100.0,100.0,0.283479,85.0,95.19,88.89,0.358953,92.5,86.34,90.32,0.325629,97.86,99.3,95.24,0.294434,98.41,99.63,98.73,0.233998,91.93,96.44,95.21,0.302304
gaussian_noise_level 4,98.64,99.59,97.56,0.321969,94.68,97.09,90.62,0.328408,80.41,94.53,92.5,0.324672,100.0,100.0,100.0,0.262799,99.25,99.74,97.44,0.321702,98.51,99.14,96.0,0.379796,100.0,100.0,100.0,0.322026,93.55,98.52,93.55,0.355372,78.01,94.49,91.84,0.344917,57.14,80.6,85.11,0.286372,100.0,100.0,100.0,0.295546,87.5,96.14,90.0,0.368886,81.43,73.08,73.33,0.353054,97.86,99.25,97.56,0.315563,99.55,99.88,98.73,0.240139,91.1,95.47,93.62,0.321415
shot_noise_level 1,100.0,100.0,100.0,0.29621,96.26,98.33,95.08,0.303831,93.4,98.6,94.29,0.226474,100.0,100.0,100.0,0.257366,100.0,100.0,100.0,0.289644,100.0,100.0,100.0,0.337783,100.0,100.0,100.0,0.325206,100.0,100.0,100.0,0.334483,93.85,98.85,94.85,0.251305,74.64,89.3,89.89,0.243621,99.35,99.76,98.18,0.332368,100.0,100.0,100.0,0.333157,93.85,91.14,85.71,0.281211,100.0,100.0,100.0,0.2973,97.95,99.49,96.3,0.227177,96.62,98.36,96.95,0.289142
shot_noise_level 2,100.0,100.0,100.0,0.295791,96.1,98.19,95.08,0.309563,96.18,99.26,97.14,0.239121,100.0,100.0,100.0,0.270068,99.25,99.74,97.44,0.278106,99.33,99.63,97.87,0.337599,100.0,100.0,100.0,0.310643,100.0,100.0,100.0,0.337738,76.6,94.76,93.07,0.27858,69.82,87.02,88.89,0.251974,99.03,99.65,98.18,0.336419,95.0,98.09,95.24,0.322984,93.08,90.36,85.71,0.289172,99.17,99.76,97.56,0.298184,97.27,99.31,96.3,0.233858,94.72,97.72,96.17,0.292653
shot_noise_level 3,100.0,100.0,100.0,0.306193,96.94,98.47,94.92,0.348759,82.64,95.93,92.31,0.247326,100.0,100.0,100.0,0.270725,99.25,99.74,97.44,0.300103,95.99,97.85,93.33,0.356514,100.0,100.0,100.0,0.310073,99.08,99.8,98.41,0.339562,69.74,91.43,92.16,0.313151,71.07,82.99,88.64,0.275915,98.7,99.55,98.18,0.338256,92.5,97.33,90.91,0.330472,92.31,90.23,83.87,0.297695,98.33,99.55,97.44,0.333309,95.0,98.48,95.12,0.243221,92.77,96.76,94.85,0.307418
shot_noise_level 4,100.0,100.0,100.0,0.336905,94.74,97.41,93.33,0.351683,77.08,94.25,90.0,0.301622,100.0,100.0,100.0,0.264308,96.24,98.76,94.44,0.353578,92.98,96.35,89.8,0.373349,99.41,99.8,98.36,0.306527,91.24,98.02,93.94,0.360136,64.54,90.54,91.26,0.367438,67.32,82.87,87.64,0.312089,97.73,99.29,98.18,0.328591,82.5,92.9,90.0,0.374199,91.92,88.59,85.71,0.329643,95.0,98.36,97.56,0.331723,91.59,97.35,95.24,0.254286,89.49,95.63,93.7,0.329738
impulse_noise_level 1,100.0,100.0,100.0,0.321432,94.21,97.16,92.86,0.351259,84.13,96.88,92.31,0.260082,100.0,100.0,100.0,0.200415,100.0,100.0,100.0,0.314232,99.0,99.5,97.78,0.33926,100.0,100.0,100.0,0.303692,100.0,100.0,100.0,0.322401,92.82,98.76,95.92,0.225937,73.18,87.16,90.24,0.249679,100.0,100.0,100.0,0.306535,100.0,100.0,100.0,0.33834,93.08,89.51,83.87,0.296476,100.0,100.0,100.0,0.3254,93.85,98.54,93.51,0.241653,95.35,97.83,96.43,0.29312
impulse_noise_level 2,96.83,99.15,95.45,0.323827,94.74,97.4,92.86,0.345509,61.51,92.01,91.14,0.292591,100.0,100.0,100.0,0.199315,100.0,100.0,100.0,0.319183,99.33,99.65,97.78,0.345058,100.0,100.0,100.0,0.286512,100.0,100.0,100.0,0.321787,84.31,96.87,93.07,0.246276,70.61,85.36,86.67,0.229222,100.0,100.0,100.0,0.31129,100.0,100.0,100.0,0.338404,93.85,90.95,88.89,0.318782,100.0,100.0,100.0,0.330373,94.87,98.76,93.67,0.239813,93.07,97.34,95.97,0.296529
impulse_noise_level 3,96.03,99.01,95.24,0.335885,94.39,97.26,93.1,0.344946,79.37,95.81,92.31,0.315459,100.0,100.0,100.0,0.211188,100.0,100.0,100.0,0.319787,96.66,98.14,93.62,0.351709,100.0,100.0,100.0,0.290115,100.0,100.0,100.0,0.333046,78.72,93.87,94.74,0.28306,62.72,82.15,86.05,0.258078,100.0,100.0,100.0,0.328483,100.0,100.0,100.0,0.341855,91.92,88.91,84.62,0.340956,100.0,100.0,100.0,0.333513,93.59,98.35,93.83,0.248627,92.89,96.9,95.57,0.309114
impulse_noise_level 4,100.0,100.0,100.0,0.359735,95.96,98.07,94.92,0.353528,71.43,92.99,91.89,0.361645,99.23,99.78,98.25,0.239985,100.0,100.0,100.0,0.34324,96.32,98.41,95.45,0.385044,100.0,100.0,100.0,0.301386,99.54,99.9,98.41,0.345289,63.03,88.12,92.16,0.326845,57.59,79.92,87.36,0.287238,100.0,100.0,100.0,0.32529,97.5,99.09,95.24,0.349894,86.54,86.93,83.33,0.371768,100.0,100.0,100.0,0.349761,95.64,98.82,96.3,0.263491,90.85,96.14,95.55,0.330943
defocus_blur_level 1,98.64,99.56,97.67,0.343303,93.06,96.71,93.1,0.333054,97.3,99.42,97.37,0.230343,100.0,100.0,100.0,0.305762,100.0,100.0,100.0,0.299042,99.7,99.83,97.96,0.336247,100.0,100.0,100.0,0.327014,100.0,100.0,100.0,0.331919,96.45,99.38,96.77,0.212054,80.54,89.95,91.76,0.229898,100.0,100.0,100.0,0.233382,100.0,100.0,100.0,0.337977,97.14,96.38,90.32,0.271656,100.0,100.0,100.0,0.309032,100.0,100.0,100.0,0.202432,97.52,98.75,97.66,0.286874
defocus_blur_level 2,99.32,99.78,97.67,0.347258,93.23,96.8,93.1,0.33339,97.64,99.47,97.37,0.225724,100.0,100.0,100.0,0.294199,100.0,100.0,100.0,0.294193,99.7,99.83,97.96,0.330622,100.0,100.0,100.0,0.332529,100.0,100.0,100.0,0.327861,97.4,99.52,95.92,0.202858,81.25,90.46,91.95,0.227424,100.0,100.0,100.0,0.242494,100.0,100.0,100.0,0.341471,97.14,96.17,90.32,0.274987,100.0,100.0,100.0,0.305839,100.0,100.0,100.0,0.200439,97.71,98.8,97.62,0.285419
defocus_blur_level 3,95.92,98.52,97.67,0.357081,92.74,96.76,93.1,0.33729,98.31,99.62,98.67,0.235923,100.0,100.0,100.0,0.291889,98.5,99.5,97.3,0.36283,99.4,99.66,97.96,0.331346,100.0,100.0,100.0,0.327475,100.0,100.0,100.0,0.323439,97.16,99.52,96.84,0.219499,81.79,90.92,90.24,0.257647,99.35,99.76,98.18,0.310141,100.0,100.0,100.0,0.356183,95.0,93.69,89.66,0.295534,100.0,100.0,100.0,0.311774,100.0,100.0,100.0,0.214137,97.21,98.53,97.31,0.302146
defocus_blur_level 4,93.88,97.57,97.67,0.353012,92.74,96.47,91.23,0.346886,97.97,99.54,98.67,0.238136,100.0,100.0,100.0,0.306635,99.25,99.74,97.44,0.304701,97.92,98.95,95.65,0.360118,100.0,100.0,100.0,0.34072,100.0,100.0,100.0,0.323381,96.45,99.38,95.83,0.226206,78.39,88.81,88.89,0.254952,97.73,99.24,96.43,0.285826,100.0,100.0,100.0,0.377523,95.36,94.4,89.66,0.303715,100.0,100.0,100.0,0.327619,100.0,100.0,100.0,0.274973,96.65,98.27,96.76,0.308294
motion_blur_level 1,100.0,100.0,100.0,0.300924,95.59,97.69,91.23,0.303195,93.75,98.57,95.89,0.229583,99.63,99.89,98.36,0.215597,100.0,100.0,100.0,0.344771,100.0,100.0,100.0,0.354457,100.0,100.0,100.0,0.341589,100.0,100.0,100.0,0.329483,96.93,99.41,96.91,0.206717,66.96,82.56,89.41,0.23475,100.0,100.0,100.0,0.313086,92.5,97.69,94.74,0.405734,93.08,90.59,83.87,0.266569,99.17,99.76,97.56,0.298142,96.82,99.16,95.24,0.186134,95.63,97.69,96.21,0.288715
motion_blur_level 2,100.0,100.0,100.0,0.293877,96.77,98.18,93.55,0.290058,91.32,98.0,94.74,0.222291,100.0,100.0,100.0,0.236412,100.0,100.0,100.0,0.344097,100.0,100.0,100.0,0.335143,100.0,100.0,100.0,0.339856,100.0,100.0,100.0,0.303418,96.69,99.33,97.92,0.213883,63.75,80.3,87.36,0.241316,100.0,100.0,100.0,0.324182,90.0,97.14,94.74,0.401877,93.46,92.11,85.71,0.285595,99.17,99.76,97.56,0.316268,96.82,99.15,96.3,0.210313,95.2,97.6,96.53,0.290572
motion_blur_level 3,100.0,100.0,100.0,0.331771,96.94,98.31,93.75,0.288517,91.32,98.1,94.74,0.220214,100.0,100.0,100.0,0.270148,100.0,100.0,100.0,0.331814,98.66,99.31,95.65,0.352165,100.0,100.0,100.0,0.340699,100.0,100.0,100.0,0.309791,97.87,99.59,97.92,0.236193,61.96,78.3,88.64,0.258911,100.0,100.0,100.0,0.349293,90.0,97.14,94.74,0.39658,92.69,92.1,86.96,0.314275,99.17,99.76,97.56,0.329447,97.73,99.39,97.5,0.238901,95.09,97.47,96.5,0.304581
motion_blur_level 4,100.0,100.0,100.0,0.344231,94.74,96.89,92.54,0.312845,87.15,97.15,91.14,0.209917,100.0,100.0,100.0,0.306139,99.25,99.74,97.44,0.34595,94.98,96.99,93.88,0.348252,100.0,100.0,100.0,0.34091,96.77,99.37,96.77,0.336851,94.56,98.95,95.74,0.262514,68.93,83.17,87.91,0.274684,100.0,100.0,100.0,0.345867,90.0,97.14,94.74,0.420202,98.46,98.19,96.0,0.335855,99.17,99.76,97.56,0.327491,98.64,99.62,97.56,0.266029,94.84,97.8,96.09,0.318516
zoom_blur_level 1,94.44,98.55,93.33,0.415857,91.58,95.76,88.14,0.393938,86.51,97.24,93.15,0.319602,76.63,91.89,87.5,0.397063,69.17,85.18,90.0,0.42153,94.65,96.44,93.62,0.436102,100.0,100.0,100.0,0.347397,90.78,98.07,91.8,0.392167,86.17,97.33,94.74,0.381004,62.72,78.54,86.36,0.316969,99.68,99.88,98.25,0.412799,97.5,99.09,95.24,0.391498,81.54,83.31,78.57,0.415554,91.67,97.98,94.74,0.437536,80.0,94.15,90.24,0.414188,86.87,94.23,91.71,0.39288
zoom_blur_level 2,92.06,97.9,93.02,0.434885,89.47,93.03,86.21,0.422513,77.78,95.71,91.14,0.350006,67.82,88.82,87.88,0.411958,55.64,80.32,88.37,0.447427,86.96,91.88,91.67,0.45253,99.67,99.89,98.36,0.354609,88.02,97.28,93.94,0.413899,75.8,94.96,94.0,0.400594,58.58,78.58,85.71,0.324656,94.81,97.99,93.1,0.431604,95.0,98.33,94.74,0.430513,77.69,74.4,74.07,0.450877,94.17,98.52,94.74,0.440376,66.41,87.61,90.7,0.433541,81.33,91.68,90.51,0.413333
zoom_blur_level 3,85.71,96.24,88.89,0.438195,80.18,85.52,88.89,0.430708,70.24,92.45,91.14,0.36507,65.9,87.75,86.57,0.40955,62.41,78.84,88.37,0.446654,87.96,93.02,86.79,0.448529,99.33,99.78,98.36,0.358848,86.64,96.98,92.31,0.428707,64.89,91.61,93.07,0.440215,54.24,75.66,85.71,0.348403,97.08,98.94,94.74,0.433142,90.0,96.52,90.91,0.431304,44.23,39.78,56.52,0.455461,85.0,96.02,88.37,0.432769,71.79,90.44,91.76,0.424534,76.37,87.97,88.16,0.419473
zoom_blur_level 4,82.54,94.59,90.48,0.451592,70.0,81.38,76.19,0.445221,69.05,89.31,91.14,0.386544,71.65,87.41,87.88,0.421115,62.41,78.16,88.37,0.45307,91.97,95.32,90.2,0.4583,99.0,99.68,96.77,0.363507,86.18,96.3,95.38,0.438393,61.17,90.76,94.0,0.460328,51.48,74.65,85.71,0.360111,94.16,97.79,94.74,0.445704,100.0,100.0,100.0,0.44481,39.23,34.84,56.52,0.473905,86.67,96.44,88.37,0.434253,73.33,90.93,92.86,0.432471,75.92,87.17,88.57,0.431288
