transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
defocus_blur_level 3,98.53,98.66,94.29,0.153994,100.0,100.0,100.0,0.158577,99.13,99.59,96.97,0.163965,94.46,97.68,92.31,0.160177,99.31,99.66,97.14,0.137713,94.98,92.73,92.75,0.142988,73.62,61.86,78.16,0.132694,94.98,94.48,91.18,0.197157,96.11,95.68,91.67,0.191919,97.84,97.98,91.89,0.182014,98.88,98.86,95.65,0.204238,99.31,99.66,97.14,0.158073,95.6,94.74,93.26,0.165292
defocus_blur_level 4,97.32,97.56,94.29,0.160478,99.56,99.74,98.55,0.170426,99.31,99.69,98.51,0.175039,94.81,97.74,92.75,0.170985,98.79,99.47,97.06,0.158804,93.43,92.61,88.0,0.152316,65.31,56.39,73.56,0.151174,93.86,94.3,91.18,0.217099,96.54,96.67,92.96,0.207699,97.4,97.8,92.54,0.209992,98.88,98.85,97.06,0.220047,94.81,97.37,92.54,0.185301,94.17,94.02,92.42,0.181613
motion_blur_level 1,97.7,98.08,92.75,0.135617,98.79,99.23,97.06,0.139435,96.26,97.98,93.75,0.149823,98.4,99.29,96.87,0.174308,98.57,99.34,96.87,0.155264,92.19,90.46,87.5,0.126786,88.34,81.05,86.84,0.133511,97.8,98.6,96.97,0.171748,91.74,90.25,87.88,0.183786,88.68,92.03,84.37,0.192869,99.82,99.82,98.51,0.194181,95.19,97.21,94.12,0.150462,95.29,95.28,92.79,0.158982
motion_blur_level 2,97.89,98.19,94.12,0.141411,98.64,99.19,95.65,0.142897,96.61,98.22,94.12,0.151715,98.57,99.34,96.87,0.185599,98.75,99.41,96.87,0.158173,91.09,89.6,86.96,0.13094,86.69,80.14,86.84,0.13703,98.81,98.95,95.52,0.18284,93.66,92.83,89.23,0.191072,87.43,91.24,83.87,0.21083,99.64,99.63,98.51,0.200107,94.3,96.28,94.12,0.153802,95.17,95.25,92.72,0.165535
motion_blur_level 3,97.8,98.08,94.12,0.155432,96.21,97.64,93.75,0.163255,98.4,99.16,97.06,0.159541,100.0,100.0,100.0,0.174193,97.5,98.74,95.52,0.158381,88.15,87.34,84.06,0.143277,86.23,81.19,84.21,0.150431,98.62,98.62,94.29,0.19443,91.74,91.04,87.67,0.202245,86.72,90.34,86.15,0.212138,99.73,99.75,98.46,0.22683,91.44,94.8,91.43,0.165964,94.38,94.72,92.23,0.17551
motion_blur_level 4,96.42,96.74,88.89,0.186683,94.7,96.9,90.91,0.186655,93.4,96.9,91.43,0.180438,98.93,99.53,98.46,0.202472,99.64,99.83,98.46,0.187119,84.48,84.51,81.58,0.164229,81.36,81.22,78.69,0.185747,95.13,95.9,90.32,0.237702,87.42,89.56,82.86,0.238583,83.16,87.7,78.26,0.249058,99.2,99.35,98.46,0.263206,87.17,93.62,86.15,0.202928,91.75,93.48,88.71,0.207068
zoom_blur_level 1,66.39,67.08,68.97,0.352245,69.7,76.39,78.38,0.341393,59.47,76.09,80.49,0.313636,81.44,91.86,83.58,0.352244,59.66,80.03,80.49,0.317101,69.7,67.33,72.0,0.306409,58.68,54.8,68.75,0.29184,71.07,76.2,72.09,0.379022,77.23,79.91,74.07,0.410682,71.44,72.81,72.53,0.385573,81.08,83.43,77.33,0.433141,69.89,85.53,81.48,0.330066,69.65,75.96,75.85,0.351113
zoom_blur_level 2,73.65,67.24,75.61,0.385296,67.27,70.35,80.0,0.395886,60.23,76.94,81.08,0.386218,79.55,89.87,83.54,0.387931,48.3,72.47,80.49,0.366791,76.12,78.05,74.67,0.355805,52.16,56.8,66.67,0.336582,82.19,83.95,76.92,0.447996,63.82,70.12,67.35,0.45682,63.18,63.57,70.21,0.446338,67.03,66.95,71.43,0.495065,68.94,85.88,81.48,0.357124,66.87,73.52,75.79,0.401488
zoom_blur_level 3,62.08,67.53,68.24,0.395622,60.45,74.32,77.92,0.422891,61.74,77.52,80.49,0.412287,69.32,83.01,84.93,0.462465,47.35,72.27,80.49,0.42628,68.69,70.25,72.09,0.392718,45.91,52.25,66.67,0.369354,48.3,49.16,67.35,0.473912,62.17,61.08,73.81,0.540801,58.31,62.76,71.11,0.489694,71.44,66.76,75.0,0.545745,64.39,83.13,82.5,0.386327,60.01,68.34,75.05,0.443175
zoom_blur_level 4,68.5,70.22,68.49,0.438226,58.48,69.1,78.95,0.456548,63.07,79.19,82.5,0.441352,72.54,85.13,84.51,0.49116,35.42,69.47,80.49,0.457406,69.05,73.01,69.88,0.421735,45.82,52.49,66.67,0.392882,51.88,57.06,67.35,0.507477,51.33,53.46,68.75,0.552823,59.23,65.4,70.21,0.510038,50.96,52.21,66.67,0.55061,64.02,78.12,82.5,0.411456,57.53,67.07,73.91,0.469309
brightness_level 1,94.8,93.82,93.2,0.140985,99.27,99.58,97.03,0.141396,93.84,96.8,93.2,0.154413,90.16,96.24,90.53,0.196986,99.76,99.88,98.04,0.134799,93.64,92.6,88.24,0.125369,84.8,77.93,83.81,0.135659,94.96,94.28,90.2,0.174127,97.16,97.25,92.0,0.194409,93.49,95.27,88.42,0.198085,99.73,99.72,98.04,0.190033,98.32,99.23,96.08,0.153202,94.99,95.22,92.4,0.161622
brightness_level 2,93.16,91.86,93.07,0.150163,99.07,99.47,96.97,0.150511,62.0,83.89,80.0,0.162772,83.68,93.86,86.67,0.23361,99.76,99.88,98.04,0.13742,93.96,92.64,88.68,0.129326,80.92,74.12,77.59,0.136303,94.6,94.24,90.57,0.177883,97.32,97.26,94.12,0.196171,90.2,92.22,82.35,0.204355,99.61,99.59,98.04,0.205388,90.88,94.59,91.26,0.180708,90.43,92.8,89.78,0.172051
brightness_level 3,84.52,84.84,80.37,0.179386,99.0,99.41,96.15,0.154616,38.4,69.96,80.0,0.194293,73.92,87.78,80.65,0.225195,99.68,99.84,98.04,0.141714,92.92,91.33,87.5,0.141126,78.92,72.75,76.67,0.142567,94.68,94.39,89.8,0.206894,97.36,97.31,95.05,0.202146,83.33,86.01,77.36,0.215295,99.37,99.34,97.03,0.222235,75.12,86.27,83.33,0.223708,84.77,89.1,86.83,0.187431
brightness_level 4,65.36,69.43,68.03,0.200277,80.53,88.23,83.93,0.217875,25.44,61.34,80.0,0.222847,64.8,81.86,81.3,0.266099,99.52,99.77,97.09,0.148541,91.88,89.88,86.24,0.143422,76.44,70.8,75.41,0.147039,94.08,93.67,88.24,0.229192,97.36,97.29,96.0,0.220321,75.65,80.33,72.0,0.250509,99.61,99.62,97.03,0.232699,63.28,81.02,80.0,0.250553,77.83,84.44,83.77,0.210781
contrast_level 1,98.08,98.46,93.88,0.145445,99.87,99.92,99.01,0.136307,99.28,99.67,98.0,0.135589,98.48,99.33,96.0,0.142512,96.64,98.44,93.07,0.140999,94.44,93.18,88.07,0.120793,83.84,76.56,82.46,0.140878,96.44,96.66,94.0,0.171617,93.8,93.66,90.72,0.193121,92.68,94.02,88.24,0.204189,99.56,99.58,96.15,0.184765,99.6,99.8,98.04,0.150598,96.06,95.77,93.14,0.155568
contrast_level 2,97.36,97.94,93.07,0.140463,99.8,99.89,98.99,0.142648,99.2,99.59,98.0,0.138948,97.04,98.8,95.92,0.153367,96.48,98.36,93.2,0.144005,94.04,93.24,87.85,0.126811,83.44,76.32,82.46,0.149431,96.84,96.95,93.07,0.174903,93.68,93.6,90.72,0.195164,91.56,93.09,87.38,0.212912,99.52,99.54,96.15,0.187826,99.84,99.92,99.01,0.165644,95.73,95.6,92.98,0.16101
contrast_level 3,93.76,95.05,89.52,0.145944,99.4,99.69,98.99,0.153979,98.88,99.46,96.97,0.148373,88.24,94.6,86.54,0.214762,95.76,98.1,92.93,0.164695,90.48,89.26,85.22,0.129916,82.08,78.56,79.63,0.17259,97.04,97.17,91.84,0.191381,94.04,93.71,90.2,0.199957,90.0,91.52,84.91,0.229975,99.52,99.54,96.08,0.206118,92.4,96.12,91.59,0.184466,93.47,94.4,90.37,0.178513
contrast_level 4,67.84,70.82,67.86,0.232288,97.73,98.62,94.95,0.190099,94.32,97.39,91.26,0.193534,59.04,79.2,81.67,0.272454,88.24,94.75,86.54,0.187329,68.96,64.46,73.44,0.170579,66.36,64.64,69.35,0.219708,96.44,96.7,91.84,0.212992,94.88,94.4,90.53,0.232661,89.88,90.92,86.87,0.274927,98.68,98.61,96.08,0.240084,69.52,83.22,81.36,0.275994,82.66,86.14,84.31,0.225221
rotation_level 1,94.9,95.05,90.41,0.12223,99.26,99.55,98.55,0.137248,95.67,97.89,95.52,0.14492,97.75,99.04,95.65,0.141316,99.13,99.59,96.97,0.148771,96.97,97.48,92.06,0.126256,81.75,74.82,82.19,0.135567,93.34,94.29,87.1,0.187154,95.42,95.23,91.89,0.182048,93.94,94.79,91.43,0.184686,100.0,100.0,100.0,0.201475,98.79,99.43,95.77,0.144016,95.58,95.6,93.13,0.154641
rotation_level 2,93.17,93.82,86.11,0.144063,82.21,87.36,88.31,0.146363,95.85,98.17,93.94,0.152413,94.98,97.91,92.54,0.21328,82.35,87.6,90.67,0.133679,62.98,56.82,80.0,0.117342,58.39,53.59,74.16,0.131541,88.24,88.96,82.67,0.18324,85.03,86.47,78.57,0.179549,61.33,54.54,76.4,0.163485,99.48,99.56,98.51,0.22063,89.62,94.32,91.67,0.151428,82.8,83.26,86.13,0.161418
rotation_level 3,63.75,63.57,73.91,0.132183,61.62,70.47,82.93,0.135147,65.4,78.45,84.62,0.149395,93.94,96.7,92.75,0.238531,72.49,80.26,89.47,0.136861,70.67,65.9,79.07,0.125527,69.72,61.15,77.27,0.139923,72.75,68.96,78.57,0.180185,60.38,55.52,73.91,0.192917,49.91,51.11,71.58,0.173119,85.29,81.39,84.62,0.212394,87.54,91.74,92.96,0.156746,71.12,72.1,81.81,0.164411
rotation_level 4,68.94,66.32,75.0,0.166474,44.41,61.95,81.93,0.1378,74.39,81.29,88.31,0.144138,87.02,86.8,92.96,0.206951,72.84,79.78,86.08,0.155572,49.39,50.12,71.58,0.134854,57.27,53.39,74.16,0.144611,62.8,60.9,73.12,0.170082,56.31,53.35,71.74,0.181034,51.3,48.46,70.21,0.186998,58.74,52.29,73.12,0.20392,66.96,80.89,87.18,0.156692,62.53,64.63,78.78,0.16576
zooming_level 1,98.35,98.63,95.52,0.139765,100.0,100.0,100.0,0.148819,99.64,99.82,98.51,0.143858,98.93,99.51,96.97,0.17134,96.79,98.6,95.24,0.155578,93.11,92.55,91.18,0.121296,81.08,71.67,81.69,0.131906,94.58,96.91,95.38,0.18376,93.66,94.87,87.5,0.187082,94.65,95.4,87.5,0.188458,99.47,99.46,97.06,0.195758,97.86,98.83,95.65,0.163333,95.68,95.52,93.52,0.160913
zooming_level 2,98.44,98.68,95.52,0.13101,99.7,99.83,98.46,0.150989,99.11,99.53,98.51,0.143432,98.93,99.49,96.87,0.180826,96.61,98.49,93.75,0.156573,91.46,91.45,87.88,0.131813,86.69,76.46,86.11,0.139226,96.51,97.75,95.38,0.194525,97.61,97.98,93.75,0.194237,95.72,96.12,90.62,0.195989,99.73,99.72,98.51,0.210965,98.93,99.44,97.06,0.164501,96.62,96.24,94.37,0.166174
zooming_level 3,97.52,98.14,93.94,0.153537,98.64,99.35,98.46,0.158981,99.47,99.72,98.51,0.147331,98.4,99.35,98.46,0.168032,96.43,98.5,95.24,0.16426,93.3,94.08,87.88,0.137305,86.13,82.08,83.78,0.136642,96.69,98.0,96.87,0.210735,96.24,96.82,90.0,0.221354,94.3,94.77,86.84,0.191499,99.82,99.82,98.51,0.223146,99.64,99.83,98.46,0.193764,96.38,96.7,93.91,0.175549
zooming_level 4,96.14,97.49,93.94,0.150425,98.94,99.47,98.46,0.159659,99.29,99.64,97.06,0.153291,97.33,98.87,96.87,0.193741,96.61,98.6,94.12,0.157561,91.37,91.56,85.29,0.136506,88.61,84.16,89.19,0.141328,96.97,97.96,96.87,0.216398,97.34,97.63,90.62,0.205747,95.28,95.99,91.43,0.205433,99.73,99.75,98.46,0.232815,100.0,100.0,100.0,0.183553,96.47,96.76,94.36,0.178038
shifting_level 1,96.79,96.73,93.94,0.138522,100.0,100.0,100.0,0.146978,99.24,99.63,98.51,0.137703,98.86,99.51,96.97,0.151956,99.43,99.75,98.46,0.139522,94.58,93.71,91.18,0.123571,85.95,84.14,82.54,0.142309,94.21,93.38,91.18,0.173056,95.5,95.32,90.91,0.181218,95.04,97.11,95.38,0.187686,99.08,99.07,97.06,0.187791,98.48,99.38,96.97,0.154581,96.43,96.48,94.42,0.155408
shifting_level 2,97.34,96.63,94.12,0.139251,99.7,99.82,98.51,0.141687,98.67,99.31,98.51,0.139268,100.0,100.0,100.0,0.145764,100.0,100.0,100.0,0.139306,96.14,95.41,92.75,0.122829,85.03,83.15,82.19,0.136999,94.77,94.17,91.43,0.181886,96.24,95.02,92.75,0.182496,94.86,97.0,93.94,0.179917,99.45,99.46,97.06,0.181191,98.86,99.51,96.97,0.152216,96.76,96.62,94.85,0.153568
shifting_level 3,97.98,97.65,95.52,0.137169,99.85,99.91,98.51,0.137141,99.24,99.64,97.06,0.136777,98.3,99.25,95.38,0.146068,100.0,100.0,100.0,0.139294,94.67,93.91,92.54,0.125986,86.69,86.14,84.51,0.137234,94.03,92.78,91.18,0.176665,96.97,96.48,92.96,0.176516,93.85,96.35,93.75,0.187881,99.17,99.15,96.97,0.209886,98.48,99.29,95.65,0.144812,96.6,96.71,94.5,0.154619
shifting_level 4,76.49,73.31,81.01,0.142067,84.24,83.27,94.29,0.145602,73.3,84.24,89.19,0.138551,91.29,96.28,89.23,0.239569,84.09,90.79,90.41,0.135494,62.99,53.14,79.01,0.121478,64.46,56.86,73.56,0.136517,75.21,73.03,81.48,0.180807,81.27,82.73,79.52,0.176152,83.65,82.86,83.78,0.194606,97.43,97.32,94.12,0.223041,77.08,84.87,90.14,0.166507,79.29,79.89,85.48,0.166699
