transformation_level,candle_auroc_sp,candle_ap_sp,candle_f1_sp,candle_threshold_sp,capsules_auroc_sp,capsules_ap_sp,capsules_f1_sp,capsules_threshold_sp,cashew_auroc_sp,cashew_ap_sp,cashew_f1_sp,cashew_threshold_sp,chewinggum_auroc_sp,chewinggum_ap_sp,chewinggum_f1_sp,chewinggum_threshold_sp,fryum_auroc_sp,fryum_ap_sp,fryum_f1_sp,fryum_threshold_sp,macaroni1_auroc_sp,macaroni1_ap_sp,macaroni1_f1_sp,macaroni1_threshold_sp,macaroni2_auroc_sp,macaroni2_ap_sp,macaroni2_f1_sp,macaroni2_threshold_sp,pcb1_auroc_sp,pcb1_ap_sp,pcb1_f1_sp,pcb1_threshold_sp,pcb2_auroc_sp,pcb2_ap_sp,pcb2_f1_sp,pcb2_threshold_sp,pcb3_auroc_sp,pcb3_ap_sp,pcb3_f1_sp,pcb3_threshold_sp,pcb4_auroc_sp,pcb4_ap_sp,pcb4_f1_sp,pcb4_threshold_sp,pipe_fryum_auroc_sp,pipe_fryum_ap_sp,pipe_fryum_f1_sp,pipe_fryum_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,97.5,97.54,92.68,0.133755,99.65,99.79,98.0,0.139733,98.3,99.18,96.08,0.138993,97.96,99.11,95.83,0.176823,98.8,99.44,96.08,0.133192,95.19,94.07,91.18,0.122347,83.91,76.36,80.52,0.130164,95.17,94.98,91.09,0.174905,95.65,95.43,90.05,0.17898,95.66,96.57,90.82,0.183543,99.59,99.59,97.09,0.187586,98.84,99.44,96.04,0.153376,96.35,95.96,92.96,0.15445
gaussian_noise_level 1,96.8,97.69,92.54,0.139902,98.24,99.04,97.06,0.150893,98.96,99.5,95.77,0.136109,95.33,98.01,93.75,0.19906,97.58,98.85,94.44,0.126014,96.02,96.43,90.14,0.134637,77.68,69.17,78.05,0.136879,94.64,94.76,91.43,0.17461,89.97,89.93,83.58,0.188468,91.26,92.72,86.96,0.172393,99.65,99.66,97.14,0.193966,100.0,100.0,100.0,0.14825,94.68,94.65,91.74,0.158432
gaussian_noise_level 2,94.55,95.84,88.89,0.172278,98.38,98.91,98.55,0.148355,97.92,98.93,95.77,0.146447,96.54,98.5,93.75,0.194238,97.4,98.76,94.44,0.132328,96.02,96.37,91.67,0.148121,80.8,73.24,82.5,0.154765,94.9,94.73,92.75,0.181102,90.66,90.68,84.93,0.181386,89.88,91.92,84.51,0.181589,99.83,99.84,98.51,0.206833,100.0,100.0,100.0,0.159523,94.74,94.81,92.19,0.167247
gaussian_noise_level 3,88.06,91.2,81.36,0.203015,97.35,98.61,95.52,0.167526,96.37,98.43,94.12,0.16319,94.81,97.71,92.06,0.225756,95.67,98.0,91.89,0.143504,87.72,91.03,81.69,0.1874,79.33,76.76,77.5,0.179009,95.85,95.5,91.43,0.187765,86.94,88.7,82.67,0.188651,87.11,89.81,84.51,0.201763,99.48,99.49,97.06,0.214042,99.83,99.92,98.55,0.182725,92.38,93.76,89.03,0.187029
gaussian_noise_level 4,73.62,78.55,73.12,0.202536,94.26,96.88,92.54,0.192439,84.43,93.01,83.54,0.176732,92.04,96.74,90.62,0.223718,91.52,96.28,88.57,0.167316,68.08,77.21,69.84,0.230012,68.86,73.56,68.13,0.209769,93.69,94.46,89.55,0.199941,86.76,88.71,82.67,0.205766,82.27,85.39,81.16,0.231917,99.83,99.84,98.51,0.230865,97.4,99.1,98.51,0.217171,86.06,89.98,84.73,0.207349
shot_noise_level 1,86.59,90.46,81.97,0.175782,99.7,99.83,98.46,0.149629,95.54,98.02,93.75,0.147472,96.97,98.76,96.87,0.179382,99.64,99.83,98.46,0.143605,98.71,98.98,96.87,0.141518,86.04,81.04,83.58,0.160341,97.7,98.28,95.38,0.183938,97.89,97.96,92.75,0.181981,99.11,99.07,96.97,0.195921,99.91,99.91,98.51,0.189877,98.04,99.04,94.29,0.161624,96.32,96.76,93.99,0.167589
shot_noise_level 2,85.86,88.94,80.56,0.196746,99.7,99.83,98.46,0.159108,95.54,97.85,92.54,0.155014,95.19,98.01,95.24,0.202281,99.29,99.65,97.06,0.152073,94.21,94.05,87.88,0.172209,83.65,80.91,81.16,0.18157,97.98,98.38,95.38,0.186089,97.34,97.78,92.31,0.19177,97.95,97.98,93.94,0.205584,99.82,99.82,98.51,0.203167,97.86,99.02,95.38,0.189677,95.37,96.02,92.37,0.182941
shot_noise_level 3,69.51,77.69,69.47,0.211343,100.0,100.0,100.0,0.170366,92.34,96.3,89.86,0.176518,90.02,95.48,87.32,0.229548,97.68,98.98,95.52,0.169812,76.12,78.6,76.92,0.208348,73.55,72.98,74.07,0.211804,96.69,97.72,93.55,0.201171,96.42,97.33,92.31,0.198186,96.43,96.68,89.86,0.217669,99.82,99.82,98.51,0.202415,93.94,97.35,92.54,0.205356,90.21,92.41,88.33,0.200211
shot_noise_level 4,45.73,53.48,67.35,0.259308,98.79,99.26,96.97,0.196205,78.61,88.54,83.78,0.211315,66.67,81.9,80.49,0.276208,88.06,94.57,86.15,0.206305,68.96,74.97,69.44,0.2569,62.81,67.95,68.04,0.251263,94.95,96.12,90.32,0.226834,94.4,95.49,88.14,0.232351,94.56,94.78,90.14,0.241132,99.11,99.26,96.97,0.231014,77.36,89.17,82.5,0.239485,80.83,86.29,83.36,0.235693
impulse_noise_level 1,87.97,90.94,84.37,0.180004,100.0,100.0,100.0,0.143053,98.3,99.22,95.38,0.158389,88.83,95.05,89.55,0.234325,98.11,99.14,95.38,0.156455,97.06,97.31,92.54,0.138903,90.91,86.61,89.55,0.160839,93.66,92.97,90.91,0.174239,98.26,97.85,97.06,0.185703,94.58,96.32,91.8,0.188177,99.27,99.25,97.06,0.190166,99.62,99.83,98.46,0.161811,95.55,96.21,93.5,0.172672
impulse_noise_level 2,77.87,79.93,74.7,0.194259,98.94,99.44,96.97,0.152233,97.73,98.94,95.38,0.167205,92.05,97.01,92.31,0.228468,97.54,98.87,94.29,0.160295,98.9,99.0,95.38,0.171567,83.75,83.34,80.0,0.180815,93.57,92.7,88.57,0.174953,99.17,99.19,95.65,0.188802,93.3,95.35,90.32,0.203844,99.54,99.54,97.06,0.210317,96.97,98.8,96.87,0.172836,94.11,95.18,91.46,0.183799
impulse_noise_level 3,65.2,73.7,67.37,0.19707,99.39,99.67,98.46,0.164838,93.37,96.77,93.94,0.177515,91.86,96.33,90.32,0.243073,96.4,98.32,94.12,0.169896,94.12,94.19,88.89,0.192101,90.63,89.32,85.29,0.201013,93.2,92.64,90.91,0.187592,98.62,98.75,94.12,0.192946,93.2,94.83,89.23,0.211896,99.54,99.54,97.06,0.211462,92.23,96.69,90.32,0.193835,92.31,94.23,90.0,0.19527
impulse_noise_level 4,56.01,66.36,66.67,0.216755,98.18,99.06,96.87,0.190464,86.74,93.48,88.89,0.198366,84.09,92.67,85.33,0.245928,87.5,94.74,86.49,0.187096,77.59,82.03,76.32,0.232208,68.78,71.9,69.57,0.230038,90.45,90.28,87.32,0.200761,96.24,96.3,91.67,0.200709,86.13,89.13,81.97,0.246984,98.71,98.64,97.06,0.233566,89.2,95.48,90.91,0.218207,84.97,89.17,84.92,0.216757
defocus_blur_level 1,99.31,99.34,95.65,0.154851,100.0,100.0,100.0,0.145275,99.31,99.68,97.06,0.144943,95.16,97.89,92.06,0.189131,99.83,99.92,98.55,0.130701,95.42,94.97,94.12,0.123037,75.78,64.43,78.16,0.123137,95.16,94.75,91.43,0.180875,96.63,96.27,93.94,0.194815,97.58,97.71,92.54,0.173224,99.39,99.42,95.77,0.181283,99.83,99.92,98.55,0.154626,96.12,95.36,93.99,0.157991
defocus_blur_level 2,99.48,99.51,97.06,0.154767,100.0,100.0,100.0,0.147328,99.31,99.68,97.06,0.14663,95.33,97.91,92.06,0.189882,99.83,99.92,98.55,0.129785,96.28,95.58,94.12,0.126929,75.61,64.08,77.92,0.133239,95.07,94.68,91.67,0.172889,95.85,95.64,92.31,0.194779,97.15,97.39,90.91,0.177208,99.39,99.42,95.77,0.179461,100.0,100.0,100.0,0.15755,96.11,95.32,93.95,0.159204
