transformation_level,bottle_auroc_px,bottle_aupro_px,bottle_f1_px,bottle_threshold_px,cable_auroc_px,cable_aupro_px,cable_f1_px,cable_threshold_px,capsule_auroc_px,capsule_aupro_px,capsule_f1_px,capsule_threshold_px,carpet_auroc_px,carpet_aupro_px,carpet_f1_px,carpet_threshold_px,grid_auroc_px,grid_aupro_px,grid_f1_px,grid_threshold_px,hazelnut_auroc_px,hazelnut_aupro_px,hazelnut_f1_px,hazelnut_threshold_px,leather_auroc_px,leather_aupro_px,leather_f1_px,leather_threshold_px,metal_nut_auroc_px,metal_nut_aupro_px,metal_nut_f1_px,metal_nut_threshold_px,pill_auroc_px,pill_aupro_px,pill_f1_px,pill_threshold_px,screw_auroc_px,screw_aupro_px,screw_f1_px,screw_threshold_px,tile_auroc_px,tile_aupro_px,tile_f1_px,tile_threshold_px,toothbrush_auroc_px,toothbrush_aupro_px,toothbrush_f1_px,toothbrush_threshold_px,transistor_auroc_px,transistor_aupro_px,transistor_f1_px,transistor_threshold_px,wood_auroc_px,wood_aupro_px,wood_f1_px,wood_threshold_px,zipper_auroc_px,zipper_aupro_px,zipper_f1_px,zipper_threshold_px,mean_auroc_px,mean_aupro_px,mean_f1_px,mean_threshold_px
clean_level 0,98.93,96.46,80.67,0.214357,94.78,89.12,66.59,0.210264,97.92,95.02,52.66,0.178971,99.36,97.71,70.22,0.236104,99.04,96.04,49.26,0.271894,99.4,96.58,75.9,0.243925,99.32,97.97,50.75,0.291074,96.54,94.12,82.29,0.167215,97.15,97.64,68.35,0.164016,99.04,95.27,52.02,0.194101,97.57,87.34,73.88,0.242024,99.09,96.1,63.79,0.228887,80.63,61.85,34.22,0.158346,97.53,93.49,68.75,0.270699,98.52,95.06,67.38,0.158658,96.99,92.65,63.78,0.215369
gaussian_noise_level 1,97.47,90.8,70.79,0.251274,92.63,85.35,67.74,0.232092,96.3,87.31,49.38,0.195688,99.44,97.76,71.53,0.251745,99.23,94.84,50.88,0.284147,99.28,96.28,77.61,0.264464,99.23,97.32,47.23,0.278252,95.62,92.78,76.37,0.182796,93.8,94.27,66.16,0.175272,98.52,94.32,52.39,0.210241,97.45,84.76,76.25,0.266177,99.44,97.55,61.58,0.260846,82.61,64.4,34.23,0.175873,96.34,90.77,66.07,0.258705,97.34,92.08,57.63,0.1831,96.31,90.71,61.72,0.231378
gaussian_noise_level 2,96.85,87.85,66.73,0.259602,91.85,84.03,67.28,0.243752,95.4,81.64,44.41,0.217594,99.45,97.92,72.32,0.257703,99.16,95.43,49.72,0.278992,99.13,93.41,74.99,0.2736,99.22,96.95,46.63,0.284894,94.89,92.55,73.61,0.196148,92.47,91.42,61.09,0.199073,98.27,93.07,51.44,0.226721,96.98,83.0,74.97,0.262049,99.34,97.19,60.59,0.268928,81.02,62.5,30.84,0.192302,95.84,89.47,65.24,0.261298,97.29,91.44,57.17,0.190712,95.81,89.19,59.8,0.240891
gaussian_noise_level 3,95.59,84.13,60.32,0.27706,91.55,82.28,65.14,0.261247,94.71,77.41,40.7,0.249001,99.44,97.4,73.23,0.267773,99.09,95.03,49.05,0.276339,98.66,90.13,69.59,0.289027,99.12,96.03,45.82,0.290318,92.66,89.24,66.79,0.218933,91.01,83.87,52.82,0.227081,97.66,91.03,49.35,0.247798,96.31,81.55,73.37,0.263539,99.15,96.03,59.83,0.287951,78.82,58.14,27.44,0.208753,94.84,87.38,62.21,0.261667,96.82,91.12,57.49,0.200933,95.03,86.72,56.88,0.255161
gaussian_noise_level 4,92.39,71.54,52.77,0.288752,89.92,78.46,61.78,0.288674,94.31,76.87,39.76,0.287475,99.35,96.16,72.57,0.275019,98.63,93.57,48.01,0.285433,96.7,78.22,53.49,0.314206,98.73,93.82,42.47,0.30631,91.34,86.19,63.36,0.251551,87.17,72.64,38.94,0.256699,96.56,86.68,47.22,0.276337,95.05,79.11,70.78,0.275021,98.65,92.23,57.96,0.315737,76.17,52.82,24.72,0.225273,93.84,84.64,60.42,0.275489,96.61,88.62,54.7,0.218461,93.69,82.1,52.6,0.276029
shot_noise_level 1,96.27,89.3,65.37,0.269484,94.33,90.8,61.75,0.225561,98.58,96.85,54.07,0.187509,99.39,97.76,70.99,0.235278,98.77,96.06,47.87,0.244865,99.35,96.43,75.23,0.2509,99.37,98.01,54.65,0.294315,95.17,93.15,77.73,0.178971,91.43,93.55,48.14,0.187482,99.02,95.66,54.46,0.207274,97.52,84.69,77.35,0.238837,98.96,96.23,67.11,0.229782,77.75,55.69,31.0,0.166475,98.2,94.11,67.92,0.257241,97.11,90.77,51.64,0.181173,96.08,91.27,60.35,0.223676
shot_noise_level 2,95.09,85.52,59.29,0.272376,93.64,90.14,60.01,0.239342,98.05,93.84,52.23,0.222283,99.39,97.48,71.13,0.239343,98.61,95.36,47.43,0.252078,99.25,95.57,73.1,0.262074,99.38,97.9,54.4,0.302063,93.99,92.68,74.37,0.194176,89.09,85.83,38.9,0.219772,98.77,94.81,51.55,0.220298,97.56,83.63,77.94,0.249541,98.74,94.39,66.86,0.253423,78.09,55.18,31.33,0.177629,97.84,92.78,66.01,0.253834,96.4,88.66,47.61,0.18353,95.59,89.58,58.14,0.236117
shot_noise_level 3,93.07,80.89,54.36,0.276882,92.57,87.84,57.41,0.261438,96.97,89.85,47.53,0.243196,99.38,97.28,70.28,0.248904,98.34,94.58,46.21,0.256014,99.0,92.99,70.17,0.278691,99.26,97.25,51.66,0.31112,92.2,90.91,68.36,0.214445,86.7,77.69,30.53,0.250534,98.3,92.89,50.62,0.241635,97.2,81.82,76.96,0.261045,98.49,92.17,64.61,0.273299,78.74,55.91,32.42,0.194178,96.95,89.08,62.34,0.2678,95.94,86.36,45.37,0.188343,94.87,87.17,55.26,0.251168
shot_noise_level 4,88.9,71.1,47.3,0.284484,90.63,80.99,48.34,0.292407,95.09,83.3,35.01,0.297457,99.37,97.16,71.12,0.264567,97.48,92.96,41.22,0.280719,97.77,85.17,59.42,0.310248,98.95,95.63,53.85,0.324888,90.55,87.31,64.06,0.253102,83.94,62.28,24.81,0.299494,96.71,86.6,37.98,0.286542,96.48,80.65,75.93,0.275076,97.95,85.49,58.55,0.303398,76.46,50.96,31.74,0.227747,95.51,79.87,59.02,0.281603,95.18,84.43,42.61,0.206522,93.4,81.59,50.06,0.279217
impulse_noise_level 1,93.87,81.33,57.21,0.215357,96.93,92.94,76.68,0.25021,95.65,90.72,50.53,0.228041,99.37,97.23,71.48,0.246007,98.98,95.34,50.29,0.271924,99.27,94.06,71.85,0.253196,99.35,97.17,52.87,0.306826,91.98,89.63,71.07,0.19372,92.61,93.47,69.98,0.185678,97.77,91.02,42.4,0.210827,97.43,91.22,68.05,0.250235,98.68,91.07,63.89,0.266656,80.11,62.99,34.25,0.227732,97.16,92.12,63.69,0.258539,95.3,87.51,46.49,0.19129,95.63,89.85,59.38,0.237083
