transformation_level,bottle_auroc_sp,bottle_ap_sp,bottle_f1_sp,bottle_threshold_sp,cable_auroc_sp,cable_ap_sp,cable_f1_sp,cable_threshold_sp,capsule_auroc_sp,capsule_ap_sp,capsule_f1_sp,capsule_threshold_sp,carpet_auroc_sp,carpet_ap_sp,carpet_f1_sp,carpet_threshold_sp,grid_auroc_sp,grid_ap_sp,grid_f1_sp,grid_threshold_sp,hazelnut_auroc_sp,hazelnut_ap_sp,hazelnut_f1_sp,hazelnut_threshold_sp,leather_auroc_sp,leather_ap_sp,leather_f1_sp,leather_threshold_sp,metal_nut_auroc_sp,metal_nut_ap_sp,metal_nut_f1_sp,metal_nut_threshold_sp,pill_auroc_sp,pill_ap_sp,pill_f1_sp,pill_threshold_sp,screw_auroc_sp,screw_ap_sp,screw_f1_sp,screw_threshold_sp,tile_auroc_sp,tile_ap_sp,tile_f1_sp,tile_threshold_sp,toothbrush_auroc_sp,toothbrush_ap_sp,toothbrush_f1_sp,toothbrush_threshold_sp,transistor_auroc_sp,transistor_ap_sp,transistor_f1_sp,transistor_threshold_sp,wood_auroc_sp,wood_ap_sp,wood_f1_sp,wood_threshold_sp,zipper_auroc_sp,zipper_ap_sp,zipper_f1_sp,zipper_threshold_sp,mean_auroc_sp,mean_ap_sp,mean_f1_sp,mean_threshold_sp
clean_level 0,100.0,100.0,100.0,0.252952,94.85,97.35,92.49,0.222321,94.46,98.65,95.93,0.149303,99.88,99.96,99.44,0.214429,98.58,99.58,98.25,0.213381,100.0,100.0,100.0,0.231967,100.0,100.0,100.0,0.266473,100.0,100.0,100.0,0.240799,98.23,99.68,97.86,0.153138,87.54,96.02,87.35,0.15367,99.93,99.97,99.4,0.20631,100.0,100.0,100.0,0.207335,90.62,88.48,85.0,0.213402,99.91,99.97,99.17,0.237159,99.89,99.97,99.58,0.161765,97.59,98.64,96.96,0.208294
noise_level 1,86.35,95.23,93.02,0.285401,93.98,97.02,91.95,0.235556,82.73,96.05,92.24,0.16577,99.96,99.99,99.44,0.16654,98.66,99.59,98.21,0.222621,100.0,100.0,100.0,0.234728,100.0,100.0,100.0,0.242021,100.0,100.0,100.0,0.240823,94.0,98.85,94.88,0.172816,83.71,94.51,87.26,0.170591,99.75,99.91,98.81,0.202373,100.0,100.0,100.0,0.210039,81.04,78.53,70.97,0.232453,99.91,99.97,99.17,0.229422,84.64,94.72,92.13,0.202575,93.65,96.96,94.54,0.214249
noise_level 2,80.0,91.96,89.05,0.284286,93.93,96.99,90.7,0.255766,76.51,94.16,91.07,0.194967,99.92,99.98,99.44,0.209901,98.08,99.42,97.3,0.245485,99.96,99.98,99.29,0.24669,100.0,100.0,100.0,0.245034,100.0,100.0,100.0,0.252465,79.13,95.07,93.38,0.185681,78.44,92.73,86.89,0.183742,99.57,99.84,98.8,0.25513,99.44,99.79,98.31,0.234375,77.46,74.88,67.35,0.250724,99.82,99.94,99.17,0.223621,81.96,93.96,90.91,0.217173,90.95,95.91,93.44,0.232336
noise_level 3,70.79,86.87,88.41,0.296736,91.92,96.14,90.29,0.267338,73.71,93.49,91.6,0.217113,99.92,99.98,99.44,0.213487,97.24,99.16,96.43,0.249107,99.64,99.8,97.9,0.26893,100.0,100.0,100.0,0.236985,99.9,99.98,99.46,0.264353,71.44,91.73,92.93,0.2168,70.51,89.94,85.61,0.192132,99.75,99.91,98.81,0.219568,98.61,99.48,96.55,0.279442,73.0,70.33,65.45,0.258574,99.39,99.81,98.33,0.250571,79.67,92.9,90.0,0.217943,88.37,94.63,92.75,0.243272
noise_level 4,65.56,85.43,88.11,0.322793,90.2,94.91,90.17,0.299838,74.71,93.82,90.83,0.266076,99.16,99.77,98.88,0.210276,94.65,98.23,92.59,0.275009,93.93,96.55,90.14,0.312319,99.42,99.8,97.33,0.253163,98.78,99.75,98.91,0.290837,61.54,88.1,91.86,0.25405,63.68,85.96,85.61,0.225705,99.46,99.8,98.18,0.277375,93.33,97.49,92.06,0.296956,68.21,65.55,62.5,0.273272,99.04,99.68,98.33,0.266438,77.63,92.66,90.15,0.229854,85.29,93.17,91.04,0.270264
blur_level 1,82.46,92.65,95.45,0.251445,73.09,78.43,85.0,0.210841,81.57,95.02,94.22,0.157159,85.67,94.53,94.68,0.173198,79.28,86.94,94.21,0.222985,81.43,87.36,91.5,0.234469,99.97,99.99,99.46,0.277466,88.12,96.56,96.37,0.243473,77.74,93.39,95.83,0.160024,69.03,81.52,88.35,0.164804,92.64,97.14,93.85,0.191809,92.5,97.04,93.75,0.213221,68.88,55.78,72.16,0.219336,82.19,92.56,94.49,0.236633,76.39,89.69,95.55,0.158696,82.06,89.24,92.32,0.207704
blur_level 2,81.83,92.31,95.45,0.247525,71.98,76.92,84.85,0.220561,77.42,93.13,93.86,0.156942,82.83,92.95,95.19,0.193285,74.52,83.35,94.21,0.219001,77.11,81.88,91.5,0.234619,99.66,99.89,98.38,0.285333,79.18,92.86,96.37,0.243944,76.57,93.08,95.86,0.15725,67.29,80.46,88.3,0.161965,91.2,96.43,93.85,0.199793,85.56,93.55,93.75,0.215856,68.83,55.67,71.84,0.221823,80.7,91.27,94.49,0.232765,75.92,88.8,95.55,0.159335,79.37,87.5,92.23,0.21
blur_level 3,82.94,92.96,95.45,0.258433,71.91,77.24,84.37,0.25505,77.54,93.12,93.97,0.155767,80.62,91.21,95.19,0.22251,74.77,85.57,93.33,0.246443,77.39,81.01,91.5,0.238968,99.01,99.67,97.83,0.28588,77.47,91.58,96.37,0.24828,74.96,92.08,95.56,0.170887,64.77,79.04,87.18,0.170875,89.57,95.67,93.26,0.255824,82.78,91.04,93.75,0.233384,66.42,50.59,70.37,0.236692,82.02,92.33,94.49,0.236842,76.89,90.0,94.78,0.176391,78.6,86.87,91.83,0.226148
blur_level 4,82.78,92.87,94.66,0.291811,71.65,76.93,84.42,0.260202,74.39,91.69,93.51,0.171004,80.46,91.14,95.19,0.240661,73.35,84.15,93.44,0.241381,76.71,79.29,90.07,0.264931,99.15,99.72,97.83,0.289846,76.39,90.83,95.88,0.255043,72.75,90.45,93.92,0.181326,63.58,79.02,86.99,0.196273,89.18,95.53,93.26,0.253497,81.67,89.88,92.31,0.255707,63.08,45.91,64.41,0.250174,79.39,90.33,93.65,0.252548,76.68,89.62,95.55,0.218409,77.41,85.82,91.01,0.241521
photometric_level 1,100.0,100.0,100.0,0.271213,94.79,97.29,91.95,0.227566,88.87,97.33,94.69,0.15908,99.96,99.99,99.44,0.168984,98.41,99.55,98.25,0.211568,100.0,100.0,100.0,0.228738,100.0,100.0,100.0,0.234913,100.0,100.0,100.0,0.241609,98.12,99.65,97.54,0.151265,85.2,95.07,86.72,0.153227,99.78,99.92,98.8,0.242914,100.0,100.0,100.0,0.198268,90.29,88.57,86.08,0.219873,99.56,99.86,98.36,0.215166,99.92,99.98,99.58,0.163313,96.99,98.48,96.76,0.205846
